photo number,001
 ,x,y
nose,-1,-1
neck,79,85
shoulderR,112,87
elbowR,145,161
handR,140,89
shoulderL,46,85
elbowL,-1,-1
handL,-1,-1
ass,55,315
legR,78,317
kneeR,134,414
feetR,100,568
legL,32,313
kneeL,77,414
feetL,21,535
eyeR,-1,-1
eyeL,-1,-1
earR,111,9
earL,68,11
footBoardR1,50,551
footBoardR2,48,547
footBoardR3,5,554
footBoardL1,134,587
footBoardL2,126,591
footBoardL3,88,587
photo number,002
 ,x,y
nose,-1,-1
neck,75,78
shoulderR,106,87
elbowR,145,110
handR,136,49
shoulderL,44,78
elbowL,88,108
handL,-1,-1
ass,55,307
legR,76,307
kneeR,133,413
feetR,98,562
legL,32,307
kneeL,76,416
feetL,20,538
eyeR,-1,-1
eyeL,-1,-1
earR,108,9
earL,65,9
footBoardR1,50,545
footBoardR2,45,541
footBoardR3,5,551
footBoardL1,132,579
footBoardL2,122,591
footBoardL3,86,579
photo number,003
 ,x,y
nose,-1,-1
neck,78,88
shoulderR,109,88
elbowR,145,79
handR,134,9
shoulderL,46,86
elbowL,80,112
handL,-1,-1
ass,60,310
legR,83,312
kneeR,135,417
feetR,100,566
legL,36,312
kneeL,79,421
feetL,22,546
eyeR,-1,-1
eyeL,-1,-1
earR,111,13
earL,68,13
footBoardR1,54,555
footBoardR2,47,550
footBoardR3,5,557
footBoardL1,135,589
footBoardL2,127,591
footBoardL3,89,583
photo number,004
 ,x,y
nose,-1,-1
neck,76,104
shoulderR,110,106
elbowR,144,69
handR,130,9
shoulderL,45,104
elbowL,79,134
handL,-1,-1
ass,63,319
legR,81,319
kneeR,137,427
feetR,101,567
legL,41,319
kneeL,78,434
feetL,22,543
eyeR,-1,-1
eyeL,-1,-1
earR,111,33
earL,65,43
footBoardR1,52,555
footBoardR2,49,553
footBoardR3,6,553
footBoardL1,137,586
footBoardL2,126,591
footBoardL3,88,579
photo number,005
 ,x,y
nose,-1,-1
neck,78,120
shoulderR,115,120
elbowR,144,82
handR,126,8
shoulderL,49,120
elbowL,75,196
handL,115,181
ass,64,327
legR,86,327
kneeR,138,432
feetR,101,571
legL,41,323
kneeL,78,437
feetL,23,542
eyeR,-1,-1
eyeL,-1,-1
earR,113,52
earL,64,52
footBoardR1,52,556
footBoardR2,49,551
footBoardR3,6,556
footBoardL1,141,587
footBoardL2,130,592
footBoardL3,88,584
photo number,006
 ,x,y
nose,-1,-1
neck,81,137
shoulderR,115,137
elbowR,144,81
handR,120,8
shoulderL,48,136
elbowL,90,121
handL,-1,-1
ass,73,323
legR,90,323
kneeR,134,440
feetR,103,567
legL,48,323
kneeL,78,436
feetL,21,546
eyeR,-1,-1
eyeL,-1,-1
earR,110,77
earL,65,81
footBoardR1,58,559
footBoardR2,50,550
footBoardR3,6,559
footBoardL1,143,585
footBoardL2,131,592
footBoardL3,88,583
photo number,007
 ,x,y
nose,-1,-1
neck,86,129
shoulderR,119,129
elbowR,144,62
handR,119,7
shoulderL,47,129
elbowL,-1,-1
handL,-1,-1
ass,73,312
legR,96,312
kneeR,132,438
feetR,102,570
legL,49,312
kneeL,76,433
feetL,23,542
eyeR,-1,-1
eyeL,-1,-1
earR,111,74
earL,66,80
footBoardR1,54,559
footBoardR2,47,558
footBoardR3,6,558
footBoardL1,142,587
footBoardL2,132,593
footBoardL3,89,578
photo number,008
 ,x,y
nose,-1,-1
neck,79,129
shoulderR,119,133
elbowR,144,67
handR,119,7
shoulderL,42,125
elbowL,50,185
handL,-1,-1
ass,78,297
legR,103,297
kneeR,125,433
feetR,104,564
legL,52,296
kneeL,60,422
feetL,22,546
eyeR,-1,-1
eyeL,-1,-1
earR,107,78
earL,64,81
footBoardR1,50,565
footBoardR2,43,562
footBoardR3,6,558
footBoardL1,144,593
footBoardL2,132,593
footBoardL3,90,576
photo number,009
 ,x,y
nose,-1,-1
neck,76,137
shoulderR,119,137
elbowR,143,72
handR,113,7
shoulderL,37,137
elbowL,-1,-1
handL,-1,-1
ass,76,299
legR,106,302
kneeR,121,428
feetR,113,574
legL,45,298
kneeL,45,424
feetL,12,544
eyeR,-1,-1
eyeL,-1,-1
earR,106,87
earL,57,91
footBoardR1,31,586
footBoardR2,27,585
footBoardR3,7,562
footBoardL1,90,576
footBoardL2,90,574
footBoardL3,121,593
photo number,010
 ,x,y
nose,-1,-1
neck,76,135
shoulderR,113,135
elbowR,143,74
handR,111,7
shoulderL,39,138
elbowL,70,118
handL,74,38
ass,74,300
legR,99,303
kneeR,111,433
feetR,126,573
legL,43,299
kneeL,42,415
feetL,25,549
eyeR,-1,-1
eyeL,-1,-1
earR,104,87
earL,57,94
footBoardR1,18,556
footBoardR2,7,558
footBoardR3,25,565
footBoardL1,100,573
footBoardL2,107,572
footBoardL3,129,593
photo number,011
