photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,79,85,112,87,145,161,140,89,46,85,-1,-1,-1,-1,55,315,78,317,134,414,100,568,32,313,77,414,21,535,-1,-1,-1,-1,111,9,68,11,50,551,48,547,5,554,134,587,126,591,88,587
2,-1,-1,75,78,106,87,145,110,136,49,44,78,88,108,-1,-1,55,307,76,307,133,413,98,562,32,307,76,416,20,538,-1,-1,-1,-1,108,9,65,9,50,545,45,541,5,551,132,579,122,591,86,579
3,-1,-1,78,88,109,88,145,79,134,9,46,86,80,112,-1,-1,60,310,83,312,135,417,100,566,36,312,79,421,22,546,-1,-1,-1,-1,111,13,68,13,54,555,47,550,5,557,135,589,127,591,89,583
4,-1,-1,76,104,110,106,144,69,130,9,45,104,79,134,-1,-1,63,319,81,319,137,427,101,567,41,319,78,434,22,543,-1,-1,-1,-1,111,33,65,43,52,555,49,553,6,553,137,586,126,591,88,579
5,-1,-1,78,120,115,120,144,82,126,8,49,120,75,196,115,181,64,327,86,327,138,432,101,571,41,323,78,437,23,542,-1,-1,-1,-1,113,52,64,52,52,556,49,551,6,556,141,587,130,592,88,584
6,-1,-1,81,137,115,137,144,81,120,8,48,136,90,121,-1,-1,73,323,90,323,134,440,103,567,48,323,78,436,21,546,-1,-1,-1,-1,110,77,65,81,58,559,50,550,6,559,143,585,131,592,88,583
7,-1,-1,86,129,119,129,144,62,119,7,47,129,-1,-1,-1,-1,73,312,96,312,132,438,102,570,49,312,76,433,23,542,-1,-1,-1,-1,111,74,66,80,54,559,47,558,6,558,142,587,132,593,89,578
8,-1,-1,79,129,119,133,144,67,119,7,42,125,50,185,-1,-1,78,297,103,297,125,433,104,564,52,296,60,422,22,546,-1,-1,-1,-1,107,78,64,81,50,565,43,562,6,558,144,593,132,593,90,576
9,-1,-1,76,137,119,137,143,72,113,7,37,137,-1,-1,-1,-1,76,299,106,302,121,428,113,574,45,298,45,424,12,544,-1,-1,-1,-1,106,87,57,91,31,586,27,585,7,562,90,576,90,574,121,593
10,-1,-1,76,135,113,135,143,74,111,7,39,138,70,118,74,38,74,300,99,303,111,433,126,573,43,299,42,415,25,549,-1,-1,-1,-1,104,87,57,94,18,556,7,558,25,565,100,573,107,572,129,593
11,-1,-1,73,149,120,146,142,73,111,7,25,150,47,113,56,54,69,311,103,311,117,442,133,575,39,308,25,429,9,560,-1,-1,-1,-1,103,98,42,106,34,593,22,591,8,576,-1,-1,-1,-1,134,591
12,-1,-1,79,155,122,148,136,74,119,6,29,156,49,117,-1,-1,71,312,105,312,122,435,139,574,45,308,28,431,15,555,-1,-1,-1,-1,105,103,46,108,45,594,37,591,8,566,108,573,113,573,142,594
13,-1,-1,77,157,112,154,119,82,108,6,36,159,55,103,62,37,70,311,98,311,118,429,122,560,43,311,34,425,17,540,-1,-1,-1,-1,98,108,43,116,36,579,27,579,7,555,143,594,-1,-1,119,573
14,-1,-1,65,146,97,146,108,71,104,6,32,147,48,98,52,33,65,298,90,299,108,426,108,546,36,298,32,419,13,532,-1,-1,-1,-1,85,98,36,110,23,569,16,567,7,548,143,594,133,590,92,557
15,-1,-1,71,150,100,143,110,73,107,6,33,153,42,91,51,25,64,303,91,306,111,421,107,548,40,303,35,419,17,532,-1,-1,-1,-1,87,103,38,107,28,573,20,572,7,547,143,594,129,588,91,554
16,-1,-1,73,151,105,146,114,75,111,6,36,157,41,92,55,25,69,304,95,305,114,422,111,547,41,304,39,419,21,535,-1,-1,-1,-1,94,106,41,111,36,579,28,578,7,550,143,594,132,588,95,557
17,-1,-1,68,152,98,150,113,76,110,6,28,154,37,94,48,21,68,302,92,302,113,422,110,549,33,302,30,418,13,533,-1,-1,-1,-1,85,105,33,117,30,578,18,573,7,547,143,594,131,588,92,555
18,-1,-1,68,152,105,151,112,82,111,6,27,157,42,86,47,25,68,307,95,307,115,423,111,551,32,307,32,421,15,535,-1,-1,-1,-1,91,111,35,117,42,578,32,577,8,549,142,594,133,589,95,563
