photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,61,20,70,101,36,95,5,171,10,140,104,103,104,223,60,192,77,301,55,298,23,422,63,528,100,302,82,443,132,552,54,8,72,8,42,23,83,23,105,592,120,592,145,553,26,552,26,545,77,538
2,64,17,73,101,39,92,5,150,19,90,104,101,98,216,64,164,75,308,52,305,20,423,65,524,98,309,76,445,133,551,55,8,74,8,43,22,87,22,112,592,125,592,145,554,27,551,28,546,78,535
3,63,16,74,106,41,101,5,126,24,49,100,107,92,203,65,146,75,310,52,306,18,425,65,529,96,317,75,452,133,551,55,11,74,8,43,25,88,28,108,592,122,592,145,556,24,553,27,546,77,539
4,53,54,74,88,44,83,5,94,24,8,103,91,91,166,67,91,70,308,47,305,15,421,64,522,93,319,73,444,133,546,-1,-1,-1,-1,-1,-1,82,32,106,592,120,592,145,555,23,551,27,539,77,535
5,-1,-1,77,91,45,83,5,77,25,8,105,92,91,158,72,83,70,302,50,301,14,425,63,525,93,309,75,448,133,548,-1,-1,-1,-1,47,23,53,25,110,592,125,591,145,548,25,551,25,544,77,531
6,-1,-1,73,101,40,99,5,77,21,8,101,101,90,153,73,84,64,313,42,311,8,432,59,523,88,316,73,454,132,552,-1,-1,37,20,-1,-1,50,27,106,592,121,592,145,555,21,553,22,546,73,532
7,86,53,73,109,36,109,5,75,24,7,103,109,89,147,76,89,63,317,39,311,9,432,61,527,87,317,74,452,132,551,73,35,91,37,42,37,-1,-1,108,593,121,590,145,560,18,557,21,545,74,537
8,72,50,72,114,35,112,5,76,24,7,102,114,86,135,75,76,61,315,40,313,7,436,59,531,86,315,75,458,131,555,59,36,81,41,46,48,90,50,105,593,121,593,145,562,19,559,21,552,75,537
9,61,62,74,116,40,116,5,65,26,7,109,116,88,116,83,13,61,306,40,299,14,430,59,523,86,310,77,441,131,551,53,50,72,47,45,58,91,55,107,593,123,593,145,558,21,558,23,545,72,527
10,61,73,71,125,36,122,5,73,23,12,103,135,89,105,77,6,61,306,36,299,16,429,58,529,82,310,79,436,131,550,56,60,71,62,47,71,91,71,107,594,121,591,145,559,20,561,20,550,71,533
11,69,78,69,132,38,129,6,72,26,6,104,135,96,99,79,9,56,299,36,294,19,423,55,526,85,303,85,438,130,549,56,68,81,68,45,83,98,74,111,594,126,594,144,555,21,560,18,555,69,532
12,70,87,69,144,33,140,6,85,30,18,100,152,92,95,72,6,59,304,30,302,20,423,52,528,80,304,90,428,131,554,60,83,78,83,44,93,95,98,108,594,126,592,144,558,16,568,14,558,67,539
13,68,97,66,148,28,147,6,92,28,25,103,151,95,92,68,6,49,305,25,300,15,430,47,530,82,307,95,432,137,554,57,93,82,93,42,109,98,109,116,594,135,592,144,556,9,568,6,556,66,537
14,69,97,66,149,28,149,9,84,33,6,96,154,93,84,80,8,52,307,20,305,17,427,49,529,82,307,98,427,135,549,54,93,82,95,44,110,96,113,114,594,135,589,143,554,9,567,7,554,66,534
15,76,100,70,157,33,155,20,85,39,9,106,159,95,80,89,6,57,308,23,307,23,425,52,536,86,311,99,426,133,553,61,96,83,94,44,113,95,114,117,594,142,589,143,561,13,572,7,568,67,540
16,74,104,70,154,35,152,22,89,42,5,103,155,93,75,93,16,57,301,25,301,25,420,55,535,83,303,103,421,134,553,60,94,83,94,46,113,95,115,117,595,143,589,143,561,17,568,7,565,68,539
17,73,103,66,157,27,155,20,84,36,6,97,157,93,79,91,19,54,308,22,308,24,427,51,534,80,308,104,430,134,555,59,100,80,100,43,114,93,114,120,594,143,592,143,562,14,573,7,565,68,544
18,72,100,66,151,28,151,20,83,34,6,99,155,92,70,83,6,54,303,22,301,25,429,54,535,79,305,104,429,133,553,58,96,76,96,41,110,92,112,117,594,143,589,139,560,16,568,7,560,72,538
19,70,109,64,158,24,160,17,92,30,14,101,160,92,79,76,5,54,314,21,314,24,431,55,536,78,316,101,432,133,558,55,103,76,101,39,116,89,120,117,595,141,592,143,566,13,570,7,561,71,544
20,69,109,64,161,25,161,17,93,26,16,99,165,89,80,76,5,51,314,20,314,25,434,55,537,77,314,104,435,136,555,55,104,76,99,39,120,91,118,115,595,140,589,143,565,9,568,7,557,73,542
