photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,97,82,127,77,-1,-1,-1,-1,72,92,49,200,4,235,126,289,146,282,108,418,133,536,106,292,72,429,118,559,-1,-1,-1,-1,108,16,65,7,72,588,81,593,131,574,95,540,97,540,143,544
2,-1,-1,103,84,131,78,-1,-1,-1,-1,79,94,48,196,4,198,128,290,146,285,112,427,135,537,110,291,75,433,120,559,-1,-1,-1,-1,111,16,73,7,77,588,85,593,133,566,99,539,100,539,144,549
3,-1,-1,105,80,134,79,-1,-1,-1,-1,80,91,44,183,4,150,127,289,146,287,113,425,135,533,109,296,76,438,124,561,-1,-1,-1,-1,115,12,76,7,78,584,86,593,135,567,101,541,104,538,145,545
4,-1,-1,105,102,132,97,-1,-1,-1,-1,81,106,39,187,4,125,128,303,146,299,111,434,138,536,108,310,74,438,123,561,-1,-1,75,7,114,34,77,25,79,586,89,593,132,567,79,583,-1,-1,144,547
5,-1,-1,106,97,128,92,73,106,32,64,81,106,30,166,4,85,127,305,146,297,109,435,137,535,109,308,69,442,121,565,-1,-1,72,7,116,29,79,23,79,587,89,593,133,569,105,540,104,538,146,551
6,-1,-1,104,96,127,92,73,92,33,37,82,106,18,146,4,50,125,303,146,299,104,439,136,531,104,307,64,442,121,563,-1,-1,71,7,115,33,73,24,81,585,88,593,134,569,111,535,-1,-1,146,546
7,-1,-1,100,87,124,84,73,74,37,7,77,98,4,119,4,14,122,301,144,294,101,439,134,532,99,307,57,439,118,561,-1,-1,63,9,112,26,72,20,75,589,85,593,132,570,72,586,-1,-1,146,547
8,-1,-1,100,100,124,89,79,87,66,64,77,105,4,106,14,7,118,303,138,302,103,435,136,533,99,306,55,444,118,559,-1,-1,63,18,112,37,73,32,75,587,85,593,132,566,111,534,-1,-1,146,544
9,-1,-1,98,103,125,100,-1,-1,-1,-1,72,115,4,98,19,6,115,309,136,306,101,439,134,537,94,312,58,449,119,563,-1,-1,63,24,111,46,71,41,72,591,84,594,133,572,-1,-1,-1,-1,146,551
10,-1,-1,96,114,121,100,-1,-1,-1,-1,71,116,4,94,24,6,110,309,134,302,98,438,134,539,90,314,58,449,119,564,-1,-1,59,25,109,56,69,45,71,591,83,594,133,574,71,582,-1,-1,146,552
11,-1,-1,97,109,126,103,-1,-1,-1,-1,72,118,4,83,30,6,110,302,134,299,99,431,134,539,86,307,62,449,119,561,-1,-1,-1,-1,111,50,66,34,70,591,83,594,134,572,70,587,-1,-1,146,547
12,-1,-1,100,114,128,107,-1,-1,-1,-1,69,115,5,80,31,6,112,299,139,295,104,432,139,536,88,306,67,440,118,561,-1,-1,-1,-1,114,62,77,51,69,586,82,594,131,566,102,544,100,541,145,546
13,61,55,102,125,130,121,-1,-1,-1,-1,71,125,5,82,32,6,107,302,132,300,111,433,132,529,86,305,70,441,116,559,-1,-1,70,53,116,76,78,69,70,590,82,594,129,563,103,541,-1,-1,145,544
14,63,72,103,125,136,125,-1,-1,-1,-1,65,125,5,78,19,5,108,304,136,299,119,425,134,524,84,305,69,438,110,554,-1,-1,71,62,121,82,82,77,65,590,77,595,125,558,103,536,-1,-1,145,536
15,-1,-1,105,137,142,141,-1,-1,-1,-1,60,139,6,79,6,5,110,303,142,303,119,430,140,525,81,305,69,434,110,553,-1,-1,65,75,125,95,76,88,63,593,78,595,125,559,102,535,105,525,144,537
16,-1,-1,107,130,145,132,109,95,-1,-1,72,130,22,68,5,5,118,297,145,295,124,423,139,524,89,301,76,431,107,551,-1,-1,82,68,132,91,86,84,68,595,80,595,124,558,107,536,-1,-1,145,534
17,-1,-1,106,136,140,144,98,73,56,5,70,134,21,77,5,20,116,301,145,299,127,420,133,521,86,303,82,432,102,547,-1,-1,78,83,-1,-1,84,94,66,595,78,595,118,553,109,530,113,519,138,530
18,-1,-1,105,131,145,141,94,78,56,5,69,129,21,76,5,16,114,297,141,295,129,417,129,516,85,299,81,427,99,549,-1,-1,-1,-1,127,99,83,88,61,595,76,595,114,553,105,518,105,518,134,528
19,-1,-1,108,134,145,139,85,66,53,5,73,132,22,80,5,19,113,298,136,298,128,417,128,514,84,302,83,425,99,548,-1,-1,-1,-1,128,98,85,90,59,593,73,595,115,553,101,520,-1,-1,134,529
20,-1,-1,111,127,145,135,91,74,49,5,76,129,21,78,5,15,113,297,136,297,125,422,131,519,83,299,83,431,101,552,-1,-1,-1,-1,129,92,87,84,63,595,77,595,117,557,103,532,-1,-1,136,532
21,-1,-1,115,127,145,127,92,70,46,5,81,131,24,77,5,20,118,301,141,299,128,427,139,526,90,303,88,429,110,553,-1,-1,83,68,134,87,90,81,69,593,85,595,124,558,116,534,119,526,145,538
22,-1,-1,112,123,145,125,85,68,46,5,75,125,22,78,5,12,114,301,139,301,130,423,133,528,85,303,87,436,114,558,-1,-1,83,59,130,76,91,70,67,592,83,595,130,565,100,539,-1,-1,145,539
