photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,72,89,114,87,141,184,108,148,29,89,21,203,-1,-1,56,303,84,303,137,418,101,572,25,299,73,418,21,556,-1,-1,-1,-1,102,9,52,11,58,562,52,555,7,575,143,589,133,591,89,585
2,-1,-1,69,85,111,85,143,162,124,85,31,89,22,160,-1,-1,55,307,78,307,134,419,98,567,29,307,76,421,22,556,-1,-1,-1,-1,99,10,55,15,56,558,53,554,7,575,142,583,132,590,85,577
3,-1,-1,64,86,104,86,143,131,121,65,25,86,27,161,-1,-1,51,306,76,306,141,414,103,565,25,308,76,420,21,551,-1,-1,-1,-1,99,10,51,10,54,559,50,551,7,571,143,586,133,590,90,576
4,-1,-1,61,83,89,87,142,99,118,28,27,81,78,107,-1,-1,50,307,74,303,142,416,103,558,26,307,77,418,22,550,-1,-1,-1,-1,97,10,50,10,53,556,50,552,7,572,143,580,132,590,89,576
5,-1,-1,62,90,96,92,139,82,118,10,26,88,77,111,-1,-1,53,318,77,318,143,417,100,561,26,319,77,425,23,551,-1,-1,-1,-1,99,16,50,16,55,561,51,553,7,571,143,588,131,590,88,573
6,-1,-1,62,107,101,109,133,81,111,9,24,103,-1,-1,-1,-1,57,323,79,323,139,425,100,567,30,323,75,434,20,552,-1,-1,-1,-1,95,31,42,30,51,558,47,556,7,570,143,587,130,591,86,580
7,-1,-1,62,120,101,127,133,79,105,9,23,116,64,116,-1,-1,60,329,85,329,142,435,102,568,33,331,74,442,21,556,-1,-1,-1,-1,96,49,46,56,54,568,49,563,7,572,143,589,131,591,88,581
8,-1,-1,61,125,97,133,130,73,101,8,21,123,61,123,-1,-1,58,325,81,322,137,435,101,572,33,325,72,435,21,557,-1,-1,-1,-1,90,65,45,67,53,565,49,558,7,575,143,590,131,592,86,583
9,-1,-1,57,131,94,135,133,68,99,8,19,121,53,89,69,35,60,318,89,315,136,441,103,571,31,318,62,434,19,557,-1,-1,-1,-1,90,73,43,78,56,568,47,563,7,576,143,587,136,592,89,584
10,-1,-1,61,133,97,140,129,67,96,8,19,128,40,90,68,41,62,308,90,305,127,435,102,569,35,310,61,431,20,559,-1,-1,-1,-1,89,79,35,89,49,569,46,563,7,576,143,591,130,592,89,579
11,-1,-1,51,142,93,143,120,70,91,7,7,134,31,70,43,7,60,304,93,304,114,432,96,564,27,304,40,428,11,543,-1,-1,-1,-1,77,83,27,89,30,572,23,571,7,559,143,593,130,593,80,575
12,-1,-1,62,140,106,149,130,70,103,7,10,136,29,80,34,27,67,309,101,309,121,438,126,570,29,309,34,438,13,566,-1,-1,-1,-1,91,89,33,100,44,593,34,591,8,580,111,579,142,591,126,587
13,-1,-1,63,144,107,144,126,70,107,7,12,144,22,82,29,23,66,297,97,297,111,419,135,553,29,297,27,416,17,549,-1,-1,-1,-1,92,93,29,95,38,593,27,589,9,566,116,562,136,564,141,570
14,-1,-1,61,154,112,156,118,81,112,7,9,156,23,88,34,23,65,316,106,316,118,441,141,577,28,313,15,444,11,567,-1,-1,-1,-1,89,108,32,112,38,593,23,586,9,582,116,579,139,582,141,593
15,-1,-1,68,142,114,143,118,67,109,7,16,142,21,88,36,35,68,308,98,308,120,430,139,571,30,308,27,430,11,560,-1,-1,-1,-1,95,99,30,106,43,593,32,589,9,575,104,575,112,571,141,592
16,-1,-1,62,154,100,152,103,80,100,6,24,162,30,98,38,45,62,304,95,304,112,425,112,546,32,304,27,423,17,542,-1,-1,-1,-1,82,113,38,117,35,574,24,574,8,559,142,594,139,588,103,558
17,-1,-1,65,153,102,153,104,74,102,6,26,154,29,82,31,27,60,308,85,310,110,422,105,548,29,306,26,420,11,544,-1,-1,-1,-1,85,105,29,113,26,575,22,571,8,560,142,594,125,586,94,560
18,-1,-1,67,158,104,155,109,81,104,6,28,162,28,97,31,26,65,306,93,308,117,424,108,551,28,304,28,422,8,547,-1,-1,-1,-1,90,113,33,117,28,581,21,578,8,562,142,594,139,590,99,563
