photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,69,17,77,92,46,84,5,118,11,47,107,101,93,178,63,106,76,302,55,298,12,410,53,519,96,309,68,447,131,550,60,8,79,12,-1,-1,93,28,102,591,116,592,145,555,13,544,16,535,68,525
2,49,55,77,79,47,74,5,88,17,8,110,91,93,152,75,91,74,300,49,292,10,415,52,518,99,305,62,441,132,550,46,38,60,42,-1,-1,87,30,102,592,116,592,145,558,11,540,13,539,68,523
3,54,40,75,83,42,75,5,68,13,8,108,86,96,146,76,72,70,292,48,290,11,416,52,522,94,299,67,445,132,549,52,28,64,25,-1,-1,94,20,97,589,111,592,145,554,13,546,14,534,67,531
4,56,45,77,100,44,97,5,78,17,7,107,97,95,147,81,92,69,309,44,304,8,424,52,521,93,312,68,450,132,555,57,30,63,29,45,36,90,30,95,591,108,593,145,562,15,547,17,538,66,525
5,53,54,73,110,38,107,5,80,20,7,108,110,84,144,78,73,65,308,38,302,7,427,51,520,86,312,65,446,130,553,53,43,65,43,-1,-1,88,51,97,590,112,593,145,560,9,551,9,540,65,533
6,53,46,77,101,41,104,5,66,14,7,108,101,95,133,79,62,65,295,37,291,7,424,46,526,84,300,69,445,129,556,50,32,65,34,-1,-1,90,46,97,588,112,593,145,562,7,552,7,542,59,533
7,55,74,78,123,39,119,5,74,20,6,111,123,85,117,72,13,62,300,35,294,13,425,47,524,84,305,76,436,129,558,57,69,67,60,-1,-1,90,67,97,592,113,594,145,562,5,553,5,544,62,526
8,66,84,78,127,39,123,14,72,19,6,110,137,96,99,77,6,63,302,33,296,18,425,47,527,86,307,82,431,131,552,63,72,78,72,53,80,97,78,102,594,121,594,144,560,8,560,6,548,63,530
9,71,93,76,141,40,133,16,88,26,6,109,146,92,96,73,14,57,302,32,298,22,420,40,530,86,304,88,431,129,552,70,88,84,90,68,94,102,99,102,594,121,594,144,557,7,562,6,552,57,535
10,76,91,74,148,42,139,21,82,30,6,104,151,95,82,77,10,60,299,37,299,26,423,44,530,85,301,92,425,129,551,62,82,83,82,53,98,97,100,102,594,122,592,144,556,12,565,6,553,60,535
11,77,100,74,154,42,151,27,90,32,5,104,156,100,93,82,18,60,303,32,301,29,421,45,527,84,307,94,426,132,548,64,93,84,93,49,110,102,114,102,595,120,593,144,559,12,562,6,555,56,532
12,77,100,75,152,39,151,24,85,26,5,108,154,98,88,90,5,57,302,31,300,26,416,42,524,80,304,95,425,131,547,65,90,90,90,50,104,100,112,108,595,126,592,144,553,11,559,6,553,60,529
13,74,98,73,151,40,152,30,84,27,5,105,152,92,79,90,17,58,307,34,307,32,420,45,528,87,308,99,424,129,548,61,92,87,86,53,112,97,108,107,595,125,595,144,552,12,562,6,552,60,532
14,73,94,73,147,40,147,26,78,24,5,103,151,92,73,90,15,58,303,32,303,30,420,48,528,86,305,100,422,131,548,60,92,84,92,50,109,92,109,108,595,126,592,144,554,11,563,6,551,61,532
