photo number,001
 ,x,y
nose,99,19
neck,54,93
shoulderR,85,90
elbowR,115,197
handR,144,222
shoulderL,21,94
elbowL,35,197
handL,95,230
ass,40,290
legR,69,290
kneeR,99,422
feetR,81,576
legL,16,288
kneeL,36,439
feetL,20,559
eyeR,91,8
eyeL,-1,-1
earR,69,24
earL,-1,-1
footBoardR1,54,572
footBoardR2,51,559
footBoardR3,6,578
footBoardL1,125,587
footBoardL2,114,592
footBoardL3,69,592
photo number,002
 ,x,y
nose,94,19
neck,50,98
shoulderR,82,93
elbowR,116,194
handR,144,203
shoulderL,17,99
elbowL,39,194
handL,96,213
ass,41,290
legR,67,293
kneeR,94,422
feetR,79,573
legL,16,290
kneeL,38,439
feetL,17,557
eyeR,83,8
eyeL,-1,-1
earR,65,24
earL,-1,-1
footBoardR1,52,569
footBoardR2,49,559
footBoardR3,6,573
footBoardL1,122,587
footBoardL2,111,592
footBoardL3,65,592
photo number,003
 ,x,y
nose,90,17
neck,49,90
shoulderR,79,90
elbowR,121,181
handR,144,183
shoulderL,18,96
elbowL,8,194
handL,-1,-1
ass,45,287
legR,69,287
kneeR,90,419
feetR,76,569
legL,20,287
kneeL,42,435
feetL,18,556
eyeR,82,8
eyeL,-1,-1
earR,61,22
earL,-1,-1
footBoardR1,51,561
footBoardR2,48,551
footBoardR3,6,573
footBoardL1,118,581
footBoardL2,106,592
footBoardL3,64,583
photo number,004
 ,x,y
nose,83,21
neck,45,94
shoulderR,74,92
elbowR,124,178
handR,144,148
shoulderL,19,97
elbowL,56,184
handL,119,159
ass,43,292
legR,64,292
kneeR,93,421
feetR,71,571
legL,19,292
kneeL,43,437
feetL,15,557
eyeR,74,8
eyeL,-1,-1
earR,56,24
earL,-1,-1
footBoardR1,49,562
footBoardR2,45,557
footBoardR3,6,576
footBoardL1,108,583
footBoardL2,100,592
footBoardL3,61,583
photo number,005
 ,x,y
nose,85,21
neck,50,95
shoulderR,74,92
elbowR,131,158
handR,145,124
shoulderL,20,105
elbowL,68,175
handL,-1,-1
ass,47,301
legR,68,299
kneeR,96,426
feetR,73,571
legL,24,301
kneeL,48,449
feetL,16,553
eyeR,74,8
eyeL,-1,-1
earR,57,24
earL,-1,-1
footBoardR1,50,566
footBoardR2,46,555
footBoardR3,5,571
footBoardL1,109,586
footBoardL2,101,592
footBoardL3,61,587
photo number,006
 ,x,y
nose,83,19
neck,49,102
shoulderR,73,95
elbowR,140,140
handR,145,74
shoulderL,24,103
elbowL,77,134
handL,114,100
ass,48,303
legR,70,302
kneeR,101,426
feetR,72,576
legL,26,305
kneeL,48,453
feetL,16,558
eyeR,77,8
eyeL,-1,-1
earR,59,24
earL,-1,-1
footBoardR1,49,561
footBoardR2,46,558
footBoardR3,5,574
footBoardL1,113,581
footBoardL2,105,592
footBoardL3,60,589
photo number,007
 ,x,y
nose,86,16
neck,51,97
shoulderR,75,95
elbowR,144,112
handR,143,44
shoulderL,26,97
elbowL,-1,-1
handL,-1,-1
ass,51,301
legR,73,299
kneeR,106,427
feetR,75,570
legL,28,302
kneeL,52,445
feetL,18,552
eyeR,76,8
eyeL,-1,-1
earR,62,25
earL,-1,-1
footBoardR1,51,565
footBoardR2,44,559
footBoardR3,6,570
footBoardL1,111,585
footBoardL2,103,592
footBoardL3,63,585
photo number,008
 ,x,y
nose,85,15
neck,50,93
shoulderR,65,92
elbowR,145,92
handR,134,11
shoulderL,32,93
elbowL,80,113
handL,-1,-1
ass,53,300
legR,73,300
kneeR,102,431
feetR,74,570
legL,32,300
kneeL,53,451
feetL,19,552
eyeR,77,8
eyeL,-1,-1
earR,60,25
earL,-1,-1
footBoardR1,48,562
footBoardR2,43,557
footBoardR3,5,569
footBoardL1,111,582
footBoardL2,101,592
footBoardL3,62,580
photo number,009
 ,x,y
nose,86,30
neck,51,102
shoulderR,67,99
elbowR,145,85
handR,128,8
shoulderL,37,104
elbowL,96,88
handL,104,21
ass,54,299
legR,74,299
kneeR,107,434
feetR,74,570
legL,36,301
kneeL,53,453
feetL,21,552
eyeR,83,21
eyeL,-1,-1
earR,62,37
earL,-1,-1
footBoardR1,50,562
footBoardR2,47,557
footBoardR3,5,565
footBoardL1,109,586
footBoardL2,102,592
footBoardL3,63,578
photo number,010
 ,x,y
nose,87,36
neck,52,110
shoulderR,71,107
elbowR,145,78
handR,121,8
shoulderL,33,110
elbowL,90,89
handL,101,23
ass,55,303
legR,77,303
kneeR,102,435
feetR,75,566
legL,37,303
kneeL,52,441
feetL,17,549
eyeR,78,28
eyeL,-1,-1
earR,63,44
earL,-1,-1
footBoardR1,49,563
footBoardR2,43,560
footBoardR3,5,564
footBoardL1,112,584
footBoardL2,102,592
footBoardL3,63,580
photo number,011
 ,x,y
nose,89,34
neck,49,106
shoulderR,72,104
