photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,56,72,34,138,23,136,58,185,92,150,42,139,58,233,80,206,27,327,19,328,51,450,12,560,38,325,70,442,41,543,50,64,-1,-1,36,77,-1,-1,57,561,56,554,35,552,31,591,23,591,4,569
2,86,22,51,94,37,92,105,106,144,44,69,98,108,184,139,124,50,302,30,306,82,434,19,552,66,298,109,424,63,536,81,10,-1,-1,60,22,-1,-1,95,560,92,552,56,548,50,590,37,590,6,558
3,88,24,54,94,32,90,110,76,141,10,78,102,128,161,144,84,53,309,32,309,81,439,18,554,70,307,115,433,63,542,80,12,-1,-1,57,24,-1,-1,96,568,92,556,54,554,48,590,35,590,6,562
4,89,47,55,110,41,108,114,82,137,9,70,112,122,132,143,43,55,317,36,319,83,443,21,557,71,315,117,436,70,542,82,41,-1,-1,63,47,-1,-1,96,563,95,552,59,548,54,591,41,591,7,563
5,84,57,52,109,40,109,102,77,120,9,62,109,126,126,144,41,52,310,36,310,75,443,19,559,69,310,108,438,65,539,76,45,-1,-1,54,52,-1,-1,90,561,90,555,54,547,48,591,35,591,6,563
6,88,68,57,115,44,118,107,71,122,8,71,112,107,85,144,42,61,309,43,311,76,453,23,558,80,308,109,438,70,541,81,61,-1,-1,62,68,-1,-1,94,571,94,561,61,554,48,592,32,592,6,565
7,85,65,58,116,41,116,104,77,118,8,77,116,138,123,144,32,62,298,42,300,67,442,22,552,78,295,104,426,68,545,79,58,-1,-1,56,66,-1,-1,94,566,94,561,56,555,41,592,27,590,6,558
8,83,68,57,115,43,115,100,76,117,8,71,115,126,96,144,43,62,290,45,292,57,425,21,545,78,287,100,421,69,542,74,64,-1,-1,58,74,-1,-1,87,571,91,561,58,556,42,592,28,591,6,550
9,67,74,48,126,30,124,82,82,111,7,67,126,128,127,144,72,52,289,37,292,37,424,17,552,67,288,78,424,63,548,63,72,-1,-1,41,78,-1,-1,74,574,82,573,51,557,34,593,21,591,6,555
10,54,78,42,128,15,129,71,74,102,7,64,128,116,111,144,54,42,283,28,283,21,412,13,536,58,283,64,411,58,523,47,78,-1,-1,29,88,-1,-1,71,565,76,561,46,530,25,593,11,585,6,544
11,55,81,42,127,20,131,73,71,99,7,72,124,110,96,144,53,48,287,31,290,22,413,12,540,67,284,72,411,69,523,48,77,-1,-1,33,88,-1,-1,74,569,87,561,55,526,31,593,16,586,6,544
12,57,93,41,137,16,144,70,77,91,7,65,130,102,89,144,42,45,290,28,293,25,418,11,537,60,289,64,412,58,525,47,88,-1,-1,28,100,-1,-1,81,573,87,563,45,529,28,593,12,585,6,544
13,58,99,42,138,21,145,71,82,96,7,70,137,106,97,144,44,54,299,35,300,39,422,12,540,71,296,74,422,70,532,54,88,-1,-1,32,103,-1,-1,89,575,92,568,56,540,32,593,18,589,6,545
14,56,101,40,144,18,148,69,76,90,7,69,140,108,94,144,37,53,301,36,302,37,424,10,541,69,298,71,424,67,536,53,93,-1,-1,32,107,-1,-1,85,582,88,571,53,541,29,593,14,589,6,550
15,57,91,44,144,22,151,74,77,98,7,72,143,109,90,143,36,57,304,38,307,41,426,18,541,75,303,79,426,71,534,52,91,-1,-1,34,106,-1,-1,90,578,94,568,56,545,37,593,19,585,7,546
