photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,67,23,74,102,30,87,7,163,21,192,117,113,117,225,70,231,85,294,55,289,21,412,46,530,112,296,92,427,132,551,61,8,77,8,46,23,93,27,101,589,117,592,144,566,6,563,6,550,61,545
2,73,25,75,102,34,87,6,166,23,130,116,115,110,231,62,191,86,302,59,298,22,419,49,532,112,305,90,437,132,552,61,8,82,8,47,25,97,25,104,592,124,592,144,564,9,565,9,552,62,547
3,70,25,75,100,38,95,6,154,26,88,116,113,102,227,74,170,80,301,55,298,18,417,50,531,107,306,90,440,132,553,63,8,82,8,49,25,94,26,102,592,118,592,144,567,14,556,10,551,64,538
4,71,21,76,105,38,100,6,119,27,52,115,113,93,211,77,131,79,307,54,302,16,414,50,528,104,314,85,441,132,546,64,8,80,10,48,15,100,26,104,592,117,592,144,556,14,556,11,546,63,540
5,64,58,77,82,40,67,6,82,26,8,112,95,90,183,75,107,75,302,48,298,13,412,48,522,102,303,81,435,130,543,56,43,77,45,-1,-1,94,32,103,592,117,588,144,552,9,555,7,543,61,528
6,-1,-1,80,101,48,92,6,79,26,8,110,106,90,174,76,93,73,309,48,307,8,423,48,530,95,317,80,445,133,549,-1,-1,37,17,-1,-1,51,30,102,592,120,592,144,554,8,556,6,549,58,537
7,66,61,82,115,44,106,10,82,37,8,113,117,90,171,79,92,68,320,41,317,7,430,42,529,97,323,82,452,128,547,59,44,82,47,52,44,100,52,104,592,121,592,144,556,6,561,6,548,58,542
8,66,59,82,116,42,113,10,82,35,7,114,117,90,161,82,78,68,320,38,317,10,439,42,538,97,321,82,456,130,552,61,44,82,45,54,45,100,50,103,593,122,590,144,556,7,566,6,555,58,552
9,68,58,82,122,45,117,15,84,38,7,115,122,90,145,84,58,66,316,41,312,14,438,45,541,91,319,84,455,131,554,68,45,81,45,57,58,102,58,107,593,124,590,144,559,6,562,6,558,59,547
10,67,77,82,119,43,116,15,72,39,7,117,119,96,131,82,33,65,305,37,301,11,433,46,541,93,312,87,447,129,551,67,68,76,67,56,72,98,68,109,593,124,593,144,562,6,566,6,555,57,549
11,61,95,85,141,51,135,19,91,48,6,122,142,92,126,83,29,66,312,39,310,21,431,46,542,91,314,94,444,131,554,61,79,73,79,-1,-1,102,91,110,594,125,594,144,560,8,567,6,560,58,550
12,64,95,80,146,41,139,22,84,54,6,113,152,90,99,76,12,62,311,37,310,24,429,43,541,86,314,98,439,131,554,60,88,76,88,-1,-1,104,94,106,594,122,594,144,564,7,568,6,561,56,551
13,74,93,82,148,51,145,36,77,56,6,115,152,102,90,87,16,63,307,36,307,31,433,50,543,88,309,106,433,137,556,71,82,88,84,-1,-1,109,104,110,594,128,594,144,563,10,572,6,566,60,556
14,83,97,78,154,46,150,33,97,61,6,113,158,98,83,83,15,61,308,31,308,30,424,46,540,87,311,107,432,131,552,76,93,95,93,61,107,110,113,113,594,129,591,144,556,10,570,6,565,61,552
15,77,102,77,153,47,149,46,82,41,6,109,162,104,91,94,19,61,308,38,308,38,431,47,543,91,308,112,433,132,551,72,96,91,96,59,111,102,113,112,594,130,592,144,558,8,572,6,560,59,556
16,82,97,81,152,44,150,47,79,42,6,113,156,101,79,98,20,62,305,35,304,39,431,47,540,91,305,113,431,134,552,76,94,96,94,62,108,107,110,113,594,134,591,144,562,8,570,6,565,62,551
17,80,104,78,156,44,156,44,81,44,6,112,159,98,76,98,22,61,308,31,308,40,438,46,544,92,311,112,438,132,559,72,95,92,95,60,111,101,113,112,594,132,594,144,571,9,575,6,569,61,556
18,81,96,81,148,46,148,46,77,46,6,113,150,102,75,97,6,62,304,32,303,34,436,48,543,93,307,116,438,136,559,69,92,93,95,62,111,104,111,116,594,133,593,144,562,9,570,6,560,62,556
