user_id,type,photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
003,dribble,1,44,24,61,75,31,85,33,160,4,201,90,74,125,158,94,211,79,269,61,275,65,423,87,552,100,265,109,409,135,509,38,9,52,7,29,9,68,7,137,562,146,556,136,518,70,593,65,585,97,563
003,dribble,2,37,24,56,75,21,77,35,146,4,182,89,71,121,159,90,204,76,268,53,273,60,419,85,546,99,267,109,406,131,509,27,7,45,7,17,8,59,7,136,558,146,554,132,520,68,593,61,588,96,557
003,dribble,3,35,23,53,75,19,82,35,151,4,189,88,72,122,157,87,209,74,267,50,271,59,417,87,540,100,261,111,406,126,509,26,10,43,9,16,13,59,6,135,571,146,559,122,522,72,594,66,587,96,542
003,dribble,4,30,24,51,77,15,77,38,146,5,182,87,68,124,161,85,215,75,265,49,267,59,419,87,537,101,258,115,412,132,524,22,9,38,9,10,12,59,6,134,586,145,574,123,534,76,594,70,587,99,540
003,dribble,5,30,27,57,76,18,80,41,158,5,191,94,73,128,165,85,219,78,257,52,261,59,422,95,534,105,254,115,413,130,538,19,13,44,13,6,15,61,6,136,594,145,587,128,541,85,594,73,587,104,537
003,dribble,6,31,24,60,71,18,76,42,156,7,179,99,66,132,159,84,213,82,254,51,255,64,411,100,519,112,253,119,408,130,540,18,6,42,6,5,6,64,6,128,594,145,584,130,543,94,579,80,566,112,522
003,dribble,7,32,25,68,68,24,70,51,149,13,172,106,68,144,160,89,213,87,253,53,256,70,407,108,514,122,253,125,405,135,540,20,9,48,6,6,6,70,6,127,594,144,590,137,545,97,570,87,559,120,519
003,dribble,8,32,25,68,74,27,74,51,150,24,167,110,74,139,167,86,214,86,256,51,257,72,403,129,510,112,253,113,397,113,536,24,11,46,8,6,8,70,6,110,594,131,586,112,553,94,530,-1,-1,144,510
003,dribble,9,41,28,73,78,31,76,54,160,5,162,109,78,142,174,86,217,92,260,60,262,81,409,130,502,123,257,112,402,110,549,29,16,56,16,18,16,75,6,99,594,121,594,112,557,138,539,125,537,145,505
003,dribble,10,43,20,68,67,36,67,55,150,5,143,105,67,137,175,78,216,88,258,64,262,84,419,133,495,114,255,105,405,95,555,36,9,53,6,21,9,78,6,80,594,97,594,95,568,124,544,112,534,145,495
003,dribble,11,37,23,65,69,25,69,39,154,5,136,101,69,130,173,75,209,81,258,56,261,83,407,134,479,110,256,94,393,77,553,26,7,50,6,18,7,69,7,65,594,79,593,74,563,122,529,110,518,145,479
003,dribble,12,43,23,65,74,31,72,36,162,4,139,101,72,124,176,73,211,83,262,60,262,87,404,133,472,107,261,85,399,70,554,34,6,52,6,23,9,73,6,54,591,71,594,65,568,120,520,110,515,146,472
003,dribble,13,39,23,64,73,26,73,26,161,4,140,103,73,123,174,75,207,83,260,61,260,85,399,133,465,106,259,79,401,61,559,32,6,48,6,23,6,71,6,42,594,58,594,61,567,121,518,113,512,146,465
003,dribble,14,45,23,67,75,31,75,27,161,4,146,106,72,125,172,78,209,86,251,64,251,86,385,134,454,106,249,76,397,64,549,39,7,53,6,28,7,75,6,48,594,61,594,67,562,128,505,120,499,146,454
003,dribble,15,42,22,66,73,29,75,17,150,4,175,108,70,129,171,80,207,85,255,65,257,90,387,134,447,106,252,75,396,66,551,38,6,53,6,27,6,75,6,50,594,61,593,75,567,133,503,127,494,146,441
003,dribble,16,47,23,73,75,29,86,17,164,4,215,111,72,135,169,87,214,88,259,66,261,93,389,135,447,111,253,75,399,76,549,39,8,56,6,27,8,76,6,57,594,73,592,87,561,138,500,135,497,146,441
003,dribble,17,57,25,79,82,37,94,24,181,4,261,114,69,137,175,91,217,91,264,71,266,96,397,132,446,112,264,80,402,90,545,46,12,66,12,36,14,83,6,71,594,83,592,98,559,146,495,137,493,138,433
003,dribble,18,61,23,84,82,47,92,28,200,4,286,121,74,146,176,96,225,99,274,79,275,103,416,135,447,119,270,92,416,103,547,51,8,71,6,43,8,89,8,85,594,96,594,111,563,144,497,139,493,142,437
003,dribble,19,63,23,85,79,49,91,31,208,4,307,124,72,146,177,98,224,103,276,82,279,89,426,133,451,125,274,98,421,112,550,54,6,73,6,47,8,93,6,94,594,106,592,117,558,133,504,125,496,140,440
003,dribble,20,64,22,87,87,46,98,32,214,4,315,123,74,146,178,96,224,100,285,79,285,82,436,129,449,125,282,100,436,117,550,56,6,74,6,46,7,91,7,99,594,111,592,124,560,128,490,125,488,139,438
