photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,73,24,81,111,42,102,6,148,28,57,117,115,106,223,81,167,77,314,53,306,9,425,60,520,103,318,68,447,131,549,66,8,84,13,51,24,97,32,103,592,117,592,144,559,22,554,23,541,76,530
2,68,45,83,77,46,72,5,99,29,8,120,85,103,181,83,104,79,302,53,293,12,414,62,528,103,312,68,446,132,548,-1,-1,80,15,-1,-1,99,10,107,592,121,592,145,553,21,553,24,548,75,533
3,-1,-1,83,98,120,108,8,105,26,31,46,94,6,108,32,8,72,317,46,312,6,428,59,528,97,322,67,448,131,548,-1,-1,-1,-1,103,41,52,38,100,592,118,592,144,558,16,556,19,544,72,539
4,-1,-1,84,105,44,104,9,93,28,8,117,110,103,165,88,108,72,313,48,305,6,431,58,530,99,319,68,453,130,553,-1,-1,-1,-1,55,40,52,35,103,592,122,592,144,565,16,560,19,548,74,544
5,70,46,80,100,43,100,6,80,27,8,115,100,101,153,85,84,70,318,43,314,8,434,58,534,98,322,68,458,130,555,67,39,83,39,49,30,102,27,101,592,117,592,144,558,17,560,17,552,73,540
6,63,49,82,106,48,106,6,76,30,7,118,106,103,142,89,65,67,309,44,306,8,431,58,531,92,316,75,454,132,554,60,33,76,33,48,33,103,30,101,593,118,593,144,563,17,561,18,547,75,543
7,63,57,84,115,45,115,6,84,27,7,119,114,102,141,90,74,65,310,41,307,9,432,57,530,90,313,74,452,132,553,59,43,74,43,53,51,102,50,102,593,119,593,144,563,12,563,13,550,72,540
8,79,58,82,110,43,110,6,73,23,7,122,110,102,108,85,8,65,299,36,292,17,422,55,533,95,305,82,437,128,554,66,45,88,48,49,56,106,56,98,591,115,593,144,560,12,558,12,554,68,539
9,75,74,81,122,45,120,6,69,28,6,118,132,102,88,-1,-1,63,303,33,301,22,427,58,539,92,307,95,433,134,559,65,61,82,65,59,71,102,74,101,591,122,594,144,566,12,566,10,559,69,546
10,80,69,81,127,42,123,6,71,29,6,112,133,105,100,96,25,64,294,35,294,29,420,52,532,91,299,97,424,129,554,68,58,86,58,52,71,103,69,99,594,116,594,144,564,12,562,10,552,68,545
11,87,77,83,133,46,133,17,73,35,6,119,136,111,73,103,22,69,302,35,302,34,423,52,537,100,304,107,425,136,567,76,70,100,70,56,83,117,84,108,594,128,594,143,580,10,573,7,564,69,548
12,91,92,87,150,48,147,20,84,40,6,124,151,116,87,102,22,70,311,37,309,35,429,52,545,102,312,113,431,139,570,76,87,105,88,61,103,116,103,109,593,128,594,143,579,11,577,7,568,70,551
13,93,105,88,160,49,160,35,91,49,11,125,161,119,87,108,6,71,310,38,307,38,433,53,546,103,314,117,438,139,576,79,99,106,96,60,115,114,115,121,593,139,594,143,584,12,579,7,573,68,552
14,92,104,88,159,50,158,39,89,52,6,124,159,122,88,107,6,72,311,39,309,37,435,54,548,105,312,120,439,139,576,84,102,105,100,63,115,116,116,120,592,138,594,143,582,15,580,7,576,72,555
15,89,104,87,158,46,157,38,88,48,6,123,158,111,76,110,6,68,309,33,308,32,431,50,541,102,314,118,440,140,568,75,95,102,95,62,111,115,109,120,594,140,592,143,573,14,572,7,566,68,554
16,87,94,86,150,49,149,37,92,86,18,120,150,105,64,112,6,68,309,37,306,34,431,53,546,102,309,113,442,136,566,78,92,101,89,60,106,112,106,108,594,131,594,143,575,11,576,7,566,71,553
