photo number,001
 ,x,y
nose,73,24
neck,81,111
shoulderR,42,102
elbowR,6,148
handR,28,57
shoulderL,117,115
elbowL,106,223
handL,81,167
ass,77,314
legR,53,306
kneeR,9,425
feetR,60,520
legL,103,318
kneeL,68,447
feetL,131,549
eyeR,66,8
eyeL,84,13
earR,51,24
earL,97,32
footBoardR1,103,592
footBoardR2,117,592
footBoardR3,144,559
footBoardL1,22,554
footBoardL2,23,541
footBoardL3,76,530
photo number,002
 ,x,y
nose,68,45
neck,83,77
shoulderR,46,72
elbowR,5,99
handR,29,8
shoulderL,120,85
elbowL,103,181
handL,83,104
ass,79,302
legR,53,293
kneeR,12,414
feetR,62,528
legL,103,312
kneeL,68,446
feetL,132,548
eyeR,-1,-1
eyeL,80,15
earR,-1,-1
earL,99,10
footBoardR1,107,592
footBoardR2,121,592
footBoardR3,145,553
footBoardL1,21,553
footBoardL2,24,548
footBoardL3,75,533
photo number,003
 ,x,y
nose,-1,-1
neck,83,98
shoulderR,120,108
elbowR,8,105
handR,26,31
shoulderL,46,94
elbowL,6,108
handL,32,8
ass,72,317
legR,46,312
kneeR,6,428
feetR,59,528
legL,97,322
kneeL,67,448
feetL,131,548
eyeR,-1,-1
eyeL,-1,-1
earR,103,41
earL,52,38
footBoardR1,100,592
footBoardR2,118,592
footBoardR3,144,558
footBoardL1,16,556
footBoardL2,19,544
footBoardL3,72,539
photo number,004
 ,x,y
nose,-1,-1
neck,84,105
shoulderR,44,104
elbowR,9,93
handR,28,8
shoulderL,117,110
elbowL,103,165
handL,88,108
ass,72,313
legR,48,305
kneeR,6,431
feetR,58,530
legL,99,319
kneeL,68,453
feetL,130,553
eyeR,-1,-1
eyeL,-1,-1
earR,55,40
earL,52,35
footBoardR1,103,592
footBoardR2,122,592
footBoardR3,144,565
footBoardL1,16,560
footBoardL2,19,548
footBoardL3,74,544
photo number,005
 ,x,y
nose,70,46
neck,80,100
shoulderR,43,100
elbowR,6,80
handR,27,8
shoulderL,115,100
elbowL,101,153
handL,85,84
ass,70,318
legR,43,314
kneeR,8,434
feetR,58,534
legL,98,322
kneeL,68,458
feetL,130,555
eyeR,67,39
eyeL,83,39
earR,49,30
earL,102,27
footBoardR1,101,592
footBoardR2,117,592
footBoardR3,144,558
footBoardL1,17,560
footBoardL2,17,552
footBoardL3,73,540
photo number,006
 ,x,y
nose,63,49
neck,82,106
shoulderR,48,106
elbowR,6,76
handR,30,7
shoulderL,118,106
elbowL,103,142
handL,89,65
ass,67,309
legR,44,306
kneeR,8,431
feetR,58,531
legL,92,316
kneeL,75,454
feetL,132,554
eyeR,60,33
eyeL,76,33
earR,48,33
earL,103,30
footBoardR1,101,593
footBoardR2,118,593
footBoardR3,144,563
footBoardL1,17,561
footBoardL2,18,547
footBoardL3,75,543
photo number,007
 ,x,y
nose,63,57
neck,84,115
shoulderR,45,115
elbowR,6,84
handR,27,7
shoulderL,119,114
elbowL,102,141
handL,90,74
ass,65,310
legR,41,307
kneeR,9,432
feetR,57,530
legL,90,313
kneeL,74,452
feetL,132,553
eyeR,59,43
eyeL,74,43
earR,53,51
earL,102,50
footBoardR1,102,593
footBoardR2,119,593
footBoardR3,144,563
footBoardL1,12,563
footBoardL2,13,550
footBoardL3,72,540
photo number,008
 ,x,y
nose,79,58
neck,82,110
shoulderR,43,110
elbowR,6,73
handR,23,7
shoulderL,122,110
elbowL,102,108
handL,85,8
ass,65,299
legR,36,292
kneeR,17,422
feetR,55,533
legL,95,305
kneeL,82,437
feetL,128,554
eyeR,66,45
eyeL,88,48
earR,49,56
earL,106,56
footBoardR1,98,591
footBoardR2,115,593
footBoardR3,144,560
footBoardL1,12,558
footBoardL2,12,554
footBoardL3,68,539
photo number,009
 ,x,y
nose,75,74
neck,81,122
shoulderR,45,120
elbowR,6,69
handR,28,6
shoulderL,118,132
elbowL,102,88
handL,-1,-1
ass,63,303
legR,33,301
kneeR,22,427
feetR,58,539
legL,92,307
kneeL,95,433
feetL,134,559
eyeR,65,61
eyeL,82,65
earR,59,71
earL,102,74
footBoardR1,101,591
footBoardR2,122,594
footBoardR3,144,566
footBoardL1,12,566
footBoardL2,10,559
footBoardL3,69,546
photo number,010
 ,x,y
nose,80,69
neck,81,127
shoulderR,42,123
elbowR,6,71
handR,29,6
shoulderL,112,133
elbowL,105,100
handL,96,25
ass,64,294
legR,35,294
kneeR,29,420
feetR,52,532
legL,91,299
kneeL,97,424
feetL,129,554
eyeR,68,58
eyeL,86,58
earR,52,71
earL,103,69
footBoardR1,99,594
footBoardR2,116,594
footBoardR3,144,564
footBoardL1,12,562
footBoardL2,10,552
footBoardL3,68,545
photo number,011
 ,x,y
nose,87,77
neck,83,133
shoulderR,46,133
elbowR,17,73
handR,35,6
shoulderL,119,136
elbowL,111,73
