photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,68,40,75,100,43,93,5,68,24,7,102,104,77,142,73,86,68,307,48,304,9,431,51,507,88,314,59,451,131,557,61,29,77,32,50,32,97,35,97,590,107,593,145,558,20,539,22,528,63,517
2,57,63,74,115,40,114,5,77,27,7,101,115,76,149,74,77,66,312,47,308,8,438,51,511,88,316,61,457,128,559,56,50,66,50,-1,-1,88,63,96,593,108,593,145,562,20,542,22,534,66,521
3,60,60,74,116,42,113,5,75,28,6,106,116,76,131,74,57,65,306,44,306,7,433,58,517,87,309,62,460,130,558,58,42,72,44,-1,-1,90,57,99,594,111,594,145,564,21,542,21,538,74,522
4,59,66,74,120,42,119,5,71,26,6,103,120,74,120,76,21,61,304,42,300,7,433,59,519,86,306,69,454,128,557,59,56,69,56,-1,-1,89,70,96,593,112,594,145,563,19,542,19,538,72,523
5,57,72,71,124,39,124,5,72,25,6,102,127,72,112,72,16,57,301,37,298,12,424,55,519,85,303,71,439,128,552,57,69,69,66,-1,-1,90,74,96,594,113,594,145,562,13,547,14,541,70,527
6,54,79,70,121,38,119,5,74,23,10,101,129,83,102,70,6,54,299,32,293,14,422,51,518,80,301,76,430,129,553,54,70,67,70,-1,-1,91,74,99,594,114,594,145,560,13,553,11,545,67,526
7,69,94,74,137,40,129,6,80,25,19,103,143,91,80,74,5,57,293,30,292,23,413,49,520,78,297,89,422,130,553,64,89,78,87,-1,-1,98,98,100,595,119,595,144,555,13,553,10,543,64,523
8,70,94,70,141,36,139,13,83,32,5,103,147,92,83,73,14,52,295,30,291,27,410,50,512,77,299,92,421,128,546,59,86,77,86,52,100,97,102,101,595,119,593,144,552,15,552,6,544,61,523
9,74,97,69,150,35,150,13,89,30,5,105,150,93,81,81,9,52,305,28,301,28,419,47,519,83,307,100,426,127,554,67,95,86,93,50,111,100,111,105,595,125,591,144,556,11,558,6,552,64,523
10,79,101,74,153,39,153,21,86,29,5,110,153,107,87,92,8,57,307,26,307,26,422,48,530,89,308,103,426,129,555,71,93,92,93,53,108,103,109,110,595,129,593,144,564,11,570,6,566,68,538
11,81,98,76,153,37,155,22,82,27,5,109,155,96,69,94,8,58,306,27,304,24,421,51,535,82,308,108,433,132,560,69,94,94,94,54,109,100,109,114,595,135,594,144,564,13,579,6,568,73,540
12,79,97,75,152,38,152,25,82,25,5,112,152,96,67,93,7,59,309,26,307,25,424,57,544,84,312,100,432,134,564,63,94,88,93,51,108,97,108,113,595,134,594,143,575,13,579,7,572,75,549
13,73,105,69,160,33,160,21,87,23,7,104,160,91,74,87,5,54,314,23,313,21,428,54,539,76,314,94,435,133,568,60,101,85,100,49,115,91,115,104,596,127,595,144,571,9,570,6,559,73,543
