user_id,type,photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
012,layup,1,131,28,106,84,68,86,33,159,6,221,142,73,144,146,144,223,87,261,64,259,84,396,73,551,108,264,88,401,32,478,121,11,132,11,97,15,-1,-1,28,553,30,549,20,474,97,587,86,589,63,561
012,layup,2,130,22,103,73,73,75,35,144,6,191,136,71,142,148,144,228,91,269,70,265,80,409,63,559,112,269,100,409,48,469,121,11,134,11,100,13,-1,-1,48,542,49,529,34,467,83,587,72,589,56,566
012,layup,3,131,19,107,77,77,74,32,132,6,168,138,77,140,145,144,223,90,270,69,268,69,430,52,555,110,272,103,415,53,479,122,11,133,11,100,13,-1,-1,68,515,67,511,42,474,70,587,59,589,45,568
012,layup,4,134,19,111,78,83,76,34,127,5,154,139,80,140,139,145,209,92,279,73,275,65,423,42,551,112,281,115,416,73,499,128,13,139,11,104,15,-1,-1,91,568,92,558,63,501,62,589,51,589,34,562
012,layup,5,134,27,110,82,82,80,35,121,5,150,137,82,136,136,145,203,91,277,72,271,56,415,34,545,110,279,120,407,86,526,127,10,137,10,108,16,-1,-1,110,577,111,565,74,534,51,590,39,588,26,547
012,layup,6,139,18,113,78,84,76,36,112,5,129,144,78,136,127,145,188,93,276,73,273,52,408,25,537,113,280,126,406,107,543,133,10,144,10,111,14,-1,-1,134,576,135,571,96,557,36,590,26,584,16,537
012,layup,7,133,28,108,85,81,83,41,125,15,129,136,85,128,129,139,190,89,279,69,277,44,410,14,533,108,281,120,412,120,566,126,10,138,10,108,24,-1,-1,145,582,145,572,112,586,23,590,14,588,5,533
012,layup,8,123,22,99,81,75,75,47,119,28,129,123,85,121,129,129,190,83,275,65,269,42,402,9,519,99,281,114,420,123,562,116,10,124,10,99,18,-1,-1,146,562,143,556,118,590,16,586,8,578,4,517
012,layup,9,118,20,96,88,74,86,46,124,55,196,119,88,116,138,124,202,80,282,64,278,42,406,10,506,96,284,109,414,123,562,113,10,122,10,96,22,-1,-1,146,556,145,550,121,590,10,578,4,566,4,502
012,layup,10,122,18,102,92,79,89,47,126,47,136,124,98,123,146,130,214,85,279,69,277,49,407,12,486,99,285,115,409,124,563,116,10,124,10,101,28,-1,-1,146,559,145,557,123,590,10,559,4,547,5,480
012,layup,11,128,18,111,94,87,92,53,134,51,148,134,103,130,164,136,218,91,282,75,279,58,419,14,473,108,288,121,417,127,571,121,10,130,10,106,27,-1,-1,145,582,146,573,122,590,11,538,4,534,8,462
012,layup,12,131,15,112,104,87,100,49,175,55,169,138,113,138,185,138,221,95,290,75,283,63,427,15,456,112,290,122,425,123,560,123,10,136,10,106,27,-1,-1,143,590,146,581,118,577,10,525,4,519,9,450
012,layup,13,135,23,116,118,88,108,50,192,59,194,144,122,145,207,143,228,92,298,71,292,70,437,19,465,114,298,124,426,115,569,126,12,136,10,108,31,-1,-1,136,590,137,585,107,585,14,534,5,523,12,461
012,layup,14,132,18,111,122,74,120,47,212,69,231,143,125,144,224,112,253,82,296,59,288,69,435,16,490,105,306,115,433,92,565,120,10,133,10,100,33,-1,-1,121,590,123,582,82,580,18,553,9,547,6,478
012,layup,15,128,18,102,120,62,112,44,219,74,262,143,126,142,219,128,259,73,290,45,284,74,420,18,513,100,300,106,428,69,559,114,10,129,10,88,34,-1,-1,100,590,100,578,56,574,33,574,18,561,7,509
012,layup,16,114,24,87,121,41,121,27,228,60,284,133,123,142,215,131,250,57,300,25,292,74,415,28,550,87,306,90,449,28,550,99,10,118,10,71,40,-1,-1,57,586,-1,-1,8,556,69,590,52,590,13,558
012,layup,17,111,22,84,121,44,123,26,232,58,289,128,119,143,214,130,251,57,291,28,289,83,402,58,556,84,301,84,420,20,549,95,10,112,10,70,38,-1,-1,41,588,38,578,7,556,98,588,84,590,47,576
012,layup,18,105,18,86,124,49,129,32,233,60,290,122,116,144,210,131,247,59,294,35,288,94,402,95,569,82,304,78,425,20,541,91,16,108,10,70,39,-1,-1,35,590,35,578,6,543,125,576,118,588,84,584
012,layup,19,104,14,89,121,57,123,37,231,64,291,124,107,140,197,126,238,65,297,47,291,98,393,117,573,84,301,76,442,18,536,93,10,104,10,74,39,-1,-1,30,588,33,579,5,536,145,571,138,577,113,590
012,layup,20,92,21,83,117,55,134,40,229,59,286,110,110,128,193,114,231,65,303,51,297,95,399,122,570,78,305,68,437,14,530,82,19,92,9,68,44,-1,-1,19,577,24,572,5,524,145,553,142,568,118,591
012,layup,21,88,22,80,117,56,132,40,225,57,289,105,101,121,190,105,231,70,302,57,300,97,406,122,570,80,302,61,430,13,522,80,20,88,9,66,48,-1,-1,12,576,17,572,4,520,146,553,144,561,121,591
012,layup,22,83,22,78,116,55,134,44,222,60,284,101,96,115,184,102,228,73,300,62,300,99,408,122,571,83,298,58,416,12,506,75,18,83,9,64,49,-1,-1,6,566,11,560,4,501,146,553,144,560,121,591
012,layup,23,85,19,80,107,58,130,50,211,65,273,103,84,117,171,106,220,79,289,71,292,104,406,125,570,87,287,58,401,14,479,78,12,84,9,65,42,-1,-1,4,537,4,533,7,479,146,554,141,568,122,591
012,layup,24,81,14,79,105,59,127,50,213,70,269,100,86,116,171,108,213,81,288,72,288,107,408,119,571,90,291,63,403,13,453,73,14,80,9,63,45,-1,-1,4,513,5,511,5,444,146,585,142,591,116,588
012,layup,25,83,18,81,115,61,133,53,223,79,262,102,90,123,167,114,203,86,285,77,282,114,403,117,562,94,285,70,407,13,425,73,15,80,8,61,47,-1,-1,4,478,8,477,6,415,146,587,142,592,111,573
012,layup,26,88,12,89,115,66,134,63,232,98,254,109,95,140,164,132,191,92,284,84,286,127,411,115,560,101,284,89,419,22,414,78,12,84,8,66,47,-1,-1,4,461,10,458,14,404,146,588,138,592,105,575
012,layup,27,81,13,82,116,62,136,68,238,108,230,108,94,145,157,130,165,88,281,76,286,120,418,98,560,99,274,94,423,25,410,69,15,74,8,55,48,-1,-1,5,458,8,458,16,400,133,588,125,592,88,572
