user_id,type,photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
021,dribble,1,72,22,63,95,27,95,8,188,4,281,96,95,124,168,146,188,55,286,33,286,26,424,22,561,75,287,67,430,55,544,63,13,76,8,44,8,85,13,51,584,63,578,52,553,25,592,14,589,23,573
021,dribble,2,74,26,66,93,28,93,8,184,4,276,97,90,126,162,146,176,56,286,33,281,27,428,26,563,76,290,67,430,57,544,66,8,77,8,47,8,86,8,52,584,66,579,56,549,27,592,17,587,27,570
021,dribble,3,68,21,60,94,30,91,13,184,4,274,91,94,118,158,146,168,51,291,32,285,29,429,29,557,72,296,65,429,56,544,61,13,75,8,48,10,81,14,49,581,61,578,56,557,30,592,22,590,31,571
021,dribble,4,72,19,64,90,34,88,14,181,4,274,94,90,121,160,146,163,55,291,37,290,30,435,34,555,72,294,67,440,62,541,64,8,78,8,52,10,83,10,55,578,64,576,60,555,34,592,27,590,37,570
021,dribble,5,74,21,65,95,36,95,14,186,4,270,97,95,124,167,146,162,57,300,39,297,32,433,37,557,79,303,72,446,65,540,69,10,81,8,55,10,88,16,56,579,68,578,65,552,37,592,29,587,39,570
021,dribble,6,80,21,70,93,39,93,16,183,4,271,101,91,123,164,146,148,63,295,41,292,34,440,39,563,83,300,75,444,71,555,74,8,84,10,58,10,92,11,61,587,73,586,72,568,40,592,31,589,42,573
021,dribble,7,84,24,71,96,42,96,19,187,4,273,102,96,120,169,146,160,67,298,45,294,37,437,42,565,85,303,79,447,76,541,76,8,88,8,61,8,94,21,69,586,77,582,74,552,45,592,36,592,45,574
021,dribble,8,88,24,78,95,45,95,20,185,4,272,105,95,122,173,146,153,71,294,52,293,44,436,45,559,91,299,86,439,85,535,80,8,95,8,67,8,100,19,80,579,89,575,80,540,48,592,39,590,47,573
021,dribble,9,90,24,78,97,47,97,21,184,4,272,108,97,121,179,146,157,72,299,53,299,45,440,46,559,94,299,88,435,88,530,85,8,96,8,70,9,103,21,88,578,96,572,87,535,49,592,39,587,46,565
021,dribble,10,93,21,80,97,48,97,21,185,4,274,109,97,120,184,146,156,76,297,54,297,46,434,45,560,96,298,96,434,95,536,87,8,98,10,71,10,104,16,96,589,105,578,88,538,51,592,40,590,46,573
021,dribble,11,95,22,80,99,49,97,21,185,4,275,109,99,117,186,146,158,77,299,54,296,47,433,45,555,96,301,96,433,96,547,87,8,98,8,71,10,104,16,104,592,112,587,90,554,47,592,38,589,45,571
021,dribble,12,94,24,81,97,49,97,22,184,4,273,112,99,115,188,146,166,76,295,56,295,47,432,41,550,97,294,102,432,99,545,88,8,102,8,73,9,107,20,108,592,112,581,93,558,47,584,36,581,41,561
021,dribble,13,96,20,80,96,52,90,19,180,4,270,109,101,112,190,146,176,75,300,54,300,43,431,38,542,98,297,101,426,100,552,90,8,100,9,72,9,108,16,109,592,118,583,93,563,43,577,35,574,38,556
021,dribble,14,101,24,87,98,52,95,22,183,4,273,118,102,118,188,146,200,80,292,57,292,44,417,38,534,102,292,110,421,108,553,93,8,109,11,77,11,116,23,118,592,127,585,99,568,42,568,32,563,38,548
021,dribble,15,103,24,88,101,53,94,22,180,4,271,120,109,122,190,146,219,80,293,58,293,47,414,34,524,101,290,111,416,108,558,97,8,111,11,79,11,117,21,122,592,128,586,99,570,39,559,29,553,34,535
021,dribble,16,100,17,82,96,48,87,17,176,4,268,119,104,124,197,146,248,76,286,50,286,41,411,26,514,99,286,109,412,100,552,91,8,109,11,74,12,114,15,115,592,122,580,91,562,30,549,20,544,26,523
021,dribble,17,100,23,82,103,50,90,16,178,4,273,117,108,127,207,146,279,72,293,51,293,44,419,23,521,99,293,101,424,92,557,92,8,107,9,72,8,112,18,111,592,117,585,86,573,24,554,15,551,22,524
021,dribble,18,100,26,82,99,46,90,16,179,4,274,118,112,130,214,146,303,72,289,46,289,43,430,22,508,92,291,97,424,87,557,91,9,105,11,72,8,112,18,108,592,110,582,80,566,22,549,13,545,16,510
