photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,44,25,65,100,33,83,28,164,-1,-1,94,116,81,225,33,202,80,310,58,299,6,406,52,516,100,315,48,442,131,554,41,9,56,9,-1,-1,81,21,92,591,106,591,144,563,23,545,22,537,65,521
2,47,27,67,105,40,87,29,165,-1,-1,92,112,71,222,24,163,77,307,59,298,6,412,55,513,98,316,46,440,130,552,40,9,59,9,-1,-1,80,23,90,589,104,591,144,557,24,540,24,533,71,517
3,46,27,70,101,47,94,31,191,7,128,95,107,55,198,26,123,76,310,55,299,6,406,46,513,95,313,43,443,131,552,42,9,58,9,-1,-1,82,23,91,584,106,591,144,557,20,538,18,532,58,518
4,51,21,74,88,50,84,23,170,7,88,95,95,39,165,23,75,74,297,55,290,6,407,51,507,95,306,46,446,128,546,48,9,63,9,-1,-1,88,13,90,587,104,591,144,557,23,539,23,525,66,519
5,51,37,74,77,53,68,29,139,-1,-1,93,93,40,135,27,39,76,288,54,285,6,406,54,513,91,296,45,445,129,547,41,20,60,21,-1,-1,90,9,91,588,106,591,144,559,27,541,27,529,69,523
6,55,40,74,76,54,68,50,170,-1,-1,92,88,44,111,22,40,74,283,55,276,6,409,50,522,89,291,48,440,130,555,50,26,65,26,-1,-1,91,9,91,586,106,591,144,560,20,543,20,538,65,529
7,64,48,79,101,56,95,5,65,22,8,97,106,59,131,45,64,74,290,57,284,22,410,60,522,92,293,59,436,131,552,56,39,72,34,42,33,96,33,94,588,107,592,145,558,31,542,31,535,72,527
8,67,59,77,109,51,104,6,73,18,7,99,113,62,129,29,97,70,289,52,283,21,411,56,524,92,295,63,436,127,553,58,50,79,50,-1,-1,100,53,89,590,105,593,144,557,26,556,25,543,69,534
9,71,24,84,81,61,72,6,49,10,27,102,84,58,93,25,58,73,257,54,256,30,393,55,514,96,262,73,409,128,541,67,7,84,10,54,12,106,25,96,593,114,593,144,550,29,554,25,541,71,522
10,74,20,88,70,51,67,9,43,13,9,118,71,85,90,84,43,72,245,46,242,32,378,34,503,97,249,93,388,125,530,69,7,88,11,-1,-1,110,20,94,593,113,589,143,536,16,550,7,543,50,507
11,105,12,115,66,80,63,24,48,8,29,141,66,92,63,50,44,97,239,73,237,61,374,53,510,120,239,123,384,133,532,98,7,120,7,85,10,142,22,112,593,135,587,135,543,27,568,17,556,65,517
12,98,39,105,84,80,79,39,48,38,7,134,84,70,55,60,10,84,251,60,251,48,392,42,513,111,254,118,396,124,537,87,28,105,29,-1,-1,140,43,100,593,118,590,142,546,16,564,8,552,60,517
13,94,64,100,111,61,104,38,56,30,7,131,117,75,56,56,9,78,277,56,275,42,406,41,517,108,277,119,413,127,541,97,56,105,59,-1,-1,138,74,100,593,122,591,142,545,12,566,8,553,59,527
14,89,90,101,137,62,128,40,81,19,9,128,142,78,79,37,6,81,297,56,297,37,416,48,525,105,297,112,419,126,548,97,81,104,84,-1,-1,131,99,104,594,126,591,142,552,14,568,8,557,70,533
