photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,115,16,60,95,43,100,60,210,143,240,82,90,85,195,132,215,39,285,18,293,86,413,23,556,56,284,124,397,81,531,103,8,-1,-1,82,17,-1,-1,116,549,115,539,69,539,69,589,53,592,7,563
2,100,24,57,99,39,102,74,208,144,213,73,99,80,191,131,197,37,301,19,306,89,414,21,555,53,296,116,411,72,533,91,8,-1,-1,72,24,-1,-1,105,549,103,540,61,540,63,590,50,592,6,563
3,87,23,49,96,37,96,79,180,145,167,60,94,83,205,142,180,37,306,19,311,88,416,18,554,52,294,110,416,61,537,81,8,-1,-1,61,23,-1,-1,94,546,89,541,53,543,57,592,44,592,5,559
4,80,23,46,97,34,97,93,164,145,98,57,97,94,184,-1,-1,38,310,21,313,88,421,16,549,56,307,105,420,58,533,73,8,-1,-1,56,23,-1,-1,90,544,86,543,49,544,52,592,38,592,5,557
5,79,23,42,95,33,95,111,109,145,42,51,96,110,163,140,85,42,310,26,313,90,430,20,548,58,307,111,419,58,538,77,8,-1,-1,56,23,-1,-1,90,545,87,540,54,545,54,590,41,592,5,556
6,66,74,39,134,28,133,96,128,120,51,49,134,103,177,122,79,39,339,25,341,79,444,16,558,54,336,96,442,51,543,64,60,-1,-1,46,66,-1,-1,76,554,74,545,45,557,43,593,34,593,4,561
7,85,47,48,109,38,106,121,80,138,8,60,114,114,138,144,14,48,323,35,324,99,435,20,555,63,318,123,433,62,541,77,33,-1,-1,60,44,-1,-1,98,553,91,544,59,555,59,592,44,592,6,561
8,89,53,55,108,49,108,129,86,140,7,69,113,119,140,144,70,55,311,42,315,102,443,22,556,71,309,130,433,70,539,82,41,-1,-1,61,53,-1,-1,109,556,102,546,65,550,65,593,47,593,6,559
9,89,56,58,110,53,110,137,78,141,7,71,108,137,93,143,59,67,312,53,315,104,441,25,556,84,311,137,434,74,544,86,44,-1,-1,66,55,-1,-1,118,559,113,553,67,553,70,593,49,593,7,567
10,97,60,66,108,58,110,138,74,143,6,73,108,141,77,141,12,76,305,61,305,101,436,28,553,91,303,134,428,82,547,86,56,-1,-1,68,60,-1,-1,122,562,119,553,69,553,69,592,51,594,7,563
11,74,69,50,118,42,116,104,78,115,6,65,118,122,122,145,81,61,292,47,295,72,435,20,548,75,290,97,423,70,538,70,58,-1,-1,50,69,-1,-1,92,565,92,555,60,551,55,594,40,592,5,551
12,69,63,47,115,30,115,100,68,114,6,68,115,126,116,145,68,56,279,42,280,53,405,23,542,73,279,84,411,69,534,58,54,-1,-1,42,67,-1,-1,86,568,92,561,56,544,50,594,34,592,5,544
13,53,74,35,125,9,125,77,72,106,6,61,125,108,106,144,62,43,285,27,285,27,411,19,546,61,285,61,411,63,536,43,69,-1,-1,25,80,-1,-1,77,570,88,563,56,541,41,594,25,589,6,549
14,52,81,34,129,14,131,84,69,115,6,63,121,109,88,144,52,52,288,33,288,33,415,18,538,69,288,68,413,63,521,47,73,-1,-1,26,86,-1,-1,84,569,90,566,50,531,47,594,28,587,6,544
15,54,86,29,132,8,134,73,72,110,5,54,130,104,77,144,37,48,289,29,289,36,412,20,543,68,287,71,410,56,526,46,81,-1,-1,23,93,-1,-1,82,574,88,567,50,531,42,595,25,590,6,545
16,52,89,33,137,11,139,78,69,110,5,55,135,103,81,144,33,50,294,32,295,36,418,20,539,68,291,78,418,58,530,48,83,-1,-1,24,97,-1,-1,83,572,84,561,50,533,42,595,32,590,6,546
