user_id,type,photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
019,dribble,1,80,19,87,106,52,114,31,205,4,150,125,97,146,187,127,257,96,297,76,297,77,435,85,556,116,295,101,435,135,548,75,6,87,6,60,10,101,19,107,594,119,591,145,553,57,589,57,585,91,568
019,dribble,2,80,16,87,108,50,117,32,209,4,152,124,100,146,184,129,250,95,299,75,299,78,432,87,551,115,299,102,432,129,543,71,6,88,9,60,16,99,19,108,594,119,591,137,549,60,588,60,583,95,566
019,dribble,3,78,17,82,109,44,114,32,208,4,166,121,98,146,182,128,246,90,299,70,302,77,433,84,549,110,302,100,429,121,547,70,6,85,9,55,17,98,21,108,594,118,593,128,553,58,586,57,580,91,564
019,dribble,4,78,22,82,109,44,119,33,215,4,171,122,103,146,183,132,247,89,301,69,301,77,430,86,544,114,298,107,430,118,544,69,6,87,7,57,21,98,22,107,594,118,589,123,550,58,579,58,576,91,558
019,dribble,5,75,18,82,108,42,119,33,211,4,187,120,101,146,180,133,242,91,292,67,295,75,426,86,541,115,291,106,424,115,545,69,6,86,10,53,18,96,26,105,594,115,591,117,558,58,577,56,567,95,547
019,dribble,6,83,16,84,107,49,118,41,210,3,190,123,103,147,177,134,239,94,296,73,298,82,427,92,535,117,291,111,427,114,548,74,6,92,11,61,17,102,25,110,594,122,589,116,555,65,571,63,567,96,551
019,dribble,7,82,22,86,108,52,114,43,211,3,210,122,100,147,177,137,237,95,296,72,299,82,425,91,536,118,291,110,424,115,551,77,6,91,6,62,20,101,22,109,594,120,593,115,559,70,573,68,559,98,545
019,dribble,8,81,22,82,108,41,113,30,210,4,216,123,97,146,178,136,233,91,296,69,298,77,422,88,529,115,292,112,421,112,547,72,6,90,7,57,17,101,22,111,594,122,590,111,557,62,571,60,560,93,542
019,dribble,9,82,22,84,110,46,114,28,210,4,245,122,103,146,176,138,233,91,293,68,297,79,425,87,528,119,288,111,423,111,550,75,6,90,11,58,19,100,22,109,594,121,588,108,564,66,564,62,550,90,537
019,dribble,10,82,22,82,111,42,115,26,207,4,265,124,97,146,172,135,233,93,295,70,297,76,425,82,525,115,295,112,423,105,555,71,6,90,6,59,17,101,22,105,594,118,591,102,568,61,566,59,552,90,534
019,dribble,11,83,21,83,107,42,118,24,206,4,291,124,103,146,175,136,228,92,291,70,296,74,423,81,520,118,291,112,423,104,553,74,6,92,7,60,18,102,21,106,594,117,588,101,565,60,560,57,548,90,531
