photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,41,24,61,99,31,83,16,150,6,171,94,112,107,223,47,244,82,297,58,292,10,405,55,517,102,303,49,439,126,560,32,9,52,9,-1,-1,78,16,83,590,97,591,144,571,22,534,24,531,67,524
2,43,25,64,102,31,86,6,169,-1,-1,96,109,94,220,40,216,83,296,62,290,7,405,55,509,106,308,44,442,130,556,36,9,55,9,-1,-1,79,18,92,586,106,591,144,558,28,531,30,523,68,517
3,42,25,62,101,35,85,26,165,-1,-1,95,117,79,229,41,197,76,307,57,300,6,410,60,517,100,312,37,440,129,552,36,9,56,9,-1,-1,77,23,92,586,107,591,144,557,27,534,31,524,72,522
4,46,20,73,96,49,91,21,212,6,125,93,104,68,195,32,132,76,307,58,304,8,412,62,518,99,311,40,443,129,550,38,9,60,9,-1,-1,81,14,89,588,105,591,144,555,33,536,36,527,75,525
5,43,26,69,93,43,84,15,215,7,109,94,99,47,160,24,65,70,301,51,294,6,410,57,519,92,306,39,443,128,551,37,19,54,9,-1,-1,81,9,92,588,107,591,144,558,30,535,32,524,70,523
6,41,39,64,92,41,78,-1,-1,-1,-1,88,98,41,136,23,97,67,297,51,292,6,410,51,515,90,298,41,442,129,554,36,22,52,20,-1,-1,80,8,88,585,102,592,144,559,25,534,25,522,64,520
7,57,41,75,102,54,95,6,65,10,8,95,107,54,126,32,78,77,296,59,291,21,417,65,522,93,299,56,447,131,555,48,30,68,24,-1,-1,92,35,93,589,106,592,144,560,34,543,35,538,77,527
8,47,22,66,72,43,68,-1,-1,-1,-1,88,77,61,97,30,61,62,270,47,265,6,402,57,510,79,275,47,435,130,550,44,11,61,8,-1,-1,87,11,87,587,103,592,144,558,25,539,26,528,73,521
9,65,38,77,89,57,89,6,55,21,7,99,101,60,102,39,42,72,278,51,274,32,407,65,518,87,283,73,433,129,550,63,30,74,30,-1,-1,98,35,94,586,110,593,144,558,44,548,39,542,77,526
10,71,38,77,84,46,80,6,54,30,7,108,93,75,108,44,45,73,269,56,269,42,404,67,519,92,269,77,413,130,540,64,22,81,25,58,29,106,38,98,593,117,590,144,542,42,555,38,540,80,526
11,103,56,105,96,65,93,8,65,29,7,142,104,-1,-1,-1,-1,100,258,74,258,70,380,65,504,121,261,121,387,141,532,100,44,117,44,-1,-1,141,55,136,591,142,593,-1,-1,82,512,61,532,70,512
12,90,62,101,102,73,96,7,70,20,6,129,110,77,110,50,45,86,268,61,266,57,393,57,517,109,272,109,406,127,542,89,49,109,49,73,56,129,63,104,594,121,590,143,551,37,561,30,552,73,524
13,85,12,96,66,62,64,8,30,8,7,123,66,65,50,54,10,81,238,57,238,43,384,43,505,103,238,104,388,123,536,81,7,103,10,76,10,126,19,88,593,111,592,142,539,19,556,14,546,65,516
14,84,89,93,128,55,127,11,87,8,6,122,129,54,92,28,24,74,288,49,288,39,413,49,523,98,290,101,422,122,543,77,78,101,82,74,80,128,94,87,594,107,592,142,552,22,561,8,554,60,534
15,95,86,98,128,62,127,33,73,8,6,126,137,73,78,30,10,76,281,51,281,41,412,54,521,98,281,101,414,123,547,90,78,106,80,-1,-1,139,98,90,594,109,593,142,550,28,563,17,552,73,531
16,93,86,95,134,64,132,40,92,14,9,134,143,71,84,22,6,67,282,41,280,41,411,43,522,93,284,100,418,117,544,93,82,112,84,-1,-1,138,106,83,594,103,592,141,548,17,562,9,556,64,530
17,98,86,98,135,66,131,42,83,13,6,135,145,74,83,42,16,69,280,42,278,42,413,46,528,94,282,98,417,121,546,98,83,115,85,-1,-1,142,105,83,594,103,592,142,550,19,564,8,554,66,533
18,93,97,104,136,68,133,44,82,23,8,139,147,86,80,41,6,72,285,51,283,44,412,44,532,96,287,96,417,121,544,101,85,114,88,-1,-1,142,105,83,594,104,590,142,547,16,568,8,563,65,535
