photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,110,18,67,92,104,91,143,198,144,247,30,92,16,183,-1,-1,56,296,86,301,105,427,98,575,22,292,42,442,17,565,102,8,-1,-1,81,23,-1,-1,50,571,46,566,6,583,134,583,129,592,86,592
2,97,15,61,93,95,90,133,189,145,195,24,94,13,184,-1,-1,48,288,74,291,97,422,85,571,24,288,38,442,13,561,88,8,-1,-1,72,23,-1,-1,40,566,38,564,5,581,118,581,111,592,73,592
3,92,20,55,96,89,92,133,185,145,171,23,99,12,197,-1,-1,50,298,74,298,95,423,80,577,23,295,41,443,16,569,85,8,-1,-1,67,23,-1,-1,41,569,37,567,5,587,115,586,107,592,71,591
4,90,13,57,95,88,92,136,163,145,136,26,98,13,195,-1,-1,49,298,73,294,98,424,81,573,26,298,47,439,15,567,82,8,-1,-1,67,25,-1,-1,40,570,37,567,5,584,112,587,104,592,69,591
5,92,13,59,96,88,93,142,144,145,98,29,98,-1,-1,-1,-1,51,301,76,301,101,430,82,574,28,302,47,451,16,568,83,8,-1,-1,67,22,-1,-1,41,573,38,568,5,587,113,587,105,592,71,592
6,89,14,58,96,85,94,145,118,136,61,30,96,-1,-1,-1,-1,54,301,77,302,100,434,79,574,30,302,48,450,15,560,81,8,-1,-1,66,26,-1,-1,39,570,37,563,5,579,107,579,103,590,69,592
7,89,22,58,95,79,95,145,100,131,40,36,95,82,121,-1,-1,53,299,72,299,98,436,77,576,33,302,49,447,15,555,80,8,-1,-1,63,27,-1,-1,38,567,36,565,5,573,107,582,103,589,67,592
8,90,22,56,97,78,94,145,80,128,8,33,97,82,97,97,22,56,298,78,298,99,431,78,571,32,301,53,438,14,557,82,16,-1,-1,63,27,-1,-1,37,571,33,568,5,573,107,587,102,592,66,587
9,89,28,60,99,82,99,145,71,120,8,38,101,85,90,97,19,58,302,80,299,102,431,77,574,36,302,50,442,13,555,83,26,-1,-1,66,39,-1,-1,38,574,36,564,5,569,108,580,104,592,67,584
10,89,42,63,110,81,110,145,74,119,8,41,110,71,126,-1,-1,61,309,83,309,100,442,77,573,39,309,48,447,17,556,84,36,-1,-1,66,52,-1,-1,39,573,33,570,5,573,110,590,102,592,66,590
11,89,43,63,111,80,111,145,69,114,7,41,114,-1,-1,-1,-1,61,305,82,302,100,436,77,572,40,305,47,440,16,556,85,38,-1,-1,66,54,-1,-1,38,577,35,572,5,569,109,590,101,593,67,582
12,87,43,60,114,84,107,145,66,112,7,43,117,81,114,-1,-1,58,297,82,297,96,433,80,560,35,294,41,427,16,549,82,41,-1,-1,68,53,-1,-1,32,576,30,574,5,560,109,593,99,593,69,574
13,84,44,58,108,84,106,145,72,117,7,32,110,85,82,94,16,57,289,80,289,90,423,80,551,31,286,32,415,11,528,76,41,-1,-1,61,57,-1,-1,25,574,19,574,5,544,103,593,100,590,70,560
14,82,69,56,131,84,125,145,90,126,6,32,138,91,90,106,23,54,299,80,299,89,425,84,553,28,299,30,421,12,534,79,61,-1,-1,65,78,-1,-1,24,583,20,582,5,551,96,594,101,588,85,569
15,80,77,55,134,85,132,144,79,144,6,25,135,88,84,114,22,48,306,79,306,82,435,90,557,27,306,27,426,14,546,77,70,-1,-1,61,86,-1,-1,19,594,15,591,6,560,71,555,79,552,92,575
16,76,83,49,138,78,134,120,79,145,6,20,147,89,83,110,35,47,304,72,307,76,436,86,561,21,302,21,432,10,541,67,79,-1,-1,56,100,-1,-1,20,594,14,591,5,550,67,555,72,552,89,581
17,72,84,41,143,72,132,108,60,145,6,11,153,108,60,143,6,39,309,67,308,70,439,81,561,15,308,18,429,6,542,65,82,-1,-1,51,98,-1,-1,18,594,8,591,5,553,60,553,68,550,83,578
18,72,81,42,138,71,133,112,63,145,6,12,141,107,58,141,14,39,304,67,304,71,436,84,560,14,302,20,428,8,539,69,75,-1,-1,53,90,-1,-1,24,594,18,591,5,555,67,557,70,555,86,577
19,79,76,44,139,71,132,109,73,145,6,19,145,103,73,141,13,41,302,66,302,79,441,88,568,19,304,22,434,11,550,68,72,-1,-1,53,91,-1,-1,31,594,24,594,5,563,66,563,68,561,93,591
20,76,71,45,127,73,126,115,69,145,6,17,136,105,58,145,8,42,301,64,301,76,439,87,568,19,303,21,433,12,548,66,65,-1,-1,50,84,-1,-1,31,594,24,591,5,561,69,564,74,561,89,590
21,71,61,42,122,68,118,115,62,145,7,13,128,102,57,137,14,42,297,66,297,70,436,82,561,16,300,19,432,13,546,68,57,-1,-1,52,74,-1,-1,30,593,24,591,5,559,65,561,68,559,84,579
22,72,53,41,109,69,105,125,57,145,7,13,113,98,54,133,10,43,293,69,289,72,434,85,565,18,296,19,434,13,543,66,42,-1,-1,49,57,-1,-1,29,593,21,593,5,561,61,569,66,565,86,584
23,72,30,43,98,70,89,125,52,145,7,18,98,82,52,122,7,43,286,67,285,76,435,82,574,18,286,24,430,10,560,68,24,-1,-1,53,40,-1,-1,34,593,30,590,5,576,67,581,70,578,84,591
