photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,66,19,68,104,27,100,11,173,5,227,106,108,120,218,81,254,79,291,55,291,30,417,71,533,104,292,84,432,132,556,55,7,76,8,41,24,89,30,99,593,114,593,145,564,30,556,30,547,85,545
2,65,18,66,98,27,96,5,168,12,208,104,109,114,222,65,239,78,293,55,292,27,416,71,535,103,294,78,433,131,558,54,7,75,7,41,25,88,27,98,593,112,593,145,569,29,555,30,545,82,542
3,66,23,69,102,31,95,5,179,28,146,107,111,112,219,75,219,78,297,56,293,28,418,72,530,102,301,77,445,134,553,58,7,77,7,42,26,88,27,98,590,112,593,145,562,32,553,35,542,88,539
4,69,20,75,110,42,98,5,163,13,114,107,111,100,225,53,167,79,304,56,300,24,424,76,524,102,307,76,449,133,552,61,7,78,7,48,25,88,30,100,593,113,593,145,557,31,552,34,544,95,535
5,70,20,77,108,47,108,5,132,27,52,107,109,97,217,64,145,81,305,60,299,20,419,75,524,103,309,70,447,133,553,62,7,80,9,49,23,93,33,101,593,114,593,145,560,38,544,38,540,90,532
6,58,43,75,65,41,52,5,83,17,8,108,72,88,177,72,93,76,288,55,281,17,409,76,518,99,292,68,441,132,549,-1,-1,-1,-1,-1,-1,85,20,102,592,115,592,145,557,32,548,38,538,92,529
7,65,63,77,102,45,95,5,95,29,7,105,107,90,177,76,101,77,312,53,307,16,430,73,529,98,316,65,459,132,555,56,48,74,50,44,36,93,46,105,593,117,593,145,557,31,552,36,541,90,537
8,-1,-1,77,92,44,89,5,71,20,7,106,94,91,150,72,86,73,301,52,295,12,423,73,529,95,308,65,453,132,553,-1,-1,33,16,-1,-1,54,24,104,593,117,593,145,554,30,550,32,542,87,534
9,87,49,77,102,41,101,5,76,26,7,107,102,90,150,79,83,67,310,44,308,11,428,74,528,92,312,66,454,132,551,72,34,94,34,49,38,105,35,105,593,117,590,145,559,29,548,32,544,90,540
10,66,44,73,111,41,102,5,70,24,7,111,115,88,146,77,76,68,307,44,300,12,433,73,527,89,309,70,453,132,556,61,29,79,31,51,40,98,42,100,593,113,593,145,561,29,552,32,541,89,539
11,61,62,76,120,45,111,5,75,24,6,110,120,88,129,76,36,64,306,43,301,15,428,69,529,88,307,72,454,130,554,59,51,71,49,-1,-1,90,57,100,594,116,594,145,563,29,551,31,545,84,535
12,58,69,77,115,44,110,5,69,20,6,111,121,83,110,72,6,62,301,42,294,18,427,68,524,86,306,73,445,130,550,57,56,68,56,-1,-1,90,63,101,594,117,594,145,558,26,555,28,542,81,533
13,60,75,74,120,40,118,5,72,22,6,111,124,91,100,77,14,60,298,38,295,24,422,63,528,88,302,82,434,133,556,58,67,72,65,-1,-1,98,67,105,594,121,594,145,561,24,559,24,552,77,539
14,63,94,76,139,40,130,6,84,27,6,112,146,90,94,76,6,58,307,31,300,25,426,61,529,90,309,89,430,129,556,61,82,76,80,-1,-1,102,94,104,594,123,594,144,558,23,563,21,556,76,539
15,60,111,68,158,30,150,6,96,28,11,106,162,85,83,51,5,53,307,28,303,23,429,53,526,85,309,87,427,127,549,51,102,70,102,-1,-1,90,115,102,595,125,591,144,553,11,564,8,556,70,532
16,72,98,67,154,31,156,17,87,26,5,105,154,97,87,72,9,53,308,23,308,23,431,58,530,83,310,94,433,133,555,61,93,80,89,43,107,102,114,102,595,122,593,144,561,14,571,6,561,75,539
17,68,101,68,156,28,154,7,86,9,11,98,162,90,80,68,5,50,305,23,305,17,429,52,532,84,307,90,427,130,549,52,99,79,97,42,117,92,117,92,595,111,593,143,559,15,572,7,565,71,542
18,62,102,62,156,22,158,17,81,7,9,93,160,80,77,64,5,43,310,17,308,20,430,54,539,75,308,83,426,125,547,43,98,70,98,38,116,86,116,86,595,107,593,143,558,12,574,7,562,67,545
19,65,100,62,153,23,153,14,84,7,5,99,154,78,66,69,7,49,312,14,312,16,439,59,546,74,312,85,430,124,559,49,95,72,95,35,109,85,110,88,595,115,594,143,566,14,579,12,571,76,558
20,64,104,60,159,22,157,13,89,6,10,94,159,78,74,69,5,42,319,15,319,18,437,58,542,72,319,85,442,126,560,51,101,72,99,36,113,85,115,90,595,108,595,144,570,15,573,15,567,74,553
