photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,78,85,120,83,139,181,109,160,43,85,29,193,-1,-1,58,300,79,302,133,410,109,573,35,300,70,415,22,540,-1,-1,-1,-1,107,9,66,20,54,552,48,545,5,556,145,580,138,591,97,591
2,-1,-1,78,85,118,84,143,169,120,142,43,89,41,185,-1,-1,55,305,78,307,137,413,109,573,33,305,77,416,21,542,-1,-1,-1,-1,108,9,66,24,54,555,49,547,6,558,144,580,137,591,99,589
3,-1,-1,78,84,114,86,144,143,124,71,40,86,50,162,-1,-1,55,309,79,309,137,412,107,570,29,313,78,425,19,548,-1,-1,-1,-1,107,9,67,19,51,559,48,552,6,561,144,585,137,591,96,587
4,-1,-1,77,84,111,84,142,108,121,32,41,84,-1,-1,-1,-1,57,312,79,312,137,415,109,570,32,316,81,426,21,546,-1,-1,-1,-1,106,9,67,15,53,559,50,555,6,563,144,587,138,591,98,587
5,-1,-1,73,87,102,88,136,75,116,9,43,85,-1,-1,-1,-1,55,313,77,309,135,416,105,571,33,315,78,425,23,537,-1,-1,-1,-1,102,17,62,18,53,561,47,554,5,554,145,587,136,591,94,587
6,-1,-1,77,99,109,98,139,77,119,9,43,99,76,157,-1,-1,60,317,81,317,136,424,109,569,37,317,82,429,21,548,-1,-1,-1,-1,109,30,61,37,53,563,49,556,6,563,144,586,138,591,98,586
7,-1,-1,78,117,113,117,135,73,111,8,42,116,-1,-1,-1,-1,62,324,85,324,137,429,106,571,40,324,78,440,22,545,-1,-1,-1,-1,106,52,62,60,52,561,49,558,6,561,144,587,138,592,96,585
8,-1,-1,77,120,112,120,132,70,108,8,41,120,77,114,-1,-1,67,319,89,319,134,433,107,572,43,319,76,433,21,545,-1,-1,-1,-1,102,58,59,64,53,563,46,558,5,563,145,588,135,592,96,588
9,-1,-1,76,132,112,133,126,70,99,7,40,132,-1,-1,-1,-1,67,321,91,321,128,444,107,574,43,321,68,437,19,555,-1,-1,-1,-1,101,73,59,84,52,563,47,560,5,566,145,591,136,593,95,591
10,-1,-1,74,119,111,123,129,64,104,7,39,118,47,176,-1,-1,70,304,95,304,127,434,107,565,45,306,64,427,19,546,-1,-1,-1,-1,101,65,56,67,53,563,45,560,5,563,145,589,135,593,95,580
11,-1,-1,71,122,107,125,124,60,99,7,34,122,-1,-1,-1,-1,69,295,95,295,121,429,111,562,45,295,51,421,19,543,-1,-1,-1,-1,96,73,54,75,45,565,43,562,6,550,144,593,137,593,101,576
12,-1,-1,61,125,99,127,124,64,95,7,21,125,-1,-1,-1,-1,61,295,89,292,111,419,120,556,30,296,26,417,11,537,-1,-1,-1,-1,88,76,39,81,25,579,20,577,7,553,143,593,-1,-1,124,568
13,-1,-1,53,132,95,134,114,71,88,6,17,132,31,101,47,38,55,294,81,294,99,417,117,556,31,294,18,416,10,543,-1,-1,-1,-1,81,84,36,86,34,558,28,556,6,558,144,594,139,592,111,570
14,-1,-1,56,132,95,132,109,67,86,6,19,132,26,89,32,46,55,296,80,296,99,419,112,549,32,292,19,419,8,541,-1,-1,-1,-1,80,86,34,94,25,564,19,563,6,559,144,594,135,594,102,560
15,-1,-1,62,141,95,141,104,72,88,6,26,143,29,84,40,27,55,294,81,296,101,414,110,542,29,291,23,414,10,530,-1,-1,-1,-1,81,91,32,102,13,565,6,560,10,547,144,594,131,589,95,548
16,-1,-1,59,146,96,146,100,79,93,6,26,149,28,88,36,31,58,299,84,299,108,421,103,547,28,298,24,423,9,532,-1,-1,-1,-1,78,101,30,111,15,574,9,569,7,549,143,594,128,594,92,557
17,-1,-1,59,144,94,145,103,72,94,6,21,147,30,82,39,29,59,298,91,298,109,420,107,550,29,298,21,425,7,536,-1,-1,-1,-1,87,104,34,107,26,572,20,571,7,551,143,594,129,590,89,555
18,-1,-1,75,151,113,149,118,74,107,6,32,155,35,95,45,29,65,309,102,309,123,431,121,560,32,309,27,432,11,548,-1,-1,-1,-1,99,106,45,111,26,574,8,566,8,562,142,599,137,596,107,568
19,-1,-1,72,142,116,141,121,67,111,6,24,145,34,82,44,24,64,301,101,301,121,422,117,550,28,301,24,425,13,534,-1,-1,-1,-1,101,98,42,108,39,576,29,572,8,549,142,594,137,587,101,556
