photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,81,79,128,79,135,189,101,159,35,80,17,194,45,247,60,290,88,296,138,423,100,570,32,289,67,416,22,555,-1,-1,-1,-1,115,9,64,16,59,563,55,556,6,572,144,588,131,591,86,588
2,-1,-1,78,75,128,77,142,173,104,145,34,75,18,184,44,232,63,288,91,289,142,420,102,568,34,288,73,416,22,550,-1,-1,-1,-1,116,9,63,11,61,562,53,557,7,566,143,580,133,591,87,580
3,-1,-1,76,85,118,87,144,161,129,82,31,82,13,145,-1,-1,60,297,86,299,138,422,94,571,31,297,69,421,23,551,-1,-1,-1,-1,109,9,63,9,54,558,51,555,6,571,137,589,128,591,81,587
4,-1,-1,73,80,108,89,143,120,124,37,33,74,63,128,-1,-1,61,306,87,306,142,424,100,570,35,306,77,422,22,552,-1,-1,-1,-1,106,11,64,9,59,565,52,556,7,572,142,589,130,591,86,583
5,-1,-1,72,75,105,84,142,75,127,11,35,73,-1,-1,-1,-1,62,303,88,303,140,424,101,568,38,303,78,421,25,551,-1,-1,-1,-1,109,9,61,11,61,568,53,559,6,570,144,587,136,591,88,585
6,-1,-1,71,96,108,98,144,77,125,9,33,96,-1,-1,-1,-1,65,312,88,312,135,436,99,570,39,312,78,427,24,554,-1,-1,-1,-1,108,23,55,25,60,568,55,561,6,571,142,588,131,591,84,588
7,-1,-1,70,110,106,116,142,76,119,8,34,104,-1,-1,-1,-1,62,313,91,313,133,439,97,568,36,313,76,433,21,552,-1,-1,-1,-1,106,36,49,27,59,568,50,561,6,571,144,588,133,592,85,586
8,-1,-1,74,121,109,125,141,68,118,8,30,116,-1,-1,-1,-1,70,311,92,311,136,440,97,569,43,311,74,437,24,553,-1,-1,-1,-1,107,47,50,47,61,571,53,566,7,571,143,587,134,592,87,587
9,-1,-1,72,127,112,133,143,73,112,8,29,118,-1,-1,-1,-1,70,311,95,311,139,441,95,569,44,311,68,433,20,554,-1,-1,-1,-1,108,63,52,63,57,569,50,560,7,565,143,585,132,592,83,580
10,-1,-1,70,129,112,140,143,76,108,7,27,127,72,123,-1,-1,74,313,100,313,131,448,100,569,45,310,61,433,23,555,-1,-1,-1,-1,105,73,50,73,57,574,49,571,7,571,142,588,127,593,88,580
11,-1,-1,67,125,110,132,139,73,103,7,21,123,45,75,65,23,69,297,100,297,122,430,100,558,37,297,51,425,20,554,-1,-1,-1,-1,99,75,48,76,45,569,38,569,7,569,143,592,132,593,85,569
12,-1,-1,69,131,110,133,136,69,109,7,25,129,43,67,55,19,70,299,102,298,120,415,109,553,41,299,41,423,25,547,-1,-1,-1,-1,100,81,48,82,7,561,7,561,25,565,143,593,136,592,102,565
13,-1,-1,64,136,102,136,133,72,108,7,15,136,32,76,44,21,64,299,96,299,114,417,112,550,31,297,28,417,12,545,-1,-1,-1,-1,92,87,42,88,36,575,31,572,7,561,143,593,137,589,100,561
14,-1,-1,68,148,111,148,124,75,121,7,19,150,32,92,37,31,65,306,94,306,115,426,115,562,29,306,19,425,11,556,-1,-1,-1,-1,94,99,37,106,34,584,19,576,8,573,140,593,142,588,108,576
15,-1,-1,69,152,105,147,108,70,122,6,28,156,32,102,33,42,66,304,96,304,105,430,105,559,32,303,21,423,12,551,-1,-1,-1,-1,90,103,36,110,32,581,24,580,8,568,142,594,134,591,92,566
16,-1,-1,74,156,115,153,118,78,128,6,32,160,32,96,37,40,71,309,104,311,115,439,115,561,32,305,22,427,8,550,-1,-1,-1,-1,99,111,46,116,27,581,12,579,8,565,142,594,138,590,104,571
17,-1,-1,73,151,118,151,123,83,119,6,31,153,36,84,41,35,68,309,101,309,118,431,114,554,32,308,17,426,12,551,-1,-1,-1,-1,101,107,36,117,26,581,12,577,9,570,141,594,140,585,104,565
18,-1,-1,74,148,118,148,123,80,120,6,32,157,37,84,40,30,67,301,101,302,118,423,110,551,35,301,19,415,13,543,-1,-1,-1,-1,101,105,37,114,27,570,10,567,8,563,142,594,137,586,99,563
