photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,60,20,63,101,23,93,6,177,18,206,100,102,114,217,67,231,83,286,60,286,13,397,47,523,107,287,76,423,131,547,49,8,70,9,35,17,81,20,98,587,112,592,145,561,5,542,6,531,60,537
2,58,21,69,98,32,95,7,174,15,125,105,104,109,223,59,204,81,297,58,294,12,404,45,518,106,298,75,428,132,553,49,8,69,9,35,22,82,24,98,592,114,592,145,559,5,538,7,534,59,534
3,65,25,75,103,43,101,5,160,21,85,103,103,102,211,65,165,82,304,60,299,18,410,52,516,103,313,75,435,135,549,55,9,75,8,42,25,88,25,103,589,115,592,145,556,16,538,16,534,66,530
4,69,21,78,95,47,95,5,135,26,54,105,99,95,205,69,113,82,306,60,301,20,411,59,516,104,315,75,436,133,546,60,8,80,10,47,21,92,24,105,590,117,592,145,557,19,541,19,536,69,522
5,50,40,75,65,45,61,5,91,18,17,103,75,99,164,71,80,78,295,57,292,16,406,56,515,100,300,71,433,132,542,-1,-1,59,22,-1,-1,78,8,103,592,118,592,145,552,17,537,17,534,68,519
6,55,51,77,92,45,89,5,94,28,8,105,94,94,167,75,89,75,315,53,305,14,419,56,514,94,323,70,446,131,549,45,36,62,34,-1,-1,83,34,105,592,118,592,145,550,17,545,19,535,69,527
7,-1,-1,75,110,48,106,5,94,30,7,102,110,98,164,75,93,69,327,48,319,12,427,53,521,90,333,72,455,133,554,-1,-1,-1,-1,45,46,51,42,103,593,118,593,145,558,17,554,18,542,67,533
8,60,31,77,87,46,87,5,69,22,7,107,87,95,136,69,45,71,308,46,305,10,423,55,519,95,311,71,444,132,552,58,19,71,21,47,25,95,28,107,593,120,593,145,555,18,551,19,539,69,531
9,60,29,73,98,41,98,5,66,20,7,103,95,89,121,82,47,65,306,43,304,9,424,51,522,89,311,73,449,131,553,55,10,73,10,46,24,89,24,103,593,118,593,145,557,15,550,17,538,65,535
10,60,55,74,110,44,110,5,75,22,10,109,110,90,115,80,7,63,307,42,300,16,426,53,534,88,312,78,449,131,555,57,41,72,38,47,44,90,47,106,593,119,593,145,564,16,555,16,549,67,544
11,60,65,76,127,42,124,5,84,23,9,104,127,86,96,74,6,62,309,35,306,15,429,49,526,84,312,79,445,133,556,51,56,71,57,-1,-1,91,62,106,594,120,594,145,560,12,556,12,547,62,538
12,59,79,73,134,43,130,5,82,29,6,100,139,92,103,73,6,59,302,36,301,19,426,45,529,82,307,91,434,133,551,54,73,71,75,-1,-1,87,79,106,594,121,594,145,557,11,557,11,551,61,537
13,66,89,73,143,39,141,6,92,22,21,105,146,92,80,68,6,58,302,36,299,23,422,45,524,88,304,92,429,136,550,56,80,73,77,43,92,90,93,109,594,125,594,144,559,9,559,8,548,60,533
14,66,86,64,145,34,143,6,82,23,6,97,145,93,75,66,8,58,297,27,294,24,418,42,526,78,299,93,423,129,547,58,77,76,77,42,92,93,97,110,594,127,592,144,548,6,560,6,547,58,531
15,69,99,65,149,31,151,9,94,27,14,95,151,93,86,76,5,56,296,28,296,27,414,43,523,80,296,95,420,131,544,60,95,78,94,43,112,95,112,110,595,127,592,144,546,7,557,6,545,60,528
16,74,104,66,154,35,154,22,87,25,11,94,155,89,75,77,5,58,299,27,298,27,422,43,525,81,299,99,422,129,546,60,94,77,94,43,109,92,114,112,595,129,590,144,552,8,558,6,552,60,534
17,76,102,68,153,37,154,30,88,22,6,97,153,89,67,83,8,58,304,31,304,33,433,48,551,82,305,109,434,139,577,62,93,82,93,48,109,93,111,124,594,140,594,144,583,12,580,6,577,64,558
18,74,102,66,152,33,153,27,82,19,6,97,153,90,73,80,9,58,303,31,303,31,434,48,551,84,306,108,434,140,577,60,94,80,93,47,108,92,110,126,594,141,594,144,586,13,581,6,577,65,561
19,71,113,64,160,31,160,20,93,20,18,95,160,90,81,77,6,54,306,30,306,31,428,48,539,77,307,105,434,138,569,60,104,77,104,44,116,90,118,122,582,138,597,144,577,11,567,6,563,64,551
