photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,100,91,122,80,62,178,20,184,78,94,62,198,4,213,124,284,145,281,112,423,132,530,109,290,86,432,130,559,-1,-1,60,6,108,22,66,16,79,584,90,594,143,568,97,542,99,539,146,542
2,-1,-1,102,96,123,87,70,172,25,166,81,103,56,204,4,188,125,292,143,288,111,427,133,531,110,294,81,430,125,558,-1,-1,67,6,109,32,71,22,80,583,90,594,138,564,95,538,100,534,146,543
3,-1,-1,106,89,126,85,102,169,-1,-1,85,102,47,190,4,152,125,289,139,285,107,424,135,530,108,291,78,428,127,559,-1,-1,73,7,114,24,77,19,84,589,92,593,137,563,97,542,99,538,146,542
4,-1,-1,105,85,127,77,95,152,-1,-1,86,92,42,174,4,104,126,289,143,283,107,419,134,530,109,294,77,429,127,558,-1,-1,-1,-1,116,16,78,7,84,587,93,593,140,566,98,538,103,537,146,541
5,-1,-1,104,96,124,82,72,102,30,59,83,100,28,156,4,72,125,291,142,287,104,427,136,527,109,295,73,436,125,556,-1,-1,73,7,114,27,81,23,83,585,93,593,137,560,95,539,100,533,146,540
6,-1,-1,103,79,123,76,68,76,33,16,85,91,22,125,4,26,122,288,141,282,101,426,135,524,107,296,68,432,123,557,-1,-1,-1,-1,115,20,79,7,82,584,91,593,136,561,94,535,99,531,146,535
7,-1,-1,102,85,124,81,-1,-1,-1,-1,80,95,10,103,4,9,115,292,135,285,96,423,135,527,103,293,58,434,123,554,-1,-1,69,7,113,26,71,14,80,582,88,593,135,561,91,538,93,534,146,538
8,-1,-1,103,105,123,101,67,82,46,6,82,117,5,105,11,13,119,306,136,301,99,438,136,539,99,310,58,444,123,561,-1,-1,67,31,115,48,75,47,77,591,88,594,136,568,95,543,97,543,145,546
9,64,31,99,103,122,102,67,73,55,6,78,108,4,89,22,6,115,306,132,304,96,436,132,539,94,309,57,443,120,559,-1,-1,67,26,113,46,75,42,78,591,89,594,132,573,93,545,94,539,146,551
10,-1,-1,95,108,121,106,86,90,64,12,71,110,4,85,29,6,110,306,132,301,99,433,132,533,94,306,66,439,121,560,-1,-1,66,28,113,58,74,49,74,585,86,594,134,565,90,544,94,542,146,542
11,-1,-1,98,111,126,108,75,75,67,16,71,113,5,80,27,6,113,299,132,299,100,433,130,535,91,301,69,437,123,557,-1,-1,63,34,115,63,75,51,71,588,83,594,138,566,87,545,91,542,145,545
12,-1,-1,99,123,130,121,81,90,67,17,69,126,5,86,22,6,112,303,134,301,106,426,132,528,87,307,71,438,126,551,-1,-1,67,50,118,81,77,67,69,586,83,594,137,561,91,544,95,537,145,535
13,-1,-1,99,128,131,132,-1,-1,-1,-1,68,130,5,81,16,6,111,303,131,301,113,429,131,529,85,306,81,437,117,556,-1,-1,70,56,119,87,81,74,70,591,83,594,131,560,93,543,95,543,145,540
14,-1,-1,101,142,133,146,-1,-1,-1,-1,67,137,17,78,5,5,113,308,135,306,115,428,131,528,87,311,83,432,115,554,-1,-1,79,77,127,99,85,93,71,595,85,595,131,562,97,545,-1,-1,145,535
15,-1,-1,108,133,141,140,-1,-1,-1,-1,73,125,24,72,5,5,118,299,141,297,124,420,137,526,91,302,89,429,122,552,-1,-1,83,74,135,98,91,89,74,593,91,595,137,559,93,538,91,540,145,532
16,-1,-1,103,133,135,137,82,72,36,5,73,133,20,76,5,19,115,301,136,299,122,421,135,526,86,303,89,431,117,551,-1,-1,-1,-1,124,102,86,93,70,595,86,595,132,557,-1,-1,-1,-1,145,536
17,-1,-1,108,131,140,135,91,78,42,5,76,131,23,69,6,12,115,296,142,290,130,418,134,519,91,301,93,427,113,548,-1,-1,-1,-1,132,98,91,89,74,595,91,593,130,550,-1,-1,-1,-1,144,531
18,-1,-1,103,132,139,134,82,75,30,5,73,132,20,73,6,16,118,297,140,291,132,415,137,523,86,299,89,427,115,546,-1,-1,-1,-1,134,90,89,86,66,595,84,595,132,553,-1,-1,-1,-1,144,529
19,73,66,106,127,135,129,82,83,33,5,76,129,20,76,6,15,116,296,140,292,130,418,138,520,89,298,91,426,116,550,-1,-1,82,66,125,94,89,81,71,595,87,595,127,552,-1,-1,-1,-1,144,532
20,77,65,100,128,130,129,75,79,30,5,77,128,23,70,5,16,113,295,134,289,130,419,132,523,85,299,97,429,114,552,-1,-1,81,65,127,90,85,81,69,591,83,595,129,555,97,537,-1,-1,145,534
21,69,62,106,127,131,128,67,69,24,5,79,127,22,78,5,15,114,299,135,295,131,425,133,527,90,302,99,431,116,553,-1,-1,73,62,126,88,83,78,69,592,85,595,131,558,97,541,-1,-1,145,537
