photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,99,118,130,115,-1,-1,-1,-1,70,128,5,83,26,6,113,304,134,299,107,435,132,539,86,308,70,443,117,559,-1,-1,-1,-1,115,67,72,60,66,588,80,594,132,567,68,586,-1,-1,145,549
2,-1,-1,105,126,138,123,-1,-1,-1,-1,70,128,5,88,23,6,113,301,138,299,111,431,134,540,88,303,76,440,122,559,-1,-1,73,60,123,77,84,75,70,590,84,594,136,564,88,552,88,552,145,545
3,-1,-1,105,128,139,126,79,84,60,18,66,136,6,84,9,5,115,302,144,297,125,424,132,532,90,305,79,437,115,555,-1,-1,-1,-1,127,89,86,82,69,591,81,595,129,559,95,539,93,539,144,541
4,-1,-1,106,130,142,130,87,77,53,5,70,137,13,75,6,5,118,295,144,295,125,422,137,530,87,297,85,430,113,551,-1,-1,-1,-1,135,92,85,85,65,590,80,595,130,562,87,532,87,530,144,536
5,-1,-1,103,137,142,139,84,70,44,5,68,137,18,85,6,20,118,303,144,301,125,420,132,523,86,305,86,435,106,552,-1,-1,-1,-1,-1,-1,84,93,64,593,76,595,125,558,89,534,91,534,144,536
6,-1,-1,108,137,144,137,86,69,44,5,74,141,16,83,6,21,121,301,144,299,125,421,130,523,89,301,86,427,106,548,-1,-1,-1,-1,-1,-1,89,94,60,593,74,595,125,554,-1,-1,-1,-1,144,533
7,-1,-1,106,136,141,136,81,58,42,5,79,138,21,75,6,22,119,302,144,300,132,418,127,523,86,302,84,431,103,550,-1,-1,-1,-1,127,104,86,91,61,595,79,595,120,552,-1,-1,-1,-1,141,534
8,-1,-1,112,135,143,135,82,69,41,5,82,137,21,83,6,20,119,301,144,301,129,424,129,529,87,303,84,434,107,550,-1,-1,-1,-1,-1,-1,89,87,61,595,77,595,124,559,84,533,84,531,144,537
9,-1,-1,110,135,143,133,87,73,38,5,82,137,25,79,6,16,121,304,143,300,129,424,138,529,92,308,90,439,114,554,-1,-1,-1,-1,-1,-1,95,89,68,592,84,595,129,561,95,536,92,536,144,538
10,-1,-1,112,128,135,124,84,79,38,5,84,136,31,73,5,5,114,308,138,306,131,426,133,533,94,308,97,441,114,559,-1,-1,82,64,131,88,92,75,66,592,82,595,129,563,99,541,-1,-1,145,544
