photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,73,19,82,102,48,93,5,109,39,34,111,105,91,175,73,105,76,302,52,301,15,439,59,516,101,307,63,443,133,549,61,8,83,9,47,17,97,14,100,592,115,592,145,552,24,547,25,536,73,529
2,46,35,78,95,44,80,5,94,36,8,107,100,94,169,84,100,70,309,46,305,9,437,51,518,94,314,57,454,131,548,44,26,57,23,-1,-1,81,35,99,591,115,592,145,557,17,548,17,543,66,528
3,50,30,78,93,42,88,5,78,36,7,108,105,92,166,77,96,68,302,45,301,9,437,50,516,92,305,59,453,131,551,-1,-1,50,12,50,30,64,27,95,590,111,593,145,554,17,549,17,537,64,522
4,47,36,76,102,45,99,5,73,38,7,106,109,92,164,76,85,64,309,39,306,5,440,48,519,91,314,59,455,130,553,-1,-1,49,23,-1,-1,69,37,94,593,108,593,145,557,14,553,16,538,64,527
5,76,59,76,118,41,110,10,69,48,7,110,118,95,158,76,100,63,314,41,307,5,444,52,523,89,321,60,461,131,557,65,39,90,45,48,43,115,48,94,593,110,593,145,561,18,557,18,544,65,530
6,72,48,74,112,44,112,8,64,42,7,114,112,102,147,83,78,61,308,36,303,5,441,50,522,89,309,60,462,130,556,61,42,85,39,46,55,102,52,97,593,114,593,145,557,14,557,14,549,66,536
7,67,68,81,113,44,112,6,64,36,7,115,113,93,120,88,39,63,307,34,300,6,433,50,522,90,310,65,450,130,554,63,55,78,55,50,59,98,61,95,593,110,593,144,560,16,557,11,553,65,533
8,71,64,76,118,40,115,6,62,42,6,116,125,90,114,87,6,59,306,27,300,8,430,50,524,88,309,74,446,127,549,61,57,77,57,54,68,101,64,100,594,118,594,144,558,11,560,9,547,66,532
9,76,79,78,132,39,131,6,74,39,6,112,142,99,90,89,14,58,305,30,302,15,424,47,514,89,307,78,437,128,547,63,70,89,70,52,81,105,81,97,594,116,594,144,550,15,560,8,547,66,523
10,78,84,76,140,37,136,11,78,42,6,112,147,100,70,88,6,59,302,35,300,20,423,47,520,88,305,80,428,132,549,66,79,92,79,47,93,109,95,97,594,116,593,144,554,16,558,6,554,64,526
11,81,95,79,147,40,147,21,86,45,8,115,149,105,86,91,5,59,303,33,301,23,421,47,521,86,303,91,425,134,549,71,90,96,88,59,103,112,108,100,595,120,595,144,558,18,562,6,553,64,527
12,85,93,76,148,41,145,22,78,46,5,109,152,108,87,100,6,55,302,26,298,23,418,49,519,85,303,92,420,127,550,71,91,92,91,51,103,106,107,105,595,124,590,144,552,12,564,6,552,65,525
13,83,97,78,154,38,149,30,86,51,5,117,158,117,91,104,7,57,302,30,298,28,419,51,520,93,306,99,425,136,545,75,93,96,93,54,107,112,109,112,595,133,588,143,548,14,562,7,551,67,528
14,81,99,76,154,34,150,29,78,45,5,116,159,116,80,118,10,54,307,26,303,26,426,51,523,92,311,99,431,138,554,73,95,96,95,54,110,116,112,113,595,135,593,143,559,10,563,7,554,70,533
15,85,110,74,159,38,159,29,90,44,5,110,161,107,88,114,25,51,316,19,313,22,439,51,547,85,318,103,444,136,577,69,104,99,104,51,117,106,119,114,595,136,595,143,583,12,581,7,577,69,551
16,86,104,72,158,35,158,30,85,42,5,110,158,105,83,109,12,53,314,22,312,22,439,53,549,86,318,104,450,136,574,70,99,93,99,53,113,104,115,116,595,136,592,143,578,14,580,7,575,75,554
