photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,119,19,73,85,61,87,78,184,144,196,91,82,79,188,113,206,60,279,44,280,79,404,20,535,78,277,107,401,68,518,113,8,-1,-1,89,17,-1,-1,91,559,92,549,56,529,44,592,31,591,6,538
2,111,24,73,86,61,92,85,184,145,188,86,81,77,181,132,194,62,283,46,286,76,412,20,539,76,278,104,406,70,522,105,8,-1,-1,85,21,-1,-1,88,555,90,550,60,537,48,592,33,589,5,540
3,104,18,70,87,57,89,88,174,145,177,84,87,88,191,110,206,58,291,47,292,76,426,17,552,76,287,103,416,68,533,100,8,-1,-1,79,20,-1,-1,90,552,90,550,58,540,47,592,33,592,5,555
4,97,22,65,93,53,96,95,168,145,153,77,91,95,189,141,170,56,297,41,297,75,432,19,555,73,294,100,425,67,535,93,9,-1,-1,75,21,-1,-1,88,555,88,550,57,547,44,591,32,591,5,562
5,92,23,63,94,52,98,96,152,145,115,72,84,95,188,135,122,53,300,38,300,75,431,17,553,68,297,99,431,61,530,84,9,-1,-1,67,23,-1,-1,84,551,83,542,52,539,44,590,33,591,5,558
6,72,73,50,139,40,139,84,170,110,111,58,139,86,214,110,135,43,324,32,328,63,455,13,556,56,323,80,453,46,540,67,64,-1,-1,54,70,-1,-1,65,554,63,546,40,546,33,592,24,592,4,558
7,95,16,64,85,52,86,117,85,144,9,74,85,122,133,145,29,59,301,44,303,84,438,17,550,74,301,107,438,60,535,87,9,-1,-1,73,14,-1,-1,86,548,84,539,47,544,42,591,29,591,5,553
8,101,44,68,110,57,110,127,92,144,8,79,110,122,139,-1,-1,62,314,47,316,90,444,19,554,79,314,113,447,68,535,92,34,-1,-1,78,42,-1,-1,91,551,90,542,60,541,43,592,30,592,6,558
9,93,52,67,118,55,120,119,88,128,8,79,118,128,135,145,75,63,324,49,324,81,448,19,553,79,324,106,446,60,540,89,41,-1,-1,71,52,-1,-1,91,551,88,546,50,548,46,592,33,592,5,561
10,101,52,71,113,62,117,127,83,142,8,85,105,138,94,144,31,70,307,57,307,83,446,21,556,87,307,114,439,73,544,98,45,-1,-1,80,52,-1,-1,102,564,101,551,64,548,54,592,39,592,6,561
11,92,58,66,109,56,109,112,79,122,7,79,109,141,124,145,64,66,305,51,305,69,443,19,554,80,302,102,434,69,539,84,54,-1,-1,68,58,-1,-1,88,567,90,557,57,552,44,593,27,593,5,557
12,82,58,60,108,52,108,106,76,119,7,71,106,128,123,145,71,66,287,50,290,58,429,19,545,80,287,95,425,68,531,80,52,-1,-1,61,57,-1,-1,81,559,85,552,57,543,40,593,26,590,5,545
13,81,65,60,111,43,111,104,76,116,7,80,111,137,115,145,59,67,279,48,279,43,409,19,536,82,279,90,405,64,525,76,61,-1,-1,56,67,-1,-1,78,561,81,552,53,535,35,593,23,589,5,539
14,77,69,57,120,34,120,96,74,116,6,80,120,139,121,144,56,62,283,46,283,29,412,14,539,80,283,80,410,63,523,68,65,-1,-1,48,74,-1,-1,77,560,86,554,54,529,29,594,14,587,6,543
15,70,82,55,129,28,129,85,78,114,6,79,129,129,111,145,47,57,290,40,290,30,413,11,533,72,287,72,413,66,522,62,78,-1,-1,43,91,-1,-1,72,571,85,559,55,527,27,594,13,591,5,539
16,64,83,51,134,32,135,81,73,110,6,76,132,114,98,144,59,59,292,42,292,34,415,16,545,78,290,76,417,67,521,61,81,-1,-1,43,95,-1,-1,78,575,82,566,51,524,29,594,11,585,6,548
17,60,86,49,137,29,139,73,77,101,6,71,134,104,94,145,47,57,298,42,301,40,420,14,543,73,298,73,422,60,524,58,83,-1,-1,42,98,-1,-1,73,575,80,564,47,527,31,594,16,590,5,545
18,64,92,54,148,29,149,75,82,103,6,74,143,112,87,144,38,58,296,43,298,43,423,15,542,74,296,75,423,60,526,58,89,-1,-1,43,103,-1,-1,74,577,84,568,48,534,31,594,18,588,6,548
19,58,92,48,140,22,142,73,77,100,6,72,139,111,90,144,34,56,291,40,292,40,417,12,544,73,290,76,418,58,529,54,90,-1,-1,39,99,-1,-1,72,575,81,568,45,534,33,594,19,591,6,547
20,66,91,50,141,23,144,82,76,104,6,72,138,110,88,144,26,60,293,41,293,41,420,16,542,79,291,84,421,67,528,56,88,-1,-1,38,103,-1,-1,73,577,85,571,54,536,38,594,22,589,6,549
