photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,51,66,78,104,51,102,5,104,32,8,109,108,87,176,75,104,75,315,53,312,14,426,63,513,98,316,70,454,132,550,44,52,62,52,-1,-1,86,52,102,591,115,592,145,561,29,546,29,540,75,522
2,45,30,79,90,51,84,5,79,21,7,107,97,88,149,74,76,73,306,51,304,13,424,63,512,95,310,71,448,133,552,-1,-1,45,15,-1,-1,52,25,100,590,111,593,145,558,27,542,27,537,74,521
3,51,38,74,97,46,95,5,67,21,7,106,97,90,137,74,69,71,307,46,305,10,424,61,515,92,309,73,445,132,555,48,19,61,22,-1,-1,90,29,100,590,114,593,145,562,27,542,29,536,74,519
4,66,46,74,101,46,99,5,68,22,7,111,104,88,133,68,58,70,310,46,304,12,429,61,519,92,315,74,449,131,557,60,32,84,32,46,33,93,40,101,593,114,593,145,564,25,553,27,539,76,528
5,60,63,82,111,43,107,5,77,25,7,113,108,90,131,82,61,70,307,43,303,14,430,63,521,93,309,84,449,131,554,57,50,70,52,-1,-1,95,57,100,592,114,593,145,566,25,554,25,547,77,533
6,62,78,78,118,44,114,5,74,24,6,111,125,88,109,74,10,64,302,44,298,19,428,62,519,88,308,85,435,130,552,60,65,72,65,-1,-1,93,69,101,592,114,594,145,565,23,552,23,547,76,528
7,61,85,76,126,40,124,6,72,23,9,110,137,89,90,73,6,61,302,40,300,23,424,57,521,90,305,90,431,129,555,60,77,74,72,-1,-1,97,83,100,594,120,594,144,560,23,555,21,544,74,526
8,60,95,73,144,38,144,6,92,32,8,109,149,91,102,60,6,59,310,30,307,23,433,56,535,89,313,91,433,128,558,56,90,73,92,47,95,94,102,104,594,125,594,144,569,19,566,14,556,73,538
9,70,92,68,144,33,141,6,80,18,7,100,148,91,85,68,6,54,301,27,298,20,423,52,525,81,305,91,423,128,548,54,82,80,80,38,95,105,102,97,594,116,594,144,558,14,558,11,546,68,530
10,73,96,67,150,32,150,15,84,21,6,97,152,92,84,69,6,56,303,24,301,24,422,53,522,78,305,94,424,130,552,58,88,81,88,42,106,94,112,97,594,117,592,144,560,12,560,6,552,71,532
11,72,104,67,158,30,157,16,90,18,15,98,159,91,83,75,5,53,308,21,304,25,427,53,526,79,310,96,427,129,550,56,97,78,97,39,112,93,118,98,595,120,592,144,557,13,557,6,553,72,535
12,65,99,65,155,28,157,12,83,13,5,96,157,84,73,77,8,49,309,19,306,25,426,49,532,82,312,101,428,129,552,52,91,80,89,40,109,86,114,102,595,122,595,143,563,9,563,7,554,68,536
13,67,100,59,156,25,156,13,82,13,5,92,159,83,73,74,19,49,310,16,307,25,426,50,531,79,312,99,427,126,557,50,98,74,98,37,113,86,115,101,595,120,595,143,564,9,562,7,549,70,538
14,63,102,57,155,20,155,13,80,16,5,90,156,83,77,69,12,48,313,16,311,27,430,52,534,74,313,97,432,128,559,48,95,69,95,34,110,85,112,97,595,116,595,143,567,8,559,7,552,69,544
15,63,107,57,160,18,159,9,92,12,13,94,163,83,81,67,5,46,319,14,318,30,438,53,537,76,319,99,441,132,563,48,99,69,99,33,114,83,116,97,595,115,595,143,573,7,563,7,552,69,549
