photo number,001
 ,x,y
nose,64,18
neck,65,94
shoulderR,26,89
elbowR,5,177
handR,5,230
shoulderL,107,102
elbowL,118,215
handL,77,248
ass,76,293
legR,51,293
kneeR,18,416
feetR,68,533
legL,102,294
kneeL,79,434
feetL,132,554
eyeR,53,7
eyeL,74,7
earR,39,19
earL,86,18
footBoardR1,104,591
footBoardR2,118,593
footBoardR3,145,566
footBoardL1,26,551
footBoardL2,26,542
footBoardL3,80,547
photo number,002
 ,x,y
nose,62,15
neck,67,93
shoulderR,29,88
elbowR,5,166
handR,9,207
shoulderL,105,104
elbowL,115,218
handL,72,230
ass,74,296
legR,48,291
kneeR,18,415
feetR,64,525
legL,100,300
kneeL,74,434
feetL,131,554
eyeR,53,7
eyeL,74,7
earR,40,19
earL,88,22
footBoardR1,102,593
footBoardR2,115,593
footBoardR3,145,561
footBoardL1,23,546
footBoardL2,23,539
footBoardL3,80,539
photo number,003
 ,x,y
nose,66,17
neck,70,92
shoulderR,31,86
elbowR,5,175
handR,6,154
shoulderL,109,103
elbowL,109,216
handL,67,202
ass,72,294
legR,48,291
kneeR,15,410
feetR,63,522
legL,99,298
kneeL,71,434
feetL,133,550
eyeR,58,8
eyeL,74,8
earR,44,17
earL,87,20
footBoardR1,99,591
footBoardR2,112,592
footBoardR3,145,559
footBoardL1,21,541
footBoardL2,21,535
footBoardL3,79,535
photo number,004
 ,x,y
nose,73,18
neck,76,92
shoulderR,41,90
elbowR,5,148
handR,21,99
shoulderL,112,104
elbowL,104,216
handL,60,162
ass,77,303
legR,54,300
kneeR,18,419
feetR,65,517
legL,101,308
kneeL,76,445
feetL,132,554
eyeR,62,11
eyeL,83,8
earR,49,18
earL,98,15
footBoardR1,102,592
footBoardR2,120,592
footBoardR3,145,559
footBoardL1,29,549
footBoardL2,32,537
footBoardL3,83,533
photo number,005
 ,x,y
nose,74,18
neck,80,99
shoulderR,47,92
elbowR,5,127
handR,28,55
shoulderL,112,104
elbowL,93,219
handL,74,127
ass,77,305
legR,53,298
kneeR,15,421
feetR,64,516
legL,101,309
kneeL,73,450
feetL,133,549
eyeR,64,8
eyeL,86,8
earR,50,17
earL,99,18
footBoardR1,107,592
footBoardR2,121,592
footBoardR3,145,553
footBoardL1,28,548
footBoardL2,29,536
footBoardL3,77,522
photo number,006
 ,x,y
nose,-1,-1
neck,80,71
shoulderR,43,66
elbowR,5,87
handR,26,8
shoulderL,113,83
elbowL,93,164
handL,71,88
ass,74,291
legR,50,290
kneeR,11,413
feetR,61,510
legL,99,304
kneeL,67,441
feetL,132,551
eyeR,-1,-1
eyeL,-1,-1
earR,-1,-1
earL,82,17
footBoardR1,107,592
footBoardR2,122,591
footBoardR3,145,553
footBoardL1,27,539
footBoardL2,29,532
footBoardL3,77,515
photo number,007
 ,x,y
nose,41,33
neck,78,90
shoulderR,44,87
elbowR,5,87
handR,28,8
shoulderL,107,99
elbowL,92,165
handL,78,104
ass,70,309
legR,47,302
kneeR,12,422
feetR,64,510
legL,95,316
kneeL,67,446
feetL,132,548
eyeR,41,24
eyeL,50,20
earR,-1,-1
earL,80,33
footBoardR1,106,590
footBoardR2,118,592
footBoardR3,145,560
footBoardL1,27,543
footBoardL2,27,536
footBoardL3,78,522
photo number,008
 ,x,y
nose,-1,-1
neck,77,94
shoulderR,48,89
elbowR,6,72
handR,29,7
shoulderL,107,106
elbowL,95,161
handL,75,89
ass,70,307
legR,45,302
kneeR,5,427
feetR,61,516
legL,93,317
kneeL,72,455
feetL,131,553
eyeR,-1,-1
eyeL,-1,-1
earR,48,31
earL,51,29
footBoardR1,104,593
footBoardR2,117,593
footBoardR3,145,557
footBoardL1,20,549
footBoardL2,23,537
footBoardL3,75,530
photo number,009
 ,x,y
nose,47,30
neck,76,100
shoulderR,45,98
elbowR,7,67
handR,28,7
shoulderL,108,103
elbowL,100,145
handL,76,82
ass,67,309
legR,45,304
kneeR,5,426
feetR,61,521
legL,90,311
kneeL,74,456
feetL,131,554
eyeR,-1,-1
eyeL,50,23
earR,-1,-1
earL,62,27
footBoardR1,102,593
footBoardR2,117,593
footBoardR3,145,566
footBoardL1,23,551
footBoardL2,24,541
footBoardL3,74,533
photo number,010
 ,x,y
nose,102,56
neck,76,111
shoulderR,41,110
elbowR,6,73
handR,30,7
shoulderL,112,111
elbowL,93,145
handL,77,80
ass,65,310
legR,42,307
kneeR,5,430
feetR,60,524
legL,90,316
kneeL,74,452
feetL,131,558
eyeR,90,39
eyeL,104,39
earR,58,41
earL,-1,-1
footBoardR1,102,593
footBoardR2,117,593
footBoardR3,145,561
footBoardL1,19,551
footBoardL2,19,542
footBoardL3,74,533
photo number,011
 ,x,y
nose,62,59
neck,76,113
shoulderR,42,109
elbowR,7,74
handR,30,7
shoulderL,114,113
