photo number,001
 ,x,y
nose,70,34
neck,76,82
shoulderR,49,80
elbowR,36,152
handR,-1,-1
shoulderL,102,82
elbowL,103,196
handL,61,169
ass,85,277
legR,65,272
kneeR,42,404
feetR,27,569
legL,104,281
kneeL,121,404
feetL,134,520
eyeR,61,22
eyeL,76,20
earR,52,13
earL,86,9
footBoardR1,138,560
footBoardR2,146,555
footBoardR3,129,533
footBoardL1,7,591
footBoardL2,4,582
footBoardL3,28,591
photo number,002
 ,x,y
nose,67,38
neck,75,78
shoulderR,49,78
elbowR,40,210
handR,39,173
shoulderL,100,78
elbowL,101,201
handL,61,170
ass,85,281
legR,65,279
kneeR,40,403
feetR,22,569
legL,107,286
kneeL,126,405
feetL,136,514
eyeR,61,22
eyeL,74,22
earR,50,16
earL,85,9
footBoardR1,139,553
footBoardR2,146,542
footBoardR3,133,523
footBoardL1,5,591
footBoardL2,4,584
footBoardL3,26,591
photo number,003
 ,x,y
nose,65,35
neck,71,75
shoulderR,47,77
elbowR,30,212
handR,39,181
shoulderL,97,73
elbowL,101,203
handL,57,166
ass,83,280
legR,64,280
kneeR,39,410
feetR,22,569
legL,102,280
kneeL,124,401
feetL,135,509
eyeR,57,20
eyeL,71,16
earR,47,13
earL,83,9
footBoardR1,138,545
footBoardR2,146,532
footBoardR3,134,514
footBoardL1,6,591
footBoardL2,4,585
footBoardL3,25,589
photo number,004
 ,x,y
nose,59,34
neck,68,74
shoulderR,45,77
elbowR,39,173
handR,-1,-1
shoulderL,92,67
elbowL,101,195
handL,58,175
ass,80,272
legR,59,272
kneeR,39,404
feetR,22,560
legL,100,272
kneeL,118,389
feetL,135,495
eyeR,54,23
eyeL,66,20
earR,41,11
earL,76,9
footBoardR1,138,533
footBoardR2,146,524
footBoardR3,134,499
footBoardL1,5,591
footBoardL2,4,584
footBoardL3,25,578
photo number,005
 ,x,y
nose,54,36
neck,64,73
shoulderR,39,77
elbowR,35,162
handR,31,191
shoulderL,89,71
elbowL,101,186
handL,60,182
ass,76,261
legR,58,259
kneeR,34,404
feetR,23,561
legL,95,266
kneeL,113,395
feetL,134,488
eyeR,49,23
eyeL,58,23
earR,39,16
earL,71,9
footBoardR1,138,536
footBoardR2,146,527
footBoardR3,134,493
footBoardL1,6,591
footBoardL2,4,584
footBoardL3,25,577
photo number,006
 ,x,y
nose,49,41
neck,61,78
shoulderR,34,78
elbowR,36,154
handR,36,191
shoulderL,87,76
elbowL,104,186
handL,64,191
ass,71,264
legR,54,264
kneeR,30,409
feetR,22,558
legL,89,265
kneeL,106,402
feetL,131,481
eyeR,44,23
eyeL,54,23
earR,32,16
earL,67,9
footBoardR1,139,531
footBoardR2,146,520
footBoardR3,133,483
footBoardL1,7,591
footBoardL2,4,584
footBoardL3,28,573
photo number,007
 ,x,y
nose,46,37
neck,57,73
shoulderR,27,78
elbowR,31,156
handR,33,202
shoulderL,85,73
elbowL,104,170
handL,70,188
ass,67,272
legR,48,268
kneeR,30,414
feetR,23,559
legL,87,273
kneeL,104,403
feetL,130,478
eyeR,40,21
eyeL,51,18
earR,27,16
earL,63,9
footBoardR1,138,529
footBoardR2,146,520
footBoardR3,131,479
footBoardL1,7,591
footBoardL2,4,584
footBoardL3,27,572
photo number,008
 ,x,y
nose,44,44
neck,54,83
shoulderR,22,86
elbowR,26,162
handR,17,178
shoulderL,86,74
elbowL,112,172
handL,83,199
ass,67,276
legR,46,276
kneeR,29,410
feetR,26,560
legL,91,276
kneeL,107,413
feetL,132,487
eyeR,36,28
eyeL,51,26
earR,26,21
earL,63,9
footBoardR1,140,533
footBoardR2,146,526
footBoardR3,132,487
footBoardL1,7,591
footBoardL2,4,584
footBoardL3,28,574
photo number,009
 ,x,y
nose,41,41
neck,53,78
shoulderR,16,87
elbowR,10,165
handR,12,184
shoulderL,88,71
elbowL,118,161
handL,91,204
ass,71,267
legR,48,271
kneeR,35,412
feetR,27,556
legL,96,267
kneeL,110,411
feetL,131,496
eyeR,35,28
eyeL,48,27
earR,19,16
earL,60,9
footBoardR1,138,545
footBoardR2,145,535
footBoardR3,131,496
footBoardL1,7,591
footBoardL2,5,584
footBoardL3,34,572
photo number,010
 ,x,y
nose,39,38
neck,50,77
shoulderR,13,91
elbowR,5,182
handR,9,204
shoulderL,88,66
elbowL,122,152
handL,103,204
ass,76,270
legR,51,277
kneeR,37,414
feetR,28,557
legL,102,264
kneeL,114,414
feetL,124,511
eyeR,29,29
eyeL,48,23
earR,17,18
earL,59,9
footBoardR1,136,566
footBoardR2,145,554
footBoardR3,115,516
footBoardL1,10,591
footBoardL2,6,579
footBoardL3,36,573
photo number,011
 ,x,y
nose,44,47
neck,55,86
shoulderR,14,100
elbowR,5,206
handR,25,249
shoulderL,96,68
elbowL,132,150
handL,117,208
ass,85,270
