photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,105,87,127,74,104,151,-1,-1,85,92,47,179,4,124,124,287,144,284,113,427,136,534,105,291,78,424,126,559,-1,-1,-1,-1,115,15,78,7,84,582,94,593,136,565,101,540,104,538,146,545
2,-1,-1,106,80,128,75,92,131,32,64,84,84,37,164,4,80,120,293,139,290,108,427,137,535,104,293,77,435,126,557,-1,-1,-1,-1,116,11,77,7,84,582,92,593,136,563,99,542,101,539,146,546
3,-1,-1,104,79,125,75,76,88,31,28,84,88,26,142,4,45,117,292,137,289,107,433,136,529,97,295,68,428,123,556,-1,-1,-1,-1,114,14,76,7,81,582,88,593,135,562,96,539,97,539,146,543
4,-1,-1,102,84,123,80,74,84,37,14,81,87,18,123,4,26,117,296,136,292,110,440,135,539,100,304,70,442,123,560,-1,-1,68,7,112,19,74,11,81,590,91,593,135,571,96,550,100,546,146,553
5,-1,-1,100,105,122,98,73,88,38,7,79,107,6,121,4,14,114,304,136,301,107,440,134,539,98,308,67,447,122,562,-1,-1,62,27,112,41,71,34,79,589,89,593,136,573,98,551,98,546,146,552
6,-1,-1,97,99,122,93,80,102,-1,-1,76,109,5,95,15,7,111,301,135,298,107,436,135,541,93,301,69,442,122,564,-1,-1,57,19,109,38,70,34,78,585,86,593,135,572,95,548,96,548,145,550
7,48,39,97,108,122,97,-1,-1,-1,-1,74,110,5,93,20,6,110,298,133,298,108,431,133,537,86,301,72,439,124,559,-1,-1,55,26,111,48,72,39,75,587,86,594,136,565,97,543,99,543,145,543
8,-1,-1,101,104,125,100,75,72,60,10,80,115,5,84,21,6,112,296,132,294,112,426,133,531,90,299,75,439,128,558,-1,-1,60,24,116,51,73,44,75,584,88,594,141,564,97,546,100,542,145,541
9,-1,-1,100,120,127,115,-1,-1,-1,-1,74,121,5,86,19,6,109,301,136,299,113,427,137,532,88,306,79,438,124,551,-1,-1,65,49,115,70,79,64,79,590,88,594,137,562,95,548,95,548,145,540
10,-1,-1,105,130,131,129,-1,-1,-1,-1,74,132,5,83,14,6,112,301,140,298,124,428,140,531,91,304,80,435,122,553,-1,-1,70,66,124,83,80,81,78,592,91,594,135,561,100,544,-1,-1,145,541
11,-1,-1,101,134,131,136,-1,-1,-1,-1,69,134,12,83,5,5,113,303,135,301,118,423,133,528,88,305,83,435,118,553,-1,-1,71,69,120,100,78,88,74,592,88,595,131,561,97,536,-1,-1,145,536
12,-1,-1,100,136,130,138,100,107,-1,-1,70,133,24,73,5,5,113,298,139,297,124,421,132,529,89,299,86,433,115,551,-1,-1,77,75,124,97,84,89,74,595,87,595,130,559,98,536,97,534,145,536
13,-1,-1,106,137,131,137,81,65,45,5,79,139,21,80,5,19,113,298,140,296,127,418,135,520,93,300,93,429,111,549,-1,-1,-1,-1,-1,-1,83,94,74,595,86,595,127,552,-1,-1,-1,-1,145,533
14,-1,-1,102,139,131,137,80,67,40,5,76,139,18,84,6,22,112,303,140,302,131,419,132,521,86,305,90,425,110,545,-1,-1,-1,-1,124,98,80,92,70,595,84,595,126,552,-1,-1,-1,-1,144,528
15,-1,-1,102,137,133,137,70,59,38,5,70,138,19,91,6,27,116,303,140,302,133,418,134,521,86,303,86,425,112,545,-1,-1,-1,-1,128,96,82,94,72,595,86,593,126,553,140,541,-1,-1,144,528
16,-1,-1,100,135,129,135,72,67,34,5,68,140,19,88,6,25,113,307,134,304,129,416,133,521,84,308,86,429,111,549,-1,-1,-1,-1,121,99,80,96,68,595,83,595,127,553,98,533,-1,-1,144,534
17,-1,-1,98,116,127,116,77,55,-1,-1,70,118,18,69,5,6,112,295,137,293,129,420,138,528,85,301,95,434,113,553,-1,-1,-1,-1,121,77,80,72,75,594,88,594,128,559,-1,-1,-1,-1,145,539
18,-1,-1,99,110,129,110,99,91,-1,-1,74,116,15,64,5,6,113,299,141,297,129,425,139,527,85,301,96,428,116,553,-1,-1,70,51,126,71,80,63,72,589,88,594,131,556,99,537,99,535,145,540
