photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,40,24,66,98,31,82,18,159,6,196,100,114,112,217,63,245,80,290,60,282,15,395,46,509,103,296,57,432,127,549,33,10,51,9,-1,-1,77,12,92,584,106,591,144,558,20,539,20,528,60,511
2,46,25,70,98,40,82,20,173,6,188,99,114,97,227,51,223,86,296,66,291,17,398,53,507,104,305,54,438,131,548,42,9,56,9,-1,-1,79,16,98,584,110,591,144,557,29,539,29,525,64,512
3,44,24,67,105,39,91,19,220,10,129,92,109,80,236,32,162,80,304,56,298,6,409,44,507,96,315,45,444,130,549,35,11,55,9,-1,-1,77,16,94,587,106,591,144,549,23,535,20,529,56,509
4,42,24,67,104,44,96,24,211,6,127,90,109,65,205,28,133,76,304,55,300,6,411,51,513,92,315,42,442,128,544,40,9,55,9,-1,-1,78,15,95,591,110,591,144,549,26,540,26,533,65,515
5,58,26,68,88,41,69,5,89,14,27,92,104,49,170,40,82,80,303,61,297,22,410,58,516,93,308,52,445,133,545,-1,-1,67,9,-1,-1,84,9,102,587,113,591,145,553,37,538,37,531,69,520
6,38,34,64,85,45,78,-1,-1,-1,-1,84,99,31,142,27,58,65,299,52,292,6,411,45,517,84,306,42,444,128,543,33,19,47,21,-1,-1,78,9,93,586,108,591,144,550,23,538,21,533,55,524
7,57,40,72,96,52,81,5,63,20,8,88,103,49,123,36,40,75,294,60,291,26,414,60,519,88,294,60,449,132,550,52,23,65,23,-1,-1,87,23,99,588,110,592,145,550,36,545,36,532,72,527
8,54,62,71,116,50,102,5,77,30,8,85,126,47,126,50,71,72,302,59,298,29,424,61,526,87,305,63,452,131,552,50,48,64,51,-1,-1,90,48,100,592,115,592,145,557,37,555,36,541,73,537
9,56,43,64,98,41,90,5,71,17,7,89,108,72,126,50,75,67,288,51,288,30,420,66,523,86,290,69,437,131,550,53,35,67,35,-1,-1,89,40,100,593,111,593,145,556,40,554,39,544,78,531
10,65,38,70,90,41,82,5,58,28,7,98,100,70,107,87,61,69,273,47,270,41,408,64,516,87,273,77,415,130,543,60,24,77,24,51,34,99,41,105,593,119,591,145,545,44,557,40,545,77,523
11,73,47,75,94,52,89,6,67,18,7,105,106,62,107,23,7,69,274,48,268,44,395,54,509,89,274,94,409,127,532,69,32,83,35,56,39,106,48,111,593,127,587,144,532,42,558,33,546,62,515
12,79,80,80,119,51,117,7,81,16,6,114,127,72,132,49,81,70,281,47,279,45,402,51,519,92,284,96,409,126,537,70,68,92,68,61,80,114,81,112,594,128,591,143,545,41,572,29,563,64,522
13,76,84,80,129,55,127,7,80,7,6,111,132,30,77,13,11,64,284,45,282,33,403,46,511,83,284,98,403,126,535,70,77,89,77,55,80,117,91,98,594,120,589,143,542,27,561,13,550,61,519
14,76,88,82,134,52,134,12,88,7,6,114,134,58,99,38,60,66,292,42,292,35,415,51,523,89,292,96,417,130,540,71,77,93,77,55,83,117,94,102,594,119,591,143,544,32,566,20,560,68,525
15,76,88,77,135,52,129,33,85,8,6,114,137,67,85,15,6,59,285,39,285,33,411,52,518,83,287,98,415,127,541,77,84,94,85,-1,-1,117,102,98,594,117,592,142,547,32,565,15,559,73,527
16,73,87,77,139,50,134,27,83,8,6,111,140,64,85,27,10,59,289,39,289,30,411,50,526,80,289,97,417,122,541,77,83,94,85,-1,-1,119,103,94,594,114,589,142,545,27,568,12,560,64,529
