photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,88,27,60,92,43,92,112,87,142,23,79,90,128,122,145,48,56,312,37,313,87,446,19,540,76,306,114,435,64,538,80,9,-1,-1,60,21,-1,-1,91,566,89,559,55,542,39,591,26,588,5,542
2,91,34,60,101,47,103,119,81,140,8,74,101,134,133,145,27,58,319,39,320,88,448,19,541,78,315,119,443,69,536,83,27,-1,-1,62,37,-1,-1,95,566,94,556,58,541,39,592,26,588,5,543
3,88,55,60,114,50,114,115,79,131,8,76,114,144,135,145,30,57,318,43,321,82,454,18,541,74,317,115,445,65,540,81,43,84,43,58,54,-1,-1,95,570,93,559,55,545,38,592,21,586,5,545
4,92,53,66,109,54,109,117,79,129,8,80,109,140,108,145,26,65,311,49,313,84,448,21,545,84,311,116,445,66,542,86,46,-1,-1,66,50,-1,-1,101,570,100,562,59,550,44,592,28,586,5,548
5,95,64,65,114,58,114,119,75,138,7,74,107,127,84,144,19,73,304,56,307,85,448,20,551,88,302,117,441,73,539,87,53,-1,-1,70,62,-1,-1,101,573,101,565,58,551,42,593,27,590,6,551
6,79,69,60,121,48,118,101,73,116,7,77,121,139,125,145,57,63,294,49,295,60,439,19,544,79,294,98,427,60,536,75,61,77,61,60,72,-1,-1,86,567,89,562,50,544,34,593,22,586,5,544
7,80,63,51,113,38,115,99,67,114,7,68,113,127,101,145,20,62,284,44,284,46,418,18,552,80,284,89,411,60,534,70,56,-1,-1,51,66,-1,-1,81,572,83,566,49,538,28,593,15,591,5,557
8,61,71,50,123,27,123,86,73,110,6,72,123,130,123,145,69,54,280,35,280,27,404,11,537,71,280,72,404,61,524,55,67,-1,-1,39,73,-1,-1,71,568,81,561,52,526,20,594,6,589,5,541
9,60,78,45,122,22,127,81,73,111,6,69,119,115,105,145,75,52,282,33,282,23,407,9,543,67,280,69,407,66,521,54,75,62,75,33,80,-1,-1,81,566,86,560,52,525,22,594,9,590,5,547
10,57,84,45,133,26,135,74,81,109,6,70,128,109,95,145,48,51,290,32,290,30,415,13,542,68,290,70,413,63,520,54,83,-1,-1,36,97,-1,-1,80,570,86,560,51,523,30,594,15,590,5,549
11,59,76,49,130,23,132,77,70,112,6,71,125,101,86,145,41,54,284,38,284,36,406,12,545,69,284,73,407,69,523,52,73,-1,-1,38,90,-1,-1,82,572,87,562,54,526,32,594,17,593,5,550
12,38,79,28,130,13,136,48,73,67,6,41,127,62,90,89,39,31,288,22,289,21,409,8,546,42,288,47,409,40,521,32,78,-1,-1,21,93,-1,-1,48,570,53,564,31,529,21,594,12,588,3,549
13,34,78,26,130,9,138,44,75,64,6,40,126,64,80,89,29,30,286,20,289,18,415,8,546,42,286,44,415,36,526,28,78,-1,-1,17,94,-1,-1,44,574,50,563,28,532,18,594,10,592,3,552
