user_id,type,photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
024,shooting,1,91,26,56,109,42,117,80,215,144,225,77,104,88,232,136,223,42,323,20,326,88,451,18,549,61,313,113,425,64,534,82,9,-1,-1,61,28,-1,-1,94,551,91,547,54,549,52,591,38,591,6,553
024,shooting,2,83,19,52,109,40,113,87,190,144,181,69,99,89,212,136,192,40,320,22,326,82,450,18,548,58,309,108,429,60,532,75,10,-1,-1,57,23,-1,-1,88,551,84,546,51,546,49,590,36,590,6,551
024,shooting,3,55,106,36,172,24,177,66,228,94,177,48,172,67,253,95,190,28,362,16,369,58,470,13,554,42,354,75,455,38,548,51,98,-1,-1,37,106,-1,-1,59,560,57,554,34,554,31,592,22,592,4,558
024,shooting,4,84,20,53,95,38,101,110,124,137,55,68,91,122,162,144,75,44,318,29,330,90,450,20,549,63,314,119,430,62,533,78,10,-1,-1,57,22,-1,-1,91,555,88,549,53,549,50,590,36,590,6,551
024,shooting,5,84,27,49,96,39,104,117,87,143,10,61,95,123,135,144,29,46,318,32,326,95,451,20,546,65,314,121,434,61,538,82,12,-1,-1,59,27,-1,-1,95,559,93,550,56,548,50,590,34,588,6,550
024,shooting,6,95,52,57,116,45,126,130,91,143,9,72,114,139,130,-1,-1,57,331,40,335,109,456,26,552,80,331,138,442,70,541,86,41,-1,-1,68,55,-1,-1,108,554,101,550,59,552,56,591,41,591,7,554
024,shooting,7,97,64,56,121,55,121,129,86,137,8,62,118,143,86,-1,-1,64,330,49,334,109,455,24,548,81,329,137,445,76,543,91,52,-1,-1,64,67,-1,-1,111,556,107,548,67,548,62,592,45,590,7,553
024,shooting,8,87,65,56,114,53,115,123,79,128,8,59,112,128,89,143,15,68,321,52,323,98,456,23,550,83,319,131,439,71,545,83,58,-1,-1,61,62,-1,-1,108,559,102,551,65,551,56,592,38,589,7,556
024,shooting,9,82,62,54,112,47,112,109,74,116,8,68,109,124,120,143,80,66,312,50,315,87,449,21,552,86,311,118,438,66,548,76,58,-1,-1,54,63,-1,-1,104,568,100,557,59,557,50,592,36,591,7,557
024,shooting,10,76,61,56,113,40,113,98,74,104,7,73,113,144,122,137,59,61,297,45,299,72,436,20,546,80,296,100,428,65,533,70,59,-1,-1,48,68,-1,-1,91,562,91,551,58,546,48,593,34,588,6,549
024,shooting,11,70,61,46,110,28,114,92,71,106,7,70,110,141,108,143,51,61,285,44,288,58,424,24,544,80,285,93,418,73,538,61,58,-1,-1,44,71,-1,-1,93,569,98,558,61,544,44,593,28,592,7,549
024,shooting,12,55,64,38,114,19,116,75,64,103,7,62,114,123,98,144,34,52,280,36,282,36,407,19,533,69,278,74,407,69,524,50,64,55,62,29,77,-1,-1,88,558,94,547,56,530,36,593,20,584,6,541
024,shooting,13,56,84,38,130,15,133,69,77,106,6,69,125,112,95,144,49,54,288,37,288,35,416,19,538,74,286,74,413,74,519,50,80,-1,-1,28,94,-1,-1,91,569,100,558,59,529,44,594,26,588,6,547
024,shooting,14,46,93,38,141,11,143,67,79,97,6,62,136,100,90,144,40,52,296,32,296,37,421,20,542,73,296,76,418,69,521,41,90,-1,-1,24,105,-1,-1,90,570,93,560,56,525,38,594,24,592,6,545
024,shooting,15,49,96,35,135,11,146,68,81,102,6,65,131,105,84,143,36,55,301,35,301,35,424,14,543,75,298,79,423,71,523,42,92,-1,-1,26,105,-1,-1,91,566,104,559,55,528,35,594,16,588,7,546
024,shooting,16,55,95,37,143,7,146,69,79,94,6,69,137,106,88,143,32,55,298,37,300,37,417,18,542,76,298,80,419,70,525,44,94,-1,-1,21,110,-1,-1,91,568,99,558,55,530,33,594,18,590,11,544
