photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,96,80,121,76,92,170,-1,-1,71,93,57,200,5,231,123,288,145,284,95,419,123,535,106,291,58,431,117,562,-1,-1,-1,-1,106,14,60,7,60,588,71,593,131,573,82,539,84,536,136,543
2,-1,-1,100,86,126,76,56,173,8,175,76,94,52,195,5,203,125,284,145,284,97,412,125,530,108,284,62,425,119,559,-1,-1,-1,-1,109,14,69,7,63,585,74,593,131,565,84,537,87,532,138,541
3,-1,-1,106,82,127,75,-1,-1,-1,-1,84,97,54,189,4,170,127,288,146,285,105,418,129,533,111,290,68,427,120,560,-1,-1,-1,-1,116,11,77,7,77,587,86,593,133,571,92,537,95,537,137,540
4,-1,-1,109,87,130,74,78,136,23,129,88,93,45,177,4,125,127,295,146,294,99,429,133,538,110,298,69,433,125,565,-1,-1,-1,-1,119,15,80,7,83,589,95,593,135,573,94,541,97,538,142,552
5,-1,-1,110,85,134,72,-1,-1,-1,-1,87,89,38,159,4,78,127,298,146,294,104,430,134,539,114,298,66,430,125,562,-1,-1,-1,-1,118,14,86,7,85,586,93,593,136,567,96,539,97,536,145,550
6,-1,-1,107,97,128,88,78,101,31,40,87,106,26,151,4,58,127,304,146,303,100,433,136,539,109,307,63,433,121,557,-1,-1,76,7,121,32,84,18,80,589,90,593,136,571,94,539,97,539,144,550
7,-1,-1,109,88,131,80,73,77,33,7,85,97,14,119,4,25,126,297,146,294,101,430,134,531,109,300,56,432,122,558,-1,-1,-1,-1,123,24,79,14,78,587,87,593,136,566,91,540,94,536,146,544
8,-1,-1,107,104,131,93,72,82,38,7,82,110,5,113,7,20,124,305,145,304,98,433,135,533,106,308,52,436,122,557,-1,-1,70,30,119,40,80,36,74,587,86,593,136,564,93,539,94,539,145,542
9,-1,-1,104,104,130,97,80,87,51,9,78,108,5,101,17,7,120,304,143,300,96,439,133,537,99,309,55,441,120,556,-1,-1,69,21,115,47,78,40,72,592,83,593,133,565,88,540,93,537,145,547
10,-1,-1,103,110,130,105,81,81,62,6,77,114,5,93,26,6,120,308,141,306,99,439,135,535,99,311,58,445,124,557,-1,-1,71,32,122,53,75,49,74,592,86,594,139,564,90,546,92,541,145,543
11,-1,-1,98,108,126,102,83,76,-1,-1,71,111,5,88,30,6,114,304,135,301,96,434,132,539,94,306,60,445,120,560,-1,-1,66,37,117,57,77,50,69,591,82,594,134,565,89,545,92,542,145,547
12,-1,-1,102,107,131,98,95,80,-1,-1,74,114,5,78,32,6,116,295,136,294,102,426,131,527,91,295,68,437,120,551,-1,-1,-1,-1,118,57,75,49,70,585,80,594,135,564,88,538,89,534,145,532
13,-1,-1,102,113,133,113,-1,-1,-1,-1,71,123,5,86,28,6,116,300,141,295,104,427,129,529,97,302,69,437,120,558,-1,-1,69,50,124,71,81,60,71,585,85,594,131,560,87,544,89,542,145,538
14,-1,-1,107,125,142,125,-1,-1,-1,-1,73,127,5,77,21,6,120,299,142,295,111,423,135,525,93,302,76,430,124,549,-1,-1,78,60,128,81,88,75,71,587,82,594,140,558,91,541,92,539,145,530
15,-1,-1,108,136,145,136,104,100,-1,-1,74,136,19,82,5,5,124,302,145,300,124,427,132,529,93,302,88,433,124,551,-1,-1,85,73,137,98,90,86,70,590,85,595,137,557,91,537,91,537,142,535
16,-1,-1,112,137,145,145,93,80,55,5,78,135,29,86,5,20,123,305,145,303,128,426,130,525,95,307,93,430,118,553,-1,-1,-1,-1,130,107,93,98,74,593,86,595,130,555,95,538,95,538,145,538
17,-1,-1,111,128,143,135,86,58,52,5,78,126,28,71,5,13,117,295,145,295,127,419,129,521,97,295,89,424,111,549,-1,-1,-1,-1,-1,-1,95,89,67,595,82,595,127,557,-1,-1,-1,-1,143,533
18,-1,-1,114,133,145,136,90,67,50,5,82,136,29,73,5,20,118,297,145,294,129,417,131,515,97,298,90,421,105,546,-1,-1,-1,-1,137,94,97,88,65,595,80,595,118,548,-1,-1,-1,-1,135,528
19,-1,-1,117,130,145,131,86,62,50,5,84,131,25,82,5,21,119,297,145,293,131,411,128,517,96,297,90,424,106,548,-1,-1,-1,-1,131,97,98,84,68,594,82,595,122,549,-1,-1,-1,-1,137,528
20,-1,-1,111,132,145,136,81,65,45,5,79,134,29,84,5,22,115,298,145,294,130,418,130,520,96,300,96,420,109,549,-1,-1,-1,-1,132,90,96,86,64,593,79,595,121,553,-1,-1,-1,-1,136,530
21,-1,-1,112,128,143,130,87,69,46,5,79,128,25,81,5,22,116,299,145,297,129,419,129,521,94,301,98,427,114,551,-1,-1,-1,-1,131,92,98,83,67,591,83,595,127,553,94,535,-1,-1,141,531
