photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,62,46,84,98,46,97,6,97,32,7,117,101,104,165,87,97,74,311,46,307,13,427,58,524,101,317,74,445,131,546,58,34,74,42,46,33,98,43,108,593,124,590,144,554,18,555,18,543,74,534
2,58,28,84,85,46,85,6,67,21,7,119,88,105,142,90,66,74,305,46,299,14,422,59,521,100,307,74,443,132,548,53,16,66,22,-1,-1,103,27,106,593,122,593,144,552,17,555,17,548,74,531
3,67,45,84,107,44,100,6,78,26,7,121,104,104,147,90,72,70,308,43,305,6,432,57,527,94,312,74,449,132,551,61,27,80,30,50,41,105,41,105,593,123,590,144,555,13,558,13,551,73,538
4,66,57,89,115,45,115,6,82,27,7,125,112,108,139,93,69,69,308,41,301,9,430,57,534,95,312,81,455,131,554,63,43,77,46,-1,-1,108,47,108,593,126,591,144,561,12,564,11,554,74,541
5,69,73,82,119,45,115,6,74,22,7,119,123,97,107,-1,-1,63,303,32,296,12,426,51,531,94,305,81,437,129,551,62,59,81,59,56,70,107,62,109,593,125,591,144,564,10,560,10,551,66,541
6,69,77,84,127,47,124,6,72,28,6,116,131,102,98,84,13,65,300,34,297,18,425,53,536,96,301,90,438,132,555,66,68,84,66,61,77,108,75,109,594,128,591,144,564,15,564,12,555,69,542
7,80,81,80,133,44,128,8,75,25,6,116,141,108,88,87,9,60,304,31,302,23,429,55,544,91,307,94,436,133,562,73,71,91,77,59,77,108,88,108,594,125,594,143,576,9,572,7,562,69,549
8,77,83,77,148,40,145,16,83,37,6,113,151,103,97,87,18,63,313,35,312,25,438,53,546,87,315,100,439,131,565,67,76,86,76,53,92,101,90,107,594,126,594,144,575,9,577,6,565,69,555
9,74,90,72,149,36,147,12,84,31,6,108,151,105,89,83,13,55,306,28,304,28,428,47,534,86,306,96,430,127,557,64,82,86,82,47,99,105,104,103,594,122,594,144,564,9,564,6,555,64,547
10,83,96,78,156,38,156,22,90,38,9,116,158,108,85,89,6,62,309,29,306,28,431,50,540,87,311,101,435,137,560,68,90,97,92,53,108,108,110,113,594,134,594,143,564,9,568,7,560,67,545
11,81,98,73,156,37,156,26,84,37,6,108,156,106,84,96,8,56,310,31,310,36,438,54,547,86,311,103,443,135,566,69,94,87,94,54,109,100,112,110,594,129,594,144,577,9,577,6,568,69,558
12,79,103,72,161,37,163,30,90,37,6,106,163,97,79,93,19,55,315,32,315,33,445,50,553,82,316,98,446,130,576,66,96,86,96,50,112,96,117,110,594,126,594,144,584,10,578,6,575,66,563
13,80,101,75,157,37,157,25,93,39,6,108,164,104,80,99,17,61,313,28,313,34,438,55,543,87,313,104,445,139,562,66,98,87,98,49,114,101,116,111,594,129,594,143,573,7,570,7,562,68,550
