user_id,type,photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
018,layup,1,112,25,92,106,56,103,7,180,16,207,127,106,143,201,117,199,65,290,42,283,76,410,40,542,86,294,84,420,36,552,98,10,113,10,76,31,-1,-1,61,586,61,579,17,563,62,590,52,588,25,557
018,layup,2,104,20,87,106,51,106,7,178,11,204,126,106,143,200,112,200,70,284,47,280,83,404,62,532,88,290,63,416,23,538,92,12,108,10,72,30,-1,-1,40,590,44,578,9,542,86,578,72,576,59,538
018,layup,3,104,25,91,112,51,116,7,192,16,218,128,110,143,196,117,204,71,290,53,288,87,404,86,549,93,290,62,416,20,531,92,12,105,10,68,41,-1,-1,32,590,30,588,7,535,112,588,100,588,80,553
018,layup,4,98,17,86,111,48,113,10,184,18,223,124,105,143,190,116,204,77,283,56,282,93,408,107,557,97,291,61,414,18,520,85,14,102,10,68,37,-1,-1,17,590,18,583,7,522,134,583,123,584,99,573
018,layup,5,90,15,83,108,48,116,16,199,23,235,120,106,134,189,112,201,75,295,54,291,90,423,112,573,96,295,63,421,18,505,77,12,93,10,62,35,-1,-1,11,575,7,569,6,507,144,575,138,581,111,590
018,layup,6,87,17,78,109,43,120,20,201,28,239,113,102,135,182,113,203,76,293,56,293,91,423,118,572,93,293,67,421,18,482,76,13,89,9,56,38,-1,-1,8,551,9,545,6,480,144,562,142,568,117,591
018,layup,7,84,18,77,109,43,120,23,204,35,252,112,98,133,182,120,204,77,293,60,294,91,418,121,571,97,293,73,427,19,462,73,15,85,9,52,37,-1,-1,12,536,16,526,6,456,144,554,144,561,120,591
018,layup,8,79,21,74,111,35,122,22,215,35,253,110,102,135,177,128,197,76,292,56,292,91,421,117,570,101,290,79,424,21,457,65,13,79,9,47,45,-1,-1,21,521,24,516,6,446,144,555,141,566,115,591
018,layup,9,72,16,68,111,25,125,16,219,41,260,103,100,134,177,130,192,72,294,52,294,88,423,109,575,98,292,102,419,24,459,57,9,72,9,35,41,-1,-1,37,521,40,516,7,457,143,579,133,591,103,591
018,layup,10,64,16,59,119,16,126,12,220,45,268,105,103,141,162,141,181,66,291,34,291,88,407,93,557,91,289,122,415,31,474,48,12,62,9,16,44,-1,-1,69,533,69,524,9,472,134,589,116,591,84,572
018,layup,11,56,13,51,114,12,129,12,227,65,270,99,109,141,189,134,190,45,283,9,283,77,401,63,555,77,283,126,401,68,520,37,13,54,9,12,42,-1,-1,112,560,113,553,49,527,101,584,84,591,47,567
018,layup,12,50,18,47,120,10,133,25,236,74,273,85,116,119,209,110,251,38,290,7,294,59,412,29,558,65,288,116,408,101,546,35,15,50,9,9,46,-1,-1,143,582,143,569,87,561,71,589,54,591,19,569
018,layup,13,45,17,45,122,18,138,39,236,80,264,70,118,98,209,100,242,31,292,13,294,46,426,16,556,50,290,93,404,114,558,34,13,44,9,16,48,-1,-1,145,570,145,565,111,578,43,587,31,591,5,569
018,layup,14,48,15,49,127,27,142,54,239,88,242,73,123,93,205,-1,-1,36,300,20,300,40,447,13,555,54,300,92,416,121,570,37,11,48,9,25,48,-1,-1,145,570,145,566,120,591,34,589,25,589,5,566
018,layup,15,57,22,60,124,38,136,65,224,101,209,80,120,98,193,112,189,50,305,35,307,45,449,12,542,64,304,99,413,122,573,48,16,56,9,37,47,-1,-1,144,587,146,578,120,591,30,578,22,578,4,547
018,layup,16,65,14,67,116,46,130,75,199,107,167,85,114,99,169,116,148,60,303,45,304,49,447,12,517,76,301,108,406,121,556,56,12,63,9,44,46,-1,-1,144,591,146,584,115,574,26,560,16,556,4,517
018,layup,17,76,22,78,117,56,123,88,183,114,129,97,108,140,125,126,96,72,295,56,295,54,442,13,513,89,293,124,411,121,562,64,19,73,9,54,50,-1,-1,146,591,146,579,113,578,22,561,13,559,4,509
018,layup,18,83,18,83,104,65,112,99,156,112,89,102,96,146,92,128,55,86,293,68,293,53,431,12,508,102,293,128,421,118,556,73,15,82,8,61,44,-1,-1,142,592,143,585,109,572,18,560,7,553,4,504
018,layup,19,86,21,86,96,69,106,104,134,106,57,103,90,146,67,124,26,90,290,72,290,53,411,12,507,106,290,127,422,110,556,77,15,83,8,62,42,-1,-1,130,592,131,585,103,562,13,567,4,556,4,499
018,layup,20,84,22,90,99,72,105,109,116,103,40,108,86,146,52,127,8,94,284,78,279,50,396,12,490,111,285,123,418,108,546,77,22,84,15,65,52,-1,-1,125,592,127,580,98,554,12,546,4,541,4,486
018,layup,21,84,32,92,97,75,109,112,96,97,24,113,93,145,50,125,7,97,279,80,276,49,391,10,476,113,284,112,422,103,537,75,37,87,28,65,60,-1,-1,113,593,120,582,92,546,15,531,5,526,5,476
018,layup,22,86,43,98,113,77,116,110,80,94,7,121,104,145,69,126,7,98,283,84,279,53,409,17,483,118,283,107,422,97,535,75,45,86,39,66,78,-1,-1,104,593,110,586,86,538,12,535,5,531,12,481
018,layup,23,82,74,93,142,79,142,103,77,88,7,114,143,146,109,122,44,99,309,83,306,56,423,18,492,115,310,96,436,75,537,72,77,82,73,66,105,-1,-1,83,593,91,586,64,538,13,545,4,537,15,490
018,layup,24,79,106,96,169,79,162,91,85,88,7,112,177,146,158,123,98,102,334,88,333,66,448,18,515,116,334,93,455,59,537,71,110,-1,-1,67,130,-1,-1,61,593,69,585,48,533,15,568,4,561,15,511
018,layup,25,88,128,92,181,76,175,78,86,77,7,109,193,146,194,125,140,96,348,83,347,68,460,17,539,110,351,91,462,38,541,76,124,88,119,60,148,-1,-1,38,593,44,584,35,538,14,593,4,588,12,534
