photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,142,19,79,93,58,97,64,209,126,252,106,91,89,195,126,248,35,286,8,291,94,403,36,553,56,276,135,402,77,540,138,9,-1,-1,105,19,-1,-1,121,560,120,555,73,553,77,590,61,591,18,560
2,121,16,66,91,48,91,65,200,143,226,92,91,90,193,139,223,31,293,7,300,90,405,21,549,50,284,119,400,62,535,109,9,-1,-1,80,18,-1,-1,97,554,94,549,61,549,65,588,50,591,7,554
3,92,23,54,99,35,99,77,194,145,175,72,99,88,210,143,194,25,298,8,305,76,408,20,549,45,293,99,408,50,535,88,9,-1,-1,62,25,-1,-1,78,551,74,542,48,540,55,589,44,591,5,556
4,92,21,58,98,37,95,83,157,137,143,80,102,107,195,145,152,33,302,15,312,78,411,19,548,50,296,100,414,50,532,83,9,-1,-1,61,21,-1,-1,80,552,76,545,48,538,54,588,42,591,5,554
5,85,25,54,98,36,98,88,131,133,71,73,98,114,181,145,80,36,309,17,314,79,424,18,550,51,305,98,426,49,543,80,9,-1,-1,58,25,-1,-1,78,561,72,552,45,552,49,589,38,591,5,557
6,84,34,50,99,38,96,109,80,137,9,65,101,134,145,145,39,38,309,25,313,82,427,21,549,57,309,102,429,50,535,81,19,-1,-1,59,32,-1,-1,80,559,74,552,49,549,50,591,40,591,5,554
7,97,54,61,112,46,112,120,85,143,8,80,114,129,119,144,36,49,323,32,325,97,439,25,551,68,323,115,440,61,538,87,44,97,44,63,49,-1,-1,89,567,87,556,60,553,60,592,46,592,6,556
8,96,73,54,114,44,110,115,92,130,7,66,123,125,117,144,73,51,316,38,319,95,437,21,551,66,316,115,443,61,542,89,59,-1,-1,66,59,-1,-1,92,561,88,557,54,556,59,593,44,593,6,557
9,114,63,67,114,51,115,135,84,143,7,83,110,140,86,-1,-1,76,308,55,309,109,443,29,553,95,308,135,445,76,547,109,54,-1,-1,79,64,-1,-1,108,569,103,562,66,557,67,593,50,593,7,559
10,113,56,62,106,53,107,133,73,142,7,76,103,131,77,-1,-1,80,293,62,295,97,433,26,546,101,293,131,432,68,544,102,50,116,54,76,56,-1,-1,102,573,107,562,60,546,68,593,48,593,8,548
11,72,62,46,111,24,114,89,77,96,6,74,114,138,116,144,58,56,286,40,287,54,422,22,544,74,286,89,419,54,533,69,58,-1,-1,44,65,-1,-1,64,573,72,566,44,537,41,594,26,594,6,548
12,57,74,34,124,6,124,74,79,91,6,60,124,124,115,144,76,43,283,23,283,34,410,21,546,65,283,71,410,60,542,52,67,-1,-1,26,74,-1,-1,76,579,89,566,54,546,43,594,21,594,11,555
13,57,82,39,134,6,134,66,82,96,6,73,132,128,117,144,65,44,289,25,291,27,416,21,542,69,288,69,419,63,536,46,79,58,77,22,88,-1,-1,76,575,85,567,58,542,41,594,25,588,8,550
14,54,81,33,131,5,132,61,73,88,6,63,130,106,98,145,48,43,293,26,293,35,417,25,542,61,291,69,422,65,539,45,77,-1,-1,25,92,-1,-1,84,575,88,572,58,544,47,594,32,589,12,553
15,56,88,33,136,6,136,63,60,93,6,64,134,104,92,144,42,44,291,26,294,40,412,24,540,64,289,73,412,73,534,44,79,-1,-1,21,92,-1,-1,90,574,98,568,58,540,48,594,32,588,10,546
16,52,95,36,142,6,143,66,69,95,6,67,134,101,84,144,30,50,297,34,297,50,421,34,544,67,295,77,421,73,542,48,84,-1,-1,21,99,-1,-1,90,579,96,573,66,548,52,594,36,591,21,552
17,59,95,40,147,6,151,72,79,104,6,73,141,105,104,144,43,56,300,38,300,55,422,38,546,76,299,87,422,77,538,53,91,-1,-1,23,108,-1,-1,94,579,104,570,72,552,59,594,42,589,23,552
