user_id,type,photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
003,layup,1,26,12,60,107,11,118,41,192,21,227,99,103,129,208,47,237,92,280,62,280,52,429,124,460,124,280,92,425,109,553,17,10,43,10,9,31,71,31,84,590,103,590,122,567,126,499,122,497,141,445
003,layup,2,21,18,51,110,12,112,39,193,12,224,94,110,127,209,43,232,88,289,58,289,45,433,103,498,121,289,101,435,125,549,14,10,41,10,10,37,70,35,97,588,119,590,140,561,84,545,82,537,121,498
003,layup,3,24,22,47,112,12,112,38,199,9,222,81,110,109,212,31,234,84,295,59,295,28,429,81,510,112,297,103,439,128,539,16,10,40,10,10,39,64,37,109,590,128,590,141,547,57,572,47,563,97,515
003,layup,4,22,21,42,109,12,107,40,190,8,215,73,111,90,213,23,234,77,295,50,291,15,418,58,535,105,297,105,437,135,531,17,10,37,10,-1,-1,62,36,113,587,133,585,142,533,23,590,18,583,73,544
003,layup,5,33,13,48,106,21,108,45,188,17,219,74,106,85,204,29,232,76,292,55,292,22,411,45,554,100,292,98,429,135,513,30,9,45,9,-1,-1,70,33,121,572,135,570,143,511,7,591,7,587,58,565
003,layup,6,44,15,59,104,35,109,52,193,28,224,81,102,86,202,40,235,85,289,64,289,35,405,40,564,106,289,97,429,137,495,41,9,57,11,-1,-1,74,36,128,562,137,556,144,484,6,591,6,582,50,580
003,layup,7,50,15,60,105,39,108,51,196,27,228,81,105,91,207,47,233,84,292,66,294,39,426,30,571,103,292,92,439,135,495,47,9,60,11,-1,-1,80,33,126,561,135,552,145,488,5,589,5,583,38,591
003,layup,8,36,21,48,110,25,112,39,195,13,229,73,108,85,204,35,234,75,288,56,289,25,428,10,568,97,288,77,428,132,486,35,9,48,9,-1,-1,71,41,122,550,132,547,144,479,17,591,6,588,12,582
003,layup,9,62,14,72,112,49,115,60,192,41,228,95,110,106,201,60,230,91,283,74,284,50,422,40,574,109,277,82,415,136,490,61,9,72,9,-1,-1,90,42,127,546,136,542,145,488,5,577,8,574,44,591
003,layup,10,61,15,70,108,40,118,47,191,34,222,101,106,114,202,60,222,93,272,73,280,41,400,40,557,114,268,76,400,133,499,61,9,72,10,-1,-1,92,39,116,550,127,547,144,499,6,591,7,581,50,571
003,layup,11,69,12,76,115,41,126,34,216,31,237,115,115,136,213,72,234,100,284,74,290,38,406,53,556,126,281,74,394,128,535,66,9,84,9,-1,-1,101,40,100,583,114,581,143,548,7,591,8,584,65,570
003,layup,12,66,14,78,122,34,126,16,210,20,227,125,122,142,220,64,236,100,285,73,289,30,415,62,553,130,285,77,392,100,563,64,9,86,12,-1,-1,111,47,62,590,77,590,114,581,9,591,8,588,69,572
003,layup,13,76,12,84,128,42,130,18,213,8,227,123,126,142,225,70,227,105,289,74,289,27,419,72,568,132,289,74,412,82,570,74,9,92,12,-1,-1,118,48,32,586,45,591,92,591,32,584,33,579,88,591
003,layup,14,89,10,93,124,53,126,40,198,7,193,131,119,143,215,76,196,109,290,87,295,46,419,101,547,134,288,86,401,87,573,89,9,104,10,-1,-1,127,44,40,588,52,591,101,591,35,583,-1,-1,117,557
003,layup,15,106,13,110,113,81,111,27,186,6,137,144,114,137,189,83,151,115,283,94,286,58,406,122,516,137,283,92,403,106,562,106,8,121,13,-1,-1,137,44,63,590,73,592,121,578,78,537,81,533,136,524
003,layup,16,106,17,112,106,73,106,12,149,7,84,143,109,125,166,83,100,112,282,90,282,69,413,127,499,136,279,85,408,111,559,107,8,123,12,-1,-1,142,41,69,592,83,592,125,571,104,525,106,516,141,506
003,layup,17,109,16,108,106,71,110,6,114,18,40,142,106,112,130,82,50,108,280,86,280,82,414,133,490,127,280,82,411,115,558,108,8,124,12,-1,-1,142,42,79,592,95,592,131,570,118,524,-1,-1,144,500
003,layup,18,111,19,107,104,67,100,6,90,30,7,140,106,96,90,80,16,98,279,78,278,83,416,129,484,124,282,83,411,124,554,111,12,125,19,-1,-1,144,43,85,593,98,593,138,564,102,510,-1,-1,142,486
003,layup,19,110,30,107,108,67,105,6,79,40,8,140,108,92,74,77,7,92,275,69,275,76,399,129,466,116,275,106,413,129,554,110,29,126,29,-1,-1,144,62,93,593,110,593,142,560,120,507,-1,-1,144,463
003,layup,20,105,52,91,114,59,114,6,79,40,14,121,114,76,58,64,6,76,278,57,278,59,402,124,453,95,278,107,418,112,542,107,49,114,52,-1,-1,126,77,88,594,105,591,123,551,144,484,138,484,142,445
003,layup,21,109,67,87,124,59,125,6,86,39,30,114,128,76,62,61,6,76,293,47,290,52,405,127,450,95,293,112,421,127,534,112,64,116,67,-1,-1,130,100,102,594,116,591,131,544,114,495,-1,-1,144,443
003,layup,22,111,69,89,126,61,126,6,86,38,30,115,128,72,60,65,6,70,294,46,294,46,409,123,451,94,296,121,427,139,535,-1,-1,121,69,-1,-1,136,95,123,594,141,591,144,537,123,500,-1,-1,142,446
003,layup,23,99,56,79,124,50,121,5,71,35,6,104,125,61,69,57,6,56,296,35,295,37,420,114,460,77,297,102,423,133,537,101,54,109,56,-1,-1,119,91,121,594,135,591,145,537,108,498,-1,-1,131,453
003,layup,24,91,70,77,132,46,126,5,73,31,6,101,136,53,97,53,40,53,302,30,299,35,431,103,470,74,302,96,425,137,531,-1,-1,103,73,-1,-1,116,103,125,594,134,592,145,533,103,497,101,497,116,464
003,layup,25,90,83,76,144,56,136,5,72,22,6,97,157,42,142,39,83,42,307,19,307,30,439,103,503,63,308,92,426,137,532,-1,-1,100,84,-1,-1,112,114,126,594,136,593,145,532,108,549,101,548,115,503
003,layup,26,80,101,66,162,46,147,5,82,12,6,89,178,32,187,12,131,29,318,5,316,21,451,89,522,51,318,86,431,139,533,-1,-1,91,104,-1,-1,101,132,131,594,144,589,145,533,91,579,85,574,102,521
003,layup,27,79,112,60,172,38,149,20,78,18,6,85,190,38,218,5,168,30,327,7,325,28,456,80,538,51,327,86,442,134,529,-1,-1,89,114,-1,-1,93,144,136,583,145,577,141,523,79,594,70,591,92,537
003,layup,28,79,79,68,140,49,118,37,47,31,5,88,165,48,208,4,171,41,305,21,304,38,433,79,532,60,305,89,419,133,496,-1,-1,89,83,-1,-1,93,113,138,554,146,551,140,495,77,594,69,591,90,532
003,layup,29,71,106,68,162,46,135,38,74,31,5,84,185,49,234,4,218,44,315,30,315,41,442,71,542,62,313,90,426,134,486,-1,-1,82,106,-1,-1,94,132,137,542,146,535,140,484,70,595,62,593,82,544
003,layup,30,76,96,67,151,47,131,34,67,34,5,82,172,54,232,3,222,47,308,32,310,40,431,61,539,67,308,92,413,134,471,-1,-1,84,96,-1,-1,92,122,136,526,147,519,138,469,59,595,54,590,72,546
