photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,105,23,64,97,49,97,69,204,143,221,88,97,90,206,132,223,62,297,41,299,83,427,22,555,79,297,116,427,79,530,100,10,-1,-1,74,23,-1,-1,105,555,105,542,64,540,55,584,43,590,7,561
2,98,16,64,97,42,95,75,192,144,184,85,99,94,210,138,200,59,295,39,299,79,430,19,556,75,291,108,430,75,537,89,10,-1,-1,68,16,-1,-1,101,556,99,547,64,541,51,588,39,590,6,562
3,96,23,61,95,39,95,88,173,144,144,84,97,99,208,144,168,58,296,39,304,75,438,19,559,75,292,110,438,74,540,88,10,-1,-1,64,23,-1,-1,99,559,98,547,61,545,50,588,39,590,6,565
4,96,27,61,98,37,91,92,147,144,93,84,106,115,191,144,149,61,305,39,307,81,436,18,558,77,303,110,444,72,540,86,10,-1,-1,62,23,-1,-1,98,563,97,550,62,544,48,590,37,590,6,565
5,91,27,57,93,34,91,96,112,135,50,81,97,121,182,144,112,57,300,35,302,83,432,20,550,74,294,110,443,72,534,84,10,-1,-1,61,21,-1,-1,97,561,96,552,61,546,48,590,35,590,6,554
6,91,27,59,90,37,88,102,84,131,12,82,96,131,167,144,82,59,298,38,298,83,431,19,553,77,296,108,443,73,535,83,10,-1,-1,59,22,-1,-1,97,555,96,545,61,543,50,590,39,590,6,561
7,89,37,58,99,34,99,98,90,127,10,82,103,141,152,144,43,58,306,43,310,81,440,18,555,78,306,107,442,69,538,82,25,-1,-1,58,39,-1,-1,95,553,93,544,58,542,49,586,37,590,6,559
8,89,43,58,110,39,108,103,84,121,9,80,111,141,139,144,56,62,308,46,310,72,440,20,557,83,307,108,444,72,539,83,39,-1,-1,58,50,-1,-1,98,559,98,552,61,546,50,591,38,591,6,563
9,84,60,55,114,44,114,97,85,117,9,69,114,120,137,144,67,67,311,47,311,69,440,20,554,82,311,105,444,71,540,79,51,-1,-1,57,60,-1,-1,93,563,93,554,61,552,45,591,32,591,6,564
10,89,57,57,113,43,113,100,81,119,8,76,113,133,103,144,35,67,299,52,299,67,442,19,555,84,299,104,430,79,536,83,52,-1,-1,61,59,-1,-1,95,563,98,551,67,548,44,592,31,590,6,563
11,83,63,54,111,43,111,96,79,118,8,67,111,120,111,144,66,68,290,54,291,54,428,19,552,89,290,96,423,77,537,78,55,-1,-1,55,63,-1,-1,92,566,96,557,66,545,43,592,29,589,6,553
12,72,72,48,121,30,121,80,87,107,8,73,122,122,121,144,66,60,288,40,288,35,422,13,549,77,288,82,419,64,528,64,69,-1,-1,43,72,-1,-1,76,567,84,559,52,538,35,592,22,592,6,555
13,58,84,43,133,14,133,72,82,107,7,71,133,122,119,144,76,47,287,28,290,14,415,10,540,69,287,71,411,61,523,49,82,-1,-1,28,87,-1,-1,79,571,89,559,47,524,22,593,6,587,8,545
14,55,85,39,132,15,132,64,76,97,7,67,131,102,97,144,46,49,287,33,287,21,415,8,531,67,287,67,412,67,522,52,78,-1,-1,33,93,-1,-1,80,571,83,563,52,531,20,593,6,588,8,535
15,62,106,41,144,21,147,68,78,100,7,68,138,103,92,144,52,52,295,35,299,27,419,7,541,68,292,69,414,68,527,54,96,-1,-1,35,102,-1,-1,83,576,92,570,54,538,19,593,6,591,6,550
16,63,94,48,139,21,139,77,70,105,7,76,136,109,87,144,43,55,299,38,300,33,425,16,546,73,297,77,420,66,530,60,86,-1,-1,38,99,-1,-1,90,575,94,567,52,535,21,593,6,587,14,551
17,63,92,47,141,22,142,76,79,107,7,76,137,110,92,144,33,58,294,39,296,40,417,13,538,76,292,76,414,66,529,59,85,-1,-1,39,99,-1,-1,88,576,92,568,52,535,25,593,10,590,6,548
18,68,97,49,140,21,141,75,79,107,7,75,137,109,89,143,26,58,296,41,297,38,417,11,540,75,293,76,416,71,529,58,89,71,96,38,100,-1,-1,83,579,89,566,55,537,25,593,8,584,7,547
