photo number,001
 ,x,y
nose,145,21
neck,121,107
shoulderR,102,111
elbowR,59,182
handR,82,262
shoulderL,139,107
elbowL,130,192
handL,141,233
ass,92,298
legR,76,294
kneeR,100,441
feetR,14,478
legL,111,301
kneeL,122,428
feetL,80,572
eyeR,136,11
eyeL,143,8
earR,115,37
earL,-1,-1
footBoardR1,119,592
footBoardR2,114,582
footBoardR3,68,585
footBoardL1,12,551
footBoardL2,6,545
footBoardL3,5,468
photo number,002
 ,x,y
nose,144,16
neck,119,106
shoulderR,92,103
elbowR,33,167
handR,62,243
shoulderL,144,109
elbowL,134,185
handL,143,219
ass,84,296
legR,70,293
kneeR,108,426
feetR,16,491
legL,99,299
kneeL,107,433
feetL,45,561
eyeR,133,10
eyeL,137,8
earR,108,35
earL,-1,-1
footBoardR1,84,592
footBoardR2,83,581
footBoardR3,31,574
footBoardL1,21,544
footBoardL2,10,540
footBoardL3,6,486
photo number,003
 ,x,y
nose,144,11
neck,115,101
shoulderR,87,99
elbowR,26,163
handR,61,231
shoulderL,144,102
elbowL,142,180
handL,144,212
ass,87,289
legR,73,287
kneeR,129,416
feetR,39,523
legL,102,292
kneeL,87,428
feetL,23,554
eyeR,130,10
eyeL,140,8
earR,104,32
earL,-1,-1
footBoardR1,64,587
footBoardR2,64,579
footBoardR3,6,563
footBoardL1,64,589
footBoardL2,52,592
footBoardL3,24,520
photo number,004
 ,x,y
nose,134,18
neck,115,103
shoulderR,88,98
elbowR,33,165
handR,65,235
shoulderL,140,108
elbowL,143,180
handL,145,206
ass,91,286
legR,78,282
kneeR,138,397
feetR,86,532
legL,104,286
kneeL,81,415
feetL,20,538
eyeR,124,9
eyeL,128,8
earR,102,38
earL,-1,-1
footBoardR1,36,592
footBoardR2,40,588
footBoardR3,5,543
footBoardL1,121,585
footBoardL2,111,583
footBoardL3,74,538
photo number,005
 ,x,y
nose,120,20
neck,103,104
shoulderR,78,104
elbowR,37,170
handR,64,237
shoulderL,130,106
elbowL,135,179
handL,133,210
ass,88,277
legR,75,276
kneeR,128,392
feetR,110,544
legL,102,280
kneeL,80,409
feetL,17,525
eyeR,110,11
eyeL,115,8
earR,92,39
earL,-1,-1
footBoardR1,24,592
footBoardR2,23,583
footBoardR3,4,528
footBoardL1,146,577
footBoardL2,136,580
footBoardL3,101,559
photo number,006
 ,x,y
nose,96,21
neck,86,106
shoulderR,63,106
elbowR,34,177
handR,55,244
shoulderL,106,105
elbowL,114,178
handL,112,218
ass,76,285
legR,66,284
kneeR,109,402
feetR,114,558
legL,86,286
kneeL,64,418
feetL,12,516
eyeR,87,12
eyeL,94,8
earR,71,39
earL,-1,-1
footBoardR1,11,592
footBoardR2,11,585
footBoardR3,4,520
footBoardL1,146,572
footBoardL2,140,579
footBoardL3,109,574
photo number,007
 ,x,y
nose,86,14
neck,77,111
shoulderR,57,113
elbowR,32,188
handR,54,261
shoulderL,98,105
elbowL,107,184
handL,101,228
ass,73,301
legR,63,301
kneeR,100,424
feetR,119,574
legL,83,301
kneeL,63,438
feetL,12,511
eyeR,78,12
eyeL,83,8
earR,64,42
earL,-1,-1
footBoardR1,10,588
footBoardR2,10,578
footBoardR3,3,511
footBoardL1,147,572
footBoardL2,144,578
footBoardL3,115,592
photo number,008
 ,x,y
nose,78,12
neck,71,102
shoulderR,52,111
elbowR,30,191
handR,52,264
shoulderL,91,99
elbowL,103,184
handL,97,230
ass,70,304
legR,60,304
kneeR,93,429
feetR,122,572
legL,78,304
kneeL,66,438
feetL,13,494
eyeR,70,11
eyeL,76,8
earR,59,35
earL,-1,-1
footBoardR1,9,563
footBoardR2,13,558
footBoardR3,3,490
footBoardL1,147,560
footBoardL2,145,566
footBoardL3,121,592
photo number,009
 ,x,y
nose,73,18
neck,66,106
shoulderR,46,115
elbowR,23,201
handR,52,266
shoulderL,85,101
elbowL,97,185
handL,94,231
ass,66,305
legR,54,300
kneeR,90,436
feetR,122,574
legL,76,305
kneeL,69,436
feetL,12,485
eyeR,66,9
eyeL,69,8
earR,51,40
earL,-1,-1
footBoardR1,14,556
footBoardR2,17,548
footBoardR3,4,479
footBoardL1,146,559
footBoardL2,143,571
footBoardL3,120,592
photo number,010
 ,x,y
nose,67,11
neck,61,103
shoulderR,38,112
elbowR,13,199
handR,52,261
shoulderL,81,97
elbowL,97,181
handL,92,219
ass,60,292
legR,44,295
kneeR,89,431
feetR,117,576
legL,72,290
kneeL,74,419
feetL,15,473
eyeR,56,9
eyeL,62,8
earR,42,39
earL,-1,-1
footBoardR1,27,537
footBoardR2,26,526
footBoardR3,4,472
footBoardL1,146,558
footBoardL2,142,571
footBoardL3,114,592
photo number,011
 ,x,y
nose,58,12
neck,49,110
shoulderR,29,115
elbowR,5,206
handR,52,258
shoulderL,72,100
