photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,83,21,44,86,29,90,117,84,144,10,58,86,121,137,144,44,47,303,28,309,81,434,23,550,66,301,114,425,69,535,79,10,-1,-1,55,13,-1,-1,102,554,99,550,57,550,53,590,41,590,6,556
2,83,48,46,107,33,107,114,87,138,9,61,105,122,121,143,20,49,318,30,320,82,446,21,554,68,314,113,431,70,543,78,36,-1,-1,55,48,-1,-1,105,564,101,556,61,556,50,591,36,591,7,559
3,89,62,51,115,42,115,121,89,140,8,60,114,130,99,143,30,55,318,39,319,86,445,23,557,73,313,118,435,73,548,80,48,-1,-1,57,58,-1,-1,108,565,105,555,66,557,55,592,41,588,7,565
4,90,63,55,113,44,115,127,77,138,8,61,110,124,86,142,25,60,309,40,309,83,441,24,554,78,306,124,432,83,543,77,60,-1,-1,57,61,-1,-1,116,561,113,559,75,558,57,592,40,591,8,559
5,79,64,50,112,36,112,107,76,115,7,64,112,114,95,143,71,51,298,36,299,64,432,21,548,68,295,102,424,70,543,70,60,-1,-1,51,68,-1,-1,102,563,102,561,64,557,50,593,35,593,7,554
6,79,63,48,110,34,116,115,70,129,7,66,103,129,83,142,27,66,281,48,283,63,419,27,544,85,279,111,414,85,537,69,56,-1,-1,48,64,-1,-1,115,566,121,561,71,546,53,593,34,589,8,546
7,52,65,32,114,9,114,88,72,102,7,52,116,114,116,142,62,36,279,21,279,24,406,12,546,54,278,69,402,69,524,44,62,-1,-1,20,73,-1,-1,90,561,102,557,52,535,33,593,14,591,8,554
8,51,85,34,136,8,136,81,81,107,7,65,136,123,117,143,66,41,295,24,295,22,421,14,545,61,293,68,417,68,529,47,84,-1,-1,22,98,-1,-1,86,574,100,562,58,540,43,593,24,593,7,552
9,56,93,39,140,7,142,75,75,107,6,64,138,111,103,143,52,43,297,25,300,24,422,16,542,63,296,68,418,71,519,46,91,-1,-1,21,106,-1,-1,96,573,103,564,58,532,39,594,21,585,9,547
10,53,92,38,142,16,150,69,74,102,6,63,137,102,88,144,37,47,301,30,301,34,428,17,545,65,299,71,424,69,528,43,88,-1,-1,23,105,-1,-1,88,573,92,563,54,532,36,594,19,591,6,546
11,49,90,39,137,12,148,72,72,101,6,67,134,106,86,143,31,51,298,32,301,35,424,15,542,72,298,79,421,68,528,47,87,-1,-1,28,104,-1,-1,86,572,99,564,56,533,36,594,24,590,7,546
12,49,99,43,149,11,153,77,82,101,6,70,145,105,96,143,34,57,306,34,306,45,431,15,544,79,304,81,429,69,530,45,97,-1,-1,27,113,-1,-1,84,578,97,571,59,544,39,594,24,592,7,548
13,55,98,41,148,16,153,73,80,105,6,70,141,105,94,143,33,58,296,38,297,54,427,20,547,79,296,86,427,73,535,50,95,-1,-1,25,110,-1,-1,90,578,100,575,58,547,42,594,28,591,7,551
14,53,96,44,145,12,153,80,81,106,6,70,142,105,93,142,34,64,301,44,303,50,426,20,545,85,300,88,424,70,533,48,95,-1,-1,29,111,-1,-1,88,577,102,566,59,537,48,594,29,587,8,548
