photo number,001
 ,x,y
nose,97,16
neck,60,102
shoulderR,40,94
elbowR,70,193
handR,143,195
shoulderL,83,104
elbowL,95,217
handL,143,201
ass,48,293
legR,30,301
kneeR,81,434
feetR,20,553
legL,69,287
kneeL,117,416
feetL,77,528
eyeR,91,10
eyeL,-1,-1
earR,68,21
earL,-1,-1
footBoardR1,107,549
footBoardR2,104,543
footBoardR3,64,536
footBoardL1,51,588
footBoardL2,37,590
footBoardL3,7,565
photo number,002
 ,x,y
nose,86,20
neck,52,98
shoulderR,30,94
elbowR,76,181
handR,142,148
shoulderL,75,106
elbowL,93,211
handL,144,163
ass,43,305
legR,26,309
kneeR,75,427
feetR,17,560
legL,64,301
kneeL,107,427
feetL,65,536
eyeR,77,10
eyeL,-1,-1
earR,54,22
earL,-1,-1
footBoardR1,92,558
footBoardR2,90,546
footBoardR3,55,544
footBoardL1,42,590
footBoardL2,30,590
footBoardL3,6,564
photo number,003
 ,x,y
nose,86,24
neck,53,101
shoulderR,31,101
elbowR,90,159
handR,136,105
shoulderL,75,101
elbowL,103,197
handL,144,123
ass,48,304
legR,30,310
kneeR,77,433
feetR,17,558
legL,66,298
kneeL,112,431
feetL,73,532
eyeR,77,10
eyeL,-1,-1
earR,53,26
earL,-1,-1
footBoardR1,98,554
footBoardR2,93,546
footBoardR3,61,546
footBoardL1,43,590
footBoardL2,31,590
footBoardL3,6,566
photo number,004
 ,x,y
nose,87,24
neck,55,98
shoulderR,33,100
elbowR,103,118
handR,144,48
shoulderL,76,96
elbowL,120,178
handL,144,114
ass,53,306
legR,33,308
kneeR,86,432
feetR,20,552
legL,74,302
kneeL,117,434
feetL,73,532
eyeR,82,10
eyeL,-1,-1
earR,56,20
earL,-1,-1
footBoardR1,99,552
footBoardR2,97,546
footBoardR3,61,540
footBoardL1,50,590
footBoardL2,37,590
footBoardL3,6,558
photo number,005
 ,x,y
nose,88,24
neck,55,96
shoulderR,33,98
elbowR,104,83
handR,140,10
shoulderL,76,94
elbowL,140,155
handL,144,31
ass,56,307
legR,36,309
kneeR,85,435
feetR,20,553
legL,78,301
kneeL,117,437
feetL,79,533
eyeR,79,10
eyeL,-1,-1
earR,55,24
earL,-1,-1
footBoardR1,104,555
footBoardR2,103,551
footBoardR3,67,541
footBoardL1,47,590
footBoardL2,33,590
footBoardL3,6,557
photo number,006
 ,x,y
nose,89,41
neck,56,106
shoulderR,40,106
elbowR,108,85
handR,134,9
shoulderL,78,106
elbowL,142,137
handL,144,30
ass,60,314
legR,41,320
kneeR,84,444
feetR,22,555
legL,79,312
kneeL,116,442
feetL,78,535
eyeR,79,32
eyeL,-1,-1
earR,55,45
earL,-1,-1
footBoardR1,102,554
footBoardR2,102,550
footBoardR3,66,541
footBoardL1,49,591
footBoardL2,36,591
footBoardL3,6,561
photo number,007
 ,x,y
nose,87,51
neck,56,104
shoulderR,42,109
elbowR,116,79
handR,136,9
shoulderL,74,101
elbowL,134,88
handL,143,21
ass,65,312
legR,48,314
kneeR,89,441
feetR,22,559
legL,83,311
kneeL,120,441
feetL,79,545
eyeR,79,44
eyeL,86,37
earR,59,49
earL,-1,-1
footBoardR1,106,558
footBoardR2,106,549
footBoardR3,67,549
footBoardL1,50,591
footBoardL2,37,591
footBoardL3,7,565
photo number,008
 ,x,y
nose,95,57
neck,62,108
shoulderR,52,111
elbowR,119,76
handR,142,8
shoulderL,72,103
elbowL,143,94
handL,-1,-1
ass,76,302
legR,55,303
kneeR,89,445
feetR,25,556
legL,93,302
kneeL,123,437
feetL,89,541
eyeR,91,44
eyeL,96,44
earR,62,57
earL,-1,-1
footBoardR1,119,558
footBoardR2,119,556
footBoardR3,76,551
footBoardL1,54,592
footBoardL2,37,590
footBoardL3,7,560
photo number,009
 ,x,y
nose,81,61
neck,52,110
shoulderR,42,112
elbowR,98,75
handR,118,8
shoulderL,63,107
elbowL,133,107
handL,144,30
ass,68,302
legR,47,303
kneeR,67,439
feetR,19,554
legL,84,297
kneeL,102,426
feetL,71,538
eyeR,72,51
eyeL,-1,-1
earR,53,61
earL,-1,-1
footBoardR1,94,560
footBoardR2,95,557
footBoardR3,58,551
footBoardL1,42,592
footBoardL2,29,589
footBoardL3,6,557
photo number,010
 ,x,y
nose,82,66
neck,51,113
shoulderR,41,115
elbowR,99,70
handR,121,7
shoulderL,64,110
elbowL,126,94
handL,144,22
ass,69,282
legR,56,282
kneeR,56,412
feetR,19,545
legL,87,281
kneeL,99,412
feetL,69,528
eyeR,72,60
eyeL,-1,-1
earR,55,66
earL,-1,-1
footBoardR1,92,561
footBoardR2,95,551
footBoardR3,57,531
footBoardL1,42,593
footBoardL2,29,588
footBoardL3,6,546
photo number,011
 ,x,y
nose,67,77
neck,46,124
shoulderR,28,124
elbowR,83,77
