photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,72,24,81,103,43,102,5,142,19,74,112,103,99,206,72,142,84,310,58,308,8,416,62,508,111,313,71,435,129,547,61,8,84,8,46,24,97,26,101,589,115,592,145,553,24,542,30,527,78,519
2,-1,-1,78,86,43,84,5,112,21,29,111,92,92,189,71,100,83,301,58,296,7,409,61,501,109,307,68,430,130,540,-1,-1,82,8,-1,-1,96,23,100,592,116,590,145,553,24,535,27,522,76,513
3,54,64,82,85,47,83,5,90,23,8,111,94,97,168,82,93,84,302,58,296,7,416,60,507,108,309,67,438,130,542,48,48,61,48,-1,-1,95,45,100,592,115,592,145,555,23,536,23,531,74,517
4,82,50,82,99,47,91,6,87,25,8,111,105,94,161,74,90,78,314,53,312,6,420,60,507,104,318,67,442,132,547,-1,-1,85,38,47,35,55,29,103,592,116,592,144,556,22,541,23,528,74,521
5,-1,-1,82,107,48,104,6,82,28,7,113,104,96,152,79,86,73,315,48,311,6,423,60,509,101,323,70,445,129,545,-1,-1,-1,-1,-1,-1,59,39,103,593,120,593,144,553,21,543,26,530,73,520
6,63,37,81,99,47,96,6,70,28,7,116,96,99,133,78,57,73,310,47,309,6,428,63,515,100,314,73,448,130,553,60,20,77,24,47,24,103,26,103,593,118,593,144,557,24,544,25,537,77,520
7,67,47,80,111,44,107,6,74,29,7,118,110,90,125,78,60,72,313,44,307,11,428,60,520,99,317,74,447,132,547,61,30,78,31,54,37,103,38,103,593,118,593,144,557,25,546,25,538,74,524
8,63,68,84,117,43,116,6,77,27,6,120,116,89,117,77,22,69,304,41,303,9,426,59,526,92,313,77,442,128,549,60,61,74,58,-1,-1,100,61,100,591,118,594,144,562,13,548,13,543,74,530
9,64,65,85,119,43,119,6,76,27,6,125,122,93,114,88,15,67,301,40,298,19,427,61,521,95,306,88,441,130,552,64,60,77,60,-1,-1,106,65,106,594,125,594,144,557,21,552,24,541,77,532
10,63,80,82,139,44,133,6,83,34,6,116,141,97,110,82,11,67,310,38,304,24,428,63,532,96,314,96,434,131,563,57,65,80,67,51,79,105,79,105,594,122,594,144,570,18,563,18,560,77,542
11,72,99,76,148,39,146,6,87,34,6,113,156,93,101,72,9,59,307,33,305,24,428,57,526,91,309,93,428,129,555,63,87,82,97,54,97,108,115,106,594,126,592,144,559,13,562,9,556,73,533
12,84,96,81,155,43,152,7,94,29,15,120,157,103,92,67,6,65,309,29,307,29,422,58,527,98,311,103,422,139,552,67,92,95,90,51,107,117,110,113,594,136,591,143,558,10,563,7,556,74,535
13,82,97,78,154,40,151,19,84,27,8,115,158,101,86,79,5,60,307,26,303,27,419,53,533,95,307,101,426,134,550,65,91,95,91,46,109,112,111,108,595,127,593,143,555,11,565,7,557,68,536
14,83,102,81,157,40,155,24,92,26,10,118,157,101,84,83,5,61,309,28,307,38,426,57,534,97,309,104,427,138,552,68,97,97,96,51,113,104,115,117,595,140,591,143,561,7,572,7,563,74,544
15,79,98,76,157,36,154,24,84,23,6,112,157,94,75,83,6,60,309,27,307,36,426,56,537,94,309,100,428,130,554,63,92,90,89,44,110,96,111,107,594,130,591,143,559,8,571,7,559,72,545
16,74,97,71,151,32,151,23,81,22,5,106,153,91,73,80,13,56,301,26,299,36,419,56,533,89,301,100,423,128,552,61,94,83,94,43,107,93,109,102,595,125,592,144,555,8,565,6,554,71,539
