photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,78,24,80,104,30,94,9,170,17,149,128,112,124,226,67,202,87,302,56,301,7,418,63,531,120,306,78,432,128,550,64,8,91,10,48,24,107,27,98,592,117,592,143,558,13,552,13,546,78,546
2,84,22,84,102,41,93,6,155,31,99,129,107,118,222,84,182,91,302,62,299,14,418,66,522,121,307,84,434,130,547,70,8,98,8,55,22,111,26,101,592,122,592,144,557,20,552,20,541,81,539
3,79,16,87,103,45,90,6,124,22,61,127,105,102,206,75,121,87,306,59,302,7,418,60,516,116,306,75,437,128,550,70,8,91,10,52,16,106,24,98,592,118,592,144,558,17,548,18,539,75,527
4,69,46,88,84,48,72,10,87,30,8,127,87,105,179,84,100,86,297,57,293,6,411,61,518,115,303,74,431,130,541,-1,-1,78,26,-1,-1,102,30,98,592,117,592,144,556,15,544,16,538,77,523
5,74,49,93,92,51,87,10,87,34,8,127,105,112,171,90,87,83,313,56,308,6,429,64,525,112,317,78,443,130,551,56,30,97,44,50,27,111,40,103,592,123,592,144,559,18,552,19,546,79,532
6,-1,-1,89,105,52,97,11,80,35,8,126,111,109,168,89,92,82,314,52,308,6,426,60,517,110,320,76,442,129,548,-1,-1,-1,-1,-1,-1,62,35,102,592,120,592,144,553,19,552,19,539,76,529
7,89,71,90,125,51,123,10,93,42,7,133,125,107,171,90,107,78,329,52,326,7,440,59,530,107,331,74,453,133,553,76,56,106,60,59,53,123,60,107,593,124,590,143,556,18,553,18,549,74,534
8,94,58,81,118,44,117,6,83,32,7,128,118,110,157,85,80,75,319,44,316,6,431,57,530,101,326,78,452,131,556,79,41,110,44,54,44,115,56,100,593,122,593,144,562,8,562,8,549,72,542
9,68,47,88,108,43,106,7,70,34,7,128,108,105,137,80,33,74,308,41,305,7,430,57,527,101,317,75,448,128,552,64,32,80,33,-1,-1,111,43,100,593,118,593,143,557,7,557,8,548,74,538
10,77,56,93,113,46,112,7,73,33,7,130,112,109,129,93,56,73,303,42,302,12,428,57,533,100,306,86,446,129,555,73,39,93,39,57,53,115,52,100,593,123,592,143,563,7,563,7,553,76,539
11,79,69,100,123,50,121,10,71,35,6,140,123,109,121,100,28,71,299,45,296,21,429,62,536,105,300,102,435,136,557,76,54,90,56,-1,-1,121,69,107,594,130,594,143,563,7,560,7,557,76,541
12,82,96,88,147,45,141,7,92,44,6,132,154,106,109,95,29,64,308,37,306,23,429,55,535,98,310,98,429,133,553,71,82,98,86,59,93,117,98,105,594,125,593,143,564,7,564,7,553,68,547
13,90,86,89,140,50,139,18,83,42,6,125,146,110,102,94,31,72,301,40,296,37,419,55,538,100,304,108,427,130,557,75,76,100,77,60,89,121,93,106,594,125,594,143,569,8,569,7,557,72,545
14,93,96,85,144,45,143,23,82,44,6,125,149,113,96,95,22,68,299,41,297,41,420,57,537,98,302,109,423,132,554,78,85,98,85,59,97,125,109,109,594,130,591,143,560,7,569,7,558,72,543
15,94,100,88,156,50,153,34,85,41,6,122,159,114,94,95,22,70,303,39,303,41,423,56,537,96,304,111,426,132,554,80,94,107,96,59,109,122,113,109,594,129,591,143,563,11,568,7,560,73,547
16,93,94,89,152,50,152,42,100,-1,-1,122,152,114,82,104,6,72,302,42,301,42,422,57,541,96,302,111,429,132,562,78,84,104,84,59,99,-1,-1,108,594,126,594,143,570,7,570,7,565,74,552
17,86,92,85,145,49,145,42,98,69,79,118,147,108,70,104,6,68,301,36,301,38,425,54,547,100,301,112,430,134,563,78,85,100,85,61,101,112,100,104,594,119,594,143,568,9,572,7,564,70,552
18,89,90,87,148,49,148,38,92,87,14,120,148,108,67,106,6,70,306,38,305,41,434,57,549,101,306,115,438,138,571,78,85,104,83,60,103,115,100,106,594,124,594,143,580,7,578,7,567,72,560
