photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,79,25,88,99,46,93,32,192,36,278,131,112,132,223,95,276,95,274,68,269,33,402,45,530,121,276,105,419,136,556,71,10,88,10,60,23,106,21,117,589,131,590,144,566,6,556,6,547,56,545
2,78,25,88,103,49,93,29,184,38,269,127,116,121,230,90,271,94,292,69,288,31,403,45,532,118,300,103,430,138,559,69,12,90,10,63,25,108,25,118,590,132,590,144,567,6,561,6,548,56,548
3,76,22,89,100,52,87,25,163,49,236,123,110,107,236,63,236,90,295,65,291,28,405,43,531,114,301,98,435,134,551,68,10,89,10,64,18,108,18,116,590,132,588,144,563,6,553,6,549,55,547
4,79,27,91,102,55,96,21,139,34,106,120,118,100,233,68,167,91,302,67,296,24,408,45,524,115,310,93,443,139,555,69,12,91,10,64,24,107,24,118,590,134,590,144,561,6,555,6,543,55,539
5,80,26,92,98,60,90,22,112,48,56,118,110,92,211,75,128,87,307,65,301,21,411,44,530,111,311,92,449,135,558,73,10,92,10,66,18,107,18,117,590,129,590,144,566,6,558,9,548,57,546
6,68,65,91,100,59,85,28,81,52,10,118,116,96,205,79,122,84,313,59,307,19,423,45,531,106,321,91,452,135,557,-1,-1,80,55,-1,-1,106,41,119,590,131,590,144,565,6,557,8,547,58,547
7,76,71,90,111,62,99,28,73,45,9,116,129,72,182,76,92,81,317,56,311,18,426,45,536,104,326,89,461,132,555,66,56,84,56,54,47,108,49,116,591,130,589,144,555,6,555,8,548,58,548
8,76,76,92,128,61,114,27,86,51,9,117,134,93,162,84,116,79,326,53,320,17,436,44,537,103,333,88,465,132,554,67,58,89,60,55,55,112,62,118,591,131,589,144,558,6,558,6,547,56,544
9,94,75,92,130,59,125,26,87,56,8,120,137,118,187,-1,-1,72,321,49,316,14,431,42,530,98,331,90,463,131,560,84,60,105,58,66,69,112,70,118,592,130,592,144,570,8,560,6,557,54,543
10,84,74,93,127,64,122,27,80,55,8,119,130,90,144,67,95,70,313,47,308,15,427,41,529,95,321,93,456,133,552,76,59,95,59,62,63,116,67,122,592,135,587,144,557,9,561,6,550,53,537
11,89,79,98,127,67,121,31,86,61,8,127,136,103,150,110,108,74,303,49,300,22,424,41,526,100,312,102,445,140,556,83,68,102,67,72,73,120,74,128,592,141,591,144,561,16,562,6,559,53,532
12,96,81,100,128,68,118,36,82,69,7,128,129,104,145,97,98,78,292,56,288,31,417,31,524,101,298,114,427,140,554,87,66,105,69,81,76,126,82,129,593,144,587,144,555,17,570,6,561,45,531
13,91,93,104,132,71,127,38,82,60,7,135,140,108,125,121,104,83,285,56,281,40,397,28,515,108,292,122,414,139,548,94,85,106,82,-1,-1,125,90,127,593,143,586,139,553,15,563,7,553,40,519
14,105,113,105,155,73,147,52,81,61,7,136,160,105,129,89,49,83,304,56,301,39,420,28,532,107,307,121,425,139,540,103,104,113,105,-1,-1,135,113,122,593,139,592,143,548,12,579,7,573,41,535
15,100,111,104,152,72,148,68,87,60,7,134,164,108,99,88,21,84,308,54,307,37,419,35,527,112,311,119,431,135,550,102,106,114,102,-1,-1,131,111,127,593,143,592,139,558,19,576,7,570,50,531
16,98,110,102,157,76,145,66,88,61,7,128,164,113,89,91,12,78,303,56,293,37,410,37,523,107,304,116,422,138,548,94,107,113,109,-1,-1,131,123,127,593,139,591,143,554,11,570,7,562,52,525
