photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,79,96,118,99,144,70,125,8,42,96,78,96,-1,-1,78,302,101,302,142,432,103,561,53,302,82,426,25,546,-1,-1,-1,-1,114,28,64,27,56,566,53,561,6,561,142,583,132,592,90,577
2,-1,-1,80,118,117,124,144,76,117,8,44,118,-1,-1,-1,-1,76,312,102,313,143,438,102,565,49,309,79,428,22,551,-1,-1,-1,-1,114,58,63,58,59,569,50,564,6,565,144,586,133,592,89,576
3,-1,-1,79,127,117,130,144,68,116,8,43,123,-1,-1,-1,-1,79,306,103,309,141,441,101,567,55,306,75,427,22,548,-1,-1,-1,-1,113,62,63,62,61,567,55,564,6,564,144,585,133,592,87,582
4,-1,-1,81,128,119,133,144,66,114,7,41,124,65,105,-1,-1,81,306,107,306,140,437,100,567,53,306,69,428,23,548,-1,-1,-1,-1,114,71,66,71,53,569,47,562,6,556,142,588,131,593,85,571
5,-1,-1,78,131,118,135,140,67,114,7,42,129,48,176,-1,-1,84,304,109,301,131,433,102,561,56,304,59,419,19,543,-1,-1,-1,-1,109,79,61,81,45,569,44,565,6,557,144,593,130,593,89,572
6,-1,-1,75,136,112,139,139,68,108,7,30,135,46,85,55,32,75,299,105,297,125,421,108,557,44,299,40,416,11,541,-1,-1,-1,-1,100,80,52,88,27,571,18,565,7,557,143,593,128,591,91,567
7,-1,-1,77,139,120,135,142,67,115,7,26,143,42,83,52,24,76,305,109,305,120,424,132,555,42,305,30,420,8,547,-1,-1,-1,-1,102,85,52,93,20,593,8,585,8,563,102,563,105,561,133,573
8,-1,-1,73,141,120,141,142,71,117,7,27,144,38,80,47,13,74,299,109,299,120,428,136,572,44,299,27,426,8,563,-1,-1,-1,-1,99,89,49,98,27,584,16,579,8,577,99,575,111,572,139,593
9,-1,-1,72,147,113,151,127,78,115,6,23,149,40,88,41,24,72,300,98,300,115,424,127,559,37,297,24,416,12,546,-1,-1,-1,-1,96,100,41,106,24,580,15,577,8,566,135,594,142,590,118,572
10,-1,-1,67,151,105,149,108,80,105,6,28,157,31,93,36,37,65,298,100,298,105,422,117,548,31,296,24,411,10,535,-1,-1,-1,-1,89,107,40,114,15,577,7,573,10,552,143,594,138,589,105,559
11,-1,-1,68,154,107,152,108,78,108,6,26,156,31,82,31,31,65,301,102,302,107,425,108,549,29,301,25,415,8,538,-1,-1,-1,-1,90,109,34,110,12,577,8,573,8,552,142,594,130,587,99,556
12,-1,-1,67,151,106,151,111,77,106,6,27,157,34,83,39,26,66,304,102,304,106,427,108,551,30,301,25,425,8,544,-1,-1,-1,-1,89,110,39,114,22,579,17,578,8,561,142,594,128,593,94,561
13,-1,-1,68,155,107,155,115,78,107,6,27,157,30,89,44,28,66,305,103,304,107,428,111,549,30,305,27,422,9,538,-1,-1,-1,-1,90,108,36,112,27,579,27,576,8,551,142,594,129,590,103,561
14,-1,-1,75,155,118,155,131,79,118,6,31,157,39,79,49,21,73,305,112,305,118,427,121,550,34,305,27,422,12,540,-1,-1,-1,-1,104,111,41,113,44,588,34,584,9,556,141,594,141,591,112,563
