photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,67,25,81,99,39,94,26,181,7,242,124,113,136,221,79,269,89,294,62,294,28,402,60,535,118,296,88,423,128,559,57,9,76,9,47,21,100,25,100,588,117,591,143,568,17,559,17,550,75,550
2,65,20,78,102,39,87,26,158,7,207,116,107,127,225,66,259,89,295,64,294,26,401,64,538,116,301,86,426,130,556,57,9,77,9,51,18,101,20,101,589,115,591,143,569,23,555,23,547,78,555
3,66,24,78,105,40,92,15,159,7,181,117,113,118,229,65,246,91,299,66,295,25,404,66,537,118,305,83,432,131,554,61,9,78,9,51,24,102,24,106,589,121,591,143,567,22,554,22,552,80,554
4,62,24,76,104,38,88,7,183,10,160,115,116,99,233,47,212,90,302,62,293,18,406,62,525,117,307,76,432,131,552,60,9,76,11,47,17,101,24,103,589,118,591,143,559,21,552,21,539,78,540
5,57,25,70,103,35,86,-1,-1,-1,-1,105,118,74,229,39,171,80,303,55,299,7,408,57,531,107,314,66,446,128,554,52,10,70,11,42,13,94,23,95,590,112,590,143,564,14,554,15,541,76,541
6,69,27,84,111,53,101,6,120,11,82,112,117,74,210,41,138,88,311,65,304,18,413,66,535,112,319,70,445,130,554,64,10,80,10,53,15,102,27,104,590,119,590,144,562,29,554,29,550,81,541
7,72,23,78,101,48,84,6,96,22,29,112,118,69,187,61,132,88,315,66,306,20,418,69,539,109,323,67,453,131,552,66,10,83,10,-1,-1,102,29,109,590,123,590,144,564,32,560,33,548,87,550
8,50,41,81,91,55,77,7,52,21,15,107,103,51,157,44,74,81,304,57,302,9,414,60,528,100,314,60,449,132,548,43,25,61,27,-1,-1,98,10,107,590,121,588,143,557,22,557,25,546,76,540
9,62,75,76,126,50,112,7,77,23,9,104,141,50,160,39,98,76,321,54,317,11,433,59,537,100,330,62,464,130,555,50,58,75,58,33,58,100,58,107,591,123,591,143,556,21,558,21,555,75,541
10,72,74,79,139,48,126,6,84,31,8,109,143,80,161,-1,-1,72,330,54,326,16,438,62,539,97,336,66,466,131,554,59,61,84,59,43,72,103,72,110,592,124,592,144,557,27,562,27,557,75,546
11,65,52,80,106,57,101,7,50,18,8,106,118,76,121,-1,-1,76,302,50,299,12,425,61,535,93,306,71,452,134,550,59,40,78,42,48,47,106,47,110,592,127,587,143,553,20,560,20,555,76,539
12,77,88,81,138,52,132,7,88,36,8,111,141,81,154,-1,-1,69,316,48,312,18,436,63,540,96,321,76,456,131,556,66,75,87,76,48,81,111,87,111,592,128,591,143,560,26,572,23,561,81,549
13,69,79,79,126,51,124,7,73,28,7,110,129,78,139,71,82,65,301,43,300,12,424,57,537,91,304,78,438,129,555,62,73,79,73,-1,-1,110,82,115,593,132,591,143,559,24,574,16,560,75,541
14,66,11,82,61,55,61,23,9,-1,-1,115,63,79,63,63,24,63,256,39,254,19,393,45,518,94,256,95,401,134,542,61,8,79,8,-1,-1,106,14,118,592,137,587,142,547,23,569,8,561,66,523
15,85,98,88,135,49,135,24,86,42,7,124,136,54,98,44,39,65,294,34,291,29,416,33,539,93,298,104,421,126,545,70,86,95,86,65,91,124,99,121,593,142,588,129,555,23,584,8,575,49,541
16,86,100,88,144,53,134,34,83,34,7,123,146,67,89,48,24,67,297,41,295,32,419,32,533,93,297,107,425,128,547,86,92,101,96,-1,-1,123,105,112,593,132,589,142,549,14,578,8,568,51,541
17,88,101,88,144,52,135,42,90,33,7,122,148,88,101,48,14,67,293,42,292,33,412,36,532,92,295,103,421,128,536,86,89,103,89,-1,-1,123,102,116,593,131,591,142,541,14,578,8,573,56,536
18,73,103,85,149,49,145,46,98,39,6,119,155,80,98,45,13,64,298,42,296,27,414,42,530,88,298,100,424,128,534,-1,-1,91,98,-1,-1,119,110,110,594,128,587,143,538,18,575,7,564,58,531
