photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,72,75,81,124,43,121,6,77,24,7,117,125,99,113,78,16,60,306,37,302,9,431,48,535,87,309,76,447,131,552,64,69,78,63,57,75,103,67,102,593,119,593,144,563,9,563,9,552,63,543
2,74,73,77,130,42,126,6,79,27,6,112,137,106,102,82,15,63,306,33,300,15,433,50,535,92,310,83,442,130,553,62,64,80,64,50,75,101,73,101,594,120,594,144,563,12,566,12,553,64,546
3,71,81,74,138,38,136,6,84,24,6,110,144,104,94,80,10,58,301,28,298,15,429,44,532,86,303,89,430,129,549,59,70,78,70,49,84,92,87,104,594,120,591,144,558,6,562,6,555,59,540
4,77,84,74,145,39,141,12,84,28,14,107,152,99,86,78,6,56,304,28,299,23,427,45,530,83,304,91,429,129,549,66,73,88,73,48,88,-1,-1,105,594,122,594,144,556,6,565,6,560,61,541
5,83,97,76,157,37,153,17,88,36,6,112,159,102,85,83,12,57,309,33,306,27,434,50,548,83,310,98,440,131,565,68,88,93,86,52,104,102,113,108,594,128,594,144,576,10,578,6,572,66,554
6,80,98,75,154,38,154,25,91,35,6,111,156,105,90,93,8,59,306,28,306,27,427,44,537,84,307,98,430,133,552,69,92,93,92,53,108,102,111,111,594,131,591,144,559,9,570,6,562,62,543
7,88,104,78,161,41,161,37,91,39,6,109,162,107,86,95,15,61,313,37,308,34,436,54,544,89,314,109,434,139,563,75,101,95,101,58,115,107,117,113,594,133,594,143,574,11,577,7,565,71,551
8,79,103,74,162,37,164,28,90,37,6,108,162,95,77,95,21,59,311,27,306,28,430,46,537,83,313,105,430,132,550,65,98,90,93,50,119,97,118,112,594,129,592,144,558,9,571,6,562,62,547
9,78,106,74,159,36,159,27,91,34,6,106,163,96,81,93,16,58,309,27,309,27,430,47,538,81,311,106,433,132,557,65,97,87,97,52,119,97,119,112,594,131,592,144,563,9,569,6,563,62,549
10,74,106,72,165,33,163,27,89,36,7,107,165,94,82,86,6,57,318,27,317,29,440,48,545,80,318,107,440,131,562,58,104,80,104,51,121,94,121,108,594,128,594,144,572,8,573,6,562,64,554
