photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,101,19,61,101,45,97,69,198,143,217,77,101,80,213,90,228,48,292,27,295,86,424,20,555,66,290,113,407,74,536,90,9,-1,-1,70,24,-1,-1,101,555,101,551,62,546,57,587,45,591,7,561
2,92,19,55,98,38,96,78,186,144,178,74,96,83,207,141,194,44,297,25,305,80,424,18,554,64,295,108,418,69,535,83,10,-1,-1,62,21,-1,-1,95,556,93,554,60,546,53,588,41,590,6,558
3,84,23,50,97,37,97,87,168,141,131,70,97,93,201,144,146,48,304,29,312,81,429,17,553,62,298,103,427,62,536,79,10,-1,-1,57,25,-1,-1,88,559,86,551,52,549,49,590,38,590,6,561
4,83,27,50,100,38,102,93,137,144,74,68,100,102,178,131,133,48,307,32,315,82,434,19,553,66,303,108,434,64,537,80,10,-1,-1,57,27,-1,-1,91,557,90,551,56,551,49,590,38,590,6,561
5,87,24,55,92,42,94,113,102,140,29,70,90,125,155,144,53,54,306,35,308,89,431,18,551,69,298,113,431,65,545,80,10,-1,-1,55,24,-1,-1,98,569,92,555,55,553,52,590,39,590,6,561
6,89,43,57,109,42,113,122,87,140,9,73,107,140,156,144,28,57,324,40,325,92,442,20,555,78,322,116,440,66,547,81,28,-1,-1,59,43,-1,-1,100,568,96,564,55,559,53,591,39,591,6,564
7,83,46,57,111,43,114,118,86,129,9,71,111,140,143,144,30,58,318,38,318,86,445,21,557,72,316,110,438,66,541,78,41,-1,-1,57,52,-1,-1,95,564,94,559,58,554,51,591,38,591,6,561
8,86,55,59,113,44,113,118,77,125,9,77,111,135,113,144,44,62,308,44,311,83,441,24,557,79,306,112,438,68,542,79,43,81,41,54,55,-1,-1,98,561,96,557,59,556,54,590,43,591,6,564
9,88,63,59,114,48,115,116,78,127,8,70,114,144,115,142,29,65,301,48,302,81,439,22,556,83,301,111,434,72,543,81,50,88,50,59,62,-1,-1,100,566,100,558,62,556,54,592,40,592,6,561
10,86,59,64,109,50,112,113,75,126,8,76,109,144,120,144,33,67,291,51,292,72,431,20,552,85,291,104,425,76,550,78,53,-1,-1,58,59,-1,-1,100,570,103,567,65,559,50,592,34,589,6,556
11,77,59,56,111,41,111,98,71,112,7,72,111,137,116,144,55,61,276,47,276,55,411,18,545,80,276,91,411,68,542,70,46,-1,-1,44,61,-1,-1,85,570,89,563,56,555,44,593,30,588,6,547
12,62,11,35,64,19,64,79,28,82,8,50,64,114,70,143,33,50,235,35,237,31,382,15,539,66,232,78,379,64,522,52,8,-1,-1,32,19,-1,-1,79,567,86,556,50,535,31,592,13,589,7,552
13,62,63,39,110,16,110,79,63,110,7,69,110,125,95,144,46,49,278,34,278,23,405,16,538,66,278,69,400,66,517,50,59,-1,-1,31,72,-1,-1,81,564,93,556,53,526,31,593,16,587,6,548
14,49,90,36,132,14,135,63,82,99,7,65,132,106,97,144,52,45,293,29,293,23,409,12,536,62,292,65,409,65,520,45,86,-1,-1,23,95,-1,-1,77,570,83,559,51,533,23,593,10,590,6,540
15,51,95,41,140,11,145,64,77,99,7,64,133,103,92,144,46,45,302,27,305,27,423,9,547,63,302,67,421,60,534,43,92,-1,-1,22,102,-1,-1,79,577,87,570,43,538,22,593,6,591,6,553
16,54,95,41,144,10,145,70,76,103,7,69,135,109,84,144,44,52,297,31,300,35,416,10,540,72,297,74,416,59,529,45,93,-1,-1,25,108,-1,-1,79,572,88,565,45,535,25,593,9,585,6,549
17,56,87,43,141,22,144,74,74,102,7,71,134,109,86,144,32,56,295,39,301,41,420,13,542,76,293,76,420,67,532,47,87,-1,-1,31,103,-1,-1,76,577,89,568,56,540,28,593,13,587,6,549
18,55,93,48,145,15,147,77,78,105,7,73,134,109,90,143,28,62,300,41,300,48,421,14,540,81,299,84,421,69,534,50,93,-1,-1,29,108,-1,-1,84,579,88,571,52,542,32,593,15,588,7,544
