photo number,001
 ,x,y
nose,9,25
neck,46,103
shoulderR,20,101
elbowR,55,181
handR,31,213
shoulderL,75,105
elbowL,102,206
handL,43,232
ass,86,265
legR,66,265
kneeR,62,408
feetR,133,448
legL,103,267
kneeL,66,411
feetL,91,558
eyeR,7,11
eyeL,20,11
earR,-1,-1
earL,48,25
footBoardR1,63,583
footBoardR2,71,589
footBoardR3,102,573
footBoardL1,134,518
footBoardL2,127,507
footBoardL3,143,444
photo number,002
 ,x,y
nose,12,25
neck,47,104
shoulderR,21,102
elbowR,55,191
handR,29,218
shoulderL,75,108
elbowL,104,214
handL,40,222
ass,92,274
legR,70,270
kneeR,55,421
feetR,129,463
legL,115,276
kneeL,84,426
feetL,118,561
eyeR,8,10
eyeL,26,10
earR,-1,-1
earL,55,27
footBoardR1,84,588
footBoardR2,98,590
footBoardR3,129,569
footBoardL1,127,513
footBoardL2,126,509
footBoardL3,142,451
photo number,003
 ,x,y
nose,9,20
neck,46,106
shoulderR,22,94
elbowR,-1,-1
handR,-1,-1
shoulderL,65,114
elbowL,89,217
handL,27,219
ass,86,287
legR,61,285
kneeR,37,413
feetR,102,494
legL,105,287
kneeL,89,435
feetL,129,554
eyeR,7,10
eyeL,22,16
earR,-1,-1
earL,49,34
footBoardR1,100,582
footBoardR2,113,590
footBoardR3,143,560
footBoardL1,88,542
footBoardL2,88,532
footBoardL3,117,494
photo number,004
 ,x,y
nose,8,24
neck,39,109
shoulderR,22,103
elbowR,40,201
handR,19,209
shoulderL,54,118
elbowL,75,219
handL,19,223
ass,76,302
legR,53,296
kneeR,22,411
feetR,78,507
legL,97,304
kneeL,94,438
feetL,132,549
eyeR,7,10
eyeL,22,10
earR,-1,-1
earL,47,34
footBoardR1,110,588
footBoardR2,125,590
footBoardR3,143,559
footBoardL1,58,568
footBoardL2,50,562
footBoardL3,92,507
photo number,005
 ,x,y
nose,6,15
neck,34,105
shoulderR,20,101
elbowR,39,197
handR,16,201
shoulderL,48,106
elbowL,63,215
handL,13,219
ass,66,290
legR,43,290
kneeR,13,401
feetR,54,528
legL,88,292
kneeL,101,434
feetL,135,536
eyeR,6,10
eyeL,19,10
earR,-1,-1
earL,42,29
footBoardR1,115,590
footBoardR2,129,590
footBoardR3,144,540
footBoardL1,25,583
footBoardL2,20,573
footBoardL3,66,534
photo number,006
 ,x,y
nose,17,13
neck,39,106
shoulderR,30,106
elbowR,39,199
handR,17,218
shoulderL,50,108
elbowL,59,212
handL,18,218
ass,63,290
legR,47,288
kneeR,16,396
feetR,38,551
legL,82,293
kneeL,102,422
feetL,136,528
eyeR,17,9
eyeL,27,11
earR,-1,-1
earL,48,30
footBoardR1,123,585
footBoardR2,136,581
footBoardR3,144,528
footBoardL1,6,591
footBoardL2,6,581
footBoardL3,49,562
photo number,007
 ,x,y
nose,37,15
neck,55,106
shoulderR,47,106
elbowR,51,196
handR,37,213
shoulderL,60,106
elbowL,66,204
handL,33,219
ass,73,293
legR,57,291
kneeR,30,404
feetR,36,563
legL,85,293
kneeL,104,413
feetL,138,511
eyeR,38,9
eyeL,46,13
earR,-1,-1
earL,61,31
footBoardR1,130,576
footBoardR2,138,572
footBoardR3,146,506
footBoardL1,4,591
footBoardL2,6,578
footBoardL3,42,578
photo number,008
 ,x,y
nose,43,16
neck,58,103
shoulderR,51,103
elbowR,57,192
handR,38,207
shoulderL,65,103
elbowL,70,207
handL,39,223
ass,74,297
legR,58,297
kneeR,36,421
feetR,30,575
legL,87,297
kneeL,102,415
feetL,138,491
eyeR,43,9
eyeL,51,11
earR,-1,-1
earL,65,33
footBoardR1,134,558
footBoardR2,142,549
footBoardR3,146,488
footBoardL1,4,576
footBoardL2,5,573
footBoardL3,35,591
photo number,009
 ,x,y
nose,47,16
neck,61,102
shoulderR,51,106
elbowR,61,196
handR,43,219
shoulderL,69,102
elbowL,73,203
handL,42,219
ass,76,293
legR,63,295
kneeR,42,425
feetR,29,572
legL,87,293
kneeL,98,418
feetL,141,466
eyeR,49,9
eyeL,55,12
earR,-1,-1
earL,69,34
footBoardR1,135,526
footBoardR2,142,519
footBoardR3,146,454
footBoardL1,4,566
footBoardL2,6,563
footBoardL3,33,591
photo number,010
 ,x,y
nose,47,12
neck,62,103
shoulderR,50,109
elbowR,60,193
handR,40,214
shoulderL,70,100
elbowL,76,197
handL,40,212
ass,75,293
legR,62,295
kneeR,40,433
feetR,32,571
legL,86,290
kneeL,93,433
feetL,138,443
eyeR,47,9
eyeL,55,10
earR,-1,-1
earL,69,36
footBoardR1,142,505
footBoardR2,146,500
footBoardR3,143,431
footBoardL1,4,571
footBoardL2,7,569
footBoardL3,34,591
photo number,011
 ,x,y
nose,44,14
neck,58,104
shoulderR,43,109
elbowR,57,195
handR,34,216
shoulderL,70,99
