photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,98,82,128,78,-1,-1,-1,-1,69,91,53,199,5,237,127,275,145,273,108,416,132,536,106,280,68,426,117,561,-1,-1,53,7,106,17,66,14,63,584,75,593,130,567,86,540,91,536,143,547
2,-1,-1,105,78,132,76,-1,-1,-1,-1,78,88,53,189,4,200,127,277,146,274,104,418,134,532,109,281,72,430,120,560,-1,-1,-1,-1,110,7,74,7,73,583,84,593,131,567,96,539,97,535,144,544
3,-1,-1,107,95,132,94,113,196,-1,-1,82,100,49,196,4,182,127,291,146,287,104,430,134,535,111,294,69,436,121,562,-1,-1,71,7,114,26,79,24,75,587,85,593,133,572,98,542,101,542,144,546
4,-1,-1,110,82,134,75,78,136,26,115,85,89,46,172,4,119,127,288,146,283,106,428,136,532,112,290,72,439,124,563,-1,-1,-1,-1,122,7,84,7,82,588,92,593,134,570,103,542,104,538,145,545
5,-1,-1,110,87,134,77,-1,-1,-1,-1,86,95,39,165,4,81,128,290,145,289,106,432,140,535,112,293,68,436,124,560,-1,-1,-1,-1,124,14,84,7,84,585,94,593,135,567,115,539,-1,-1,146,545
6,-1,-1,106,82,128,78,74,89,28,40,85,93,25,140,4,47,122,297,142,290,103,435,140,539,103,300,60,435,120,561,-1,-1,-1,-1,120,11,80,7,79,589,89,593,132,572,78,582,-1,-1,146,551
7,-1,-1,104,82,126,75,71,70,30,10,82,92,16,121,4,19,120,297,138,292,102,441,136,537,102,297,58,434,118,561,-1,-1,-1,-1,116,18,79,7,79,585,88,593,132,568,-1,-1,-1,-1,146,547
8,-1,-1,104,96,129,86,71,72,35,7,81,103,6,109,4,11,119,304,142,297,104,441,138,534,102,307,55,441,119,562,-1,-1,69,14,117,32,79,27,77,588,84,593,135,572,115,520,115,523,146,546
9,-1,-1,102,100,123,97,72,83,43,7,80,110,4,97,12,7,117,309,136,307,99,444,134,537,94,312,52,444,117,559,-1,-1,71,21,119,42,78,37,72,586,83,593,131,571,-1,-1,-1,-1,146,545
10,63,56,102,124,131,117,-1,-1,-1,-1,74,127,5,89,31,6,108,303,131,303,104,437,133,534,88,306,71,444,117,561,-1,-1,72,51,117,74,81,67,65,587,77,594,131,567,90,548,-1,-1,145,548
11,-1,-1,110,138,142,140,97,152,-1,-1,73,138,7,83,5,5,112,308,133,308,116,428,133,527,84,311,76,440,115,554,-1,-1,76,73,129,97,84,87,65,588,82,595,129,558,99,538,97,536,145,538
12,73,81,108,139,145,144,103,95,52,5,73,137,20,79,5,13,119,305,142,305,123,429,136,527,90,306,86,435,115,549,-1,-1,79,79,136,99,90,95,69,593,81,595,128,559,92,533,92,531,142,533
13,-1,-1,109,137,140,139,90,72,46,5,75,137,22,85,5,20,122,308,145,306,126,422,138,528,92,308,88,435,109,553,-1,-1,-1,-1,-1,-1,92,97,66,593,82,595,124,560,-1,-1,-1,-1,145,534
14,-1,-1,108,135,142,135,91,76,44,5,77,136,20,80,6,18,121,303,144,298,127,423,130,518,91,305,88,428,106,547,-1,-1,-1,-1,135,97,90,87,59,595,73,595,121,555,-1,-1,-1,-1,140,531
15,-1,-1,112,134,140,136,85,66,49,5,83,136,20,80,5,21,118,303,145,298,134,415,129,523,89,307,87,430,102,553,-1,-1,-1,-1,-1,-1,89,90,62,594,75,595,118,557,-1,-1,-1,-1,138,530
16,-1,-1,114,138,144,137,92,78,43,5,87,140,23,82,6,22,120,303,144,301,130,419,132,522,92,305,90,432,105,552,-1,-1,85,73,-1,-1,95,93,62,594,78,595,124,556,103,536,-1,-1,144,532
17,-1,-1,117,134,142,134,91,77,44,5,89,134,25,83,5,20,123,303,145,297,136,416,138,520,93,305,91,432,108,550,-1,-1,89,71,136,89,98,85,61,591,76,595,125,554,108,534,-1,-1,142,532
18,-1,-1,117,131,139,131,91,81,46,5,91,131,31,85,5,21,120,309,145,303,135,423,137,528,94,313,94,440,111,555,-1,-1,91,72,132,87,100,85,68,595,83,595,124,564,122,544,135,542,143,539
