photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,64,18,65,94,26,89,5,177,5,230,107,102,118,215,77,248,76,293,51,293,18,416,68,533,102,294,79,434,132,554,53,7,74,7,39,19,86,18,104,591,118,593,145,566,26,551,26,542,80,547
2,62,15,67,93,29,88,5,166,9,207,105,104,115,218,72,230,74,296,48,291,18,415,64,525,100,300,74,434,131,554,53,7,74,7,40,19,88,22,102,593,115,593,145,561,23,546,23,539,80,539
3,66,17,70,92,31,86,5,175,6,154,109,103,109,216,67,202,72,294,48,291,15,410,63,522,99,298,71,434,133,550,58,8,74,8,44,17,87,20,99,591,112,592,145,559,21,541,21,535,79,535
4,73,18,76,92,41,90,5,148,21,99,112,104,104,216,60,162,77,303,54,300,18,419,65,517,101,308,76,445,132,554,62,11,83,8,49,18,98,15,102,592,120,592,145,559,29,549,32,537,83,533
5,74,18,80,99,47,92,5,127,28,55,112,104,93,219,74,127,77,305,53,298,15,421,64,516,101,309,73,450,133,549,64,8,86,8,50,17,99,18,107,592,121,592,145,553,28,548,29,536,77,522
6,-1,-1,80,71,43,66,5,87,26,8,113,83,93,164,71,88,74,291,50,290,11,413,61,510,99,304,67,441,132,551,-1,-1,-1,-1,-1,-1,82,17,107,592,122,591,145,553,27,539,29,532,77,515
7,41,33,78,90,44,87,5,87,28,8,107,99,92,165,78,104,70,309,47,302,12,422,64,510,95,316,67,446,132,548,41,24,50,20,-1,-1,80,33,106,590,118,592,145,560,27,543,27,536,78,522
8,-1,-1,77,94,48,89,6,72,29,7,107,106,95,161,75,89,70,307,45,302,5,427,61,516,93,317,72,455,131,553,-1,-1,-1,-1,48,31,51,29,104,593,117,593,145,557,20,549,23,537,75,530
9,47,30,76,100,45,98,7,67,28,7,108,103,100,145,76,82,67,309,45,304,5,426,61,521,90,311,74,456,131,554,-1,-1,50,23,-1,-1,62,27,102,593,117,593,145,566,23,551,24,541,74,533
10,102,56,76,111,41,110,6,73,30,7,112,111,93,145,77,80,65,310,42,307,5,430,60,524,90,316,74,452,131,558,90,39,104,39,58,41,-1,-1,102,593,117,593,145,561,19,551,19,542,74,533
11,62,59,76,113,42,109,7,74,30,7,114,113,92,140,87,74,62,306,37,302,6,427,58,526,88,310,74,448,131,558,58,45,74,46,51,55,101,59,102,593,118,593,144,562,18,554,18,544,74,537
12,60,64,82,117,44,112,6,64,22,6,116,114,94,123,82,18,66,296,38,290,8,418,58,522,88,303,82,438,132,553,56,47,71,50,-1,-1,96,59,102,594,119,594,144,562,20,547,20,542,72,527
13,63,67,77,120,42,116,6,69,24,6,117,129,94,103,84,20,60,296,37,293,13,418,58,525,90,301,87,433,134,554,58,61,76,61,-1,-1,98,64,105,594,121,594,144,558,16,554,19,543,76,532
14,68,74,77,131,40,126,6,74,25,6,112,139,94,91,81,7,60,302,33,299,19,420,57,523,92,304,90,431,129,556,62,69,77,67,57,75,101,74,107,594,125,594,144,559,17,557,14,546,75,529
15,72,92,69,149,35,142,6,90,32,8,104,157,94,77,78,6,58,302,25,298,21,424,56,527,83,306,93,426,131,547,60,87,81,87,51,101,97,104,99,594,118,594,144,559,9,559,9,546,72,530
16,74,82,68,139,29,135,7,77,24,6,107,146,97,79,82,8,53,298,24,295,21,422,53,523,84,298,92,422,136,552,61,77,87,77,45,91,99,93,101,594,125,592,143,556,7,556,7,550,71,534
17,73,92,68,150,27,148,7,88,27,5,99,157,97,86,89,10,50,306,20,306,25,426,52,530,81,306,94,428,133,553,60,88,89,88,43,104,102,109,102,595,128,592,143,557,9,557,7,551,70,537
18,72,99,70,155,28,155,9,96,28,13,101,159,96,82,91,5,52,311,25,311,28,430,52,535,83,311,93,432,133,556,59,94,85,94,44,114,98,116,103,595,128,592,144,560,9,560,6,556,72,540
19,74,99,63,156,30,156,18,87,23,10,97,156,93,75,93,5,52,304,21,304,27,430,57,529,78,307,97,430,133,552,57,93,79,93,43,109,94,109,102,595,122,595,144,562,6,560,6,548,76,540
20,65,94,63,154,26,154,17,86,22,7,98,154,87,67,85,6,51,304,22,304,26,429,61,534,81,307,100,431,137,555,59,89,81,88,42,106,90,106,104,594,124,594,143,567,7,559,7,553,76,540
