photo number,001
 ,x,y
nose,90,22
neck,60,94
shoulderR,46,92
elbowR,111,106
handR,141,31
shoulderL,78,96
elbowL,123,176
handL,144,122
ass,57,312
legR,39,312
kneeR,85,439
feetR,17,553
legL,72,310
kneeL,111,439
feetL,57,531
eyeR,82,10
eyeL,-1,-1
earR,65,27
earL,-1,-1
footBoardR1,88,561
footBoardR2,84,551
footBoardR3,49,543
footBoardL1,47,590
footBoardL2,35,590
footBoardL3,6,563
photo number,002
 ,x,y
nose,90,32
neck,64,102
shoulderR,47,98
elbowR,112,86
handR,131,10
shoulderL,79,108
elbowL,132,151
handL,144,46
ass,59,315
legR,42,315
kneeR,86,445
feetR,16,554
legL,77,315
kneeL,109,445
feetL,59,534
eyeR,85,16
eyeL,-1,-1
earR,68,32
earL,-1,-1
footBoardR1,89,556
footBoardR2,83,544
footBoardR3,52,542
footBoardL1,47,588
footBoardL2,37,590
footBoardL3,6,558
photo number,003
 ,x,y
nose,90,46
neck,63,112
shoulderR,49,110
elbowR,114,82
handR,123,9
shoulderL,80,112
elbowL,138,150
handL,144,44
ass,60,328
legR,45,328
kneeR,84,446
feetR,19,554
legL,76,327
kneeL,109,444
feetL,59,535
eyeR,82,42
eyeL,-1,-1
earR,68,46
earL,-1,-1
footBoardR1,88,554
footBoardR2,83,547
footBoardR3,52,547
footBoardL1,48,591
footBoardL2,36,591
footBoardL3,6,558
photo number,004
 ,x,y
nose,98,60
neck,67,113
shoulderR,56,113
elbowR,123,82
handR,130,9
shoulderL,78,111
elbowL,136,113
handL,143,25
ass,69,320
legR,50,320
kneeR,91,445
feetR,20,555
legL,85,318
kneeL,121,445
feetL,64,540
eyeR,90,45
eyeL,-1,-1
earR,72,55
earL,-1,-1
footBoardR1,98,560
footBoardR2,97,555
footBoardR3,59,544
footBoardL1,52,591
footBoardL2,39,591
footBoardL3,7,560
photo number,005
 ,x,y
nose,102,61
neck,67,110
shoulderR,61,110
elbowR,130,78
handR,134,9
shoulderL,78,106
elbowL,131,87
handL,143,14
ass,75,309
legR,56,310
kneeR,91,441
feetR,22,555
legL,91,309
kneeL,123,441
feetL,68,541
eyeR,94,49
eyeL,-1,-1
earR,76,56
earL,-1,-1
footBoardR1,104,562
footBoardR2,102,553
footBoardR3,61,549
footBoardL1,53,591
footBoardL2,40,591
footBoardL3,7,562
photo number,006
 ,x,y
nose,91,55
neck,68,103
shoulderR,54,103
elbowR,111,70
handR,119,8
shoulderL,82,103
elbowL,144,123
handL,142,28
ass,68,298
legR,54,298
kneeR,75,440
feetR,20,550
legL,84,295
kneeL,103,430
feetL,65,538
eyeR,82,48
eyeL,-1,-1
earR,66,57
earL,-1,-1
footBoardR1,91,563
footBoardR2,89,553
footBoardR3,55,547
footBoardL1,51,592
footBoardL2,38,592
footBoardL3,6,557
photo number,007
 ,x,y
nose,86,57
neck,63,106
shoulderR,49,106
elbowR,103,74
handR,118,8
shoulderL,81,109
elbowL,143,120
handL,144,24
ass,65,288
legR,50,288
kneeR,63,433
feetR,21,545
legL,84,287
kneeL,96,420
feetL,63,532
eyeR,80,55
eyeL,88,55
earR,63,61
earL,-1,-1
footBoardR1,85,562
footBoardR2,86,556
footBoardR3,53,543
footBoardL1,45,592
footBoardL2,30,587
footBoardL3,6,548
photo number,008
 ,x,y
nose,77,62
neck,54,105
shoulderR,42,106
elbowR,95,70
handR,117,8
shoulderL,68,106
elbowL,126,108
handL,144,70
ass,63,282
legR,48,282
kneeR,50,414
feetR,18,542
legL,77,282
kneeL,85,412
feetL,62,525
eyeR,69,56
eyeL,-1,-1
earR,54,66
earL,-1,-1
footBoardR1,77,564
footBoardR2,81,556
footBoardR3,53,536
footBoardL1,40,592
footBoardL2,28,588
footBoardL3,6,546
photo number,009
 ,x,y
nose,64,72
neck,51,120
shoulderR,25,123
elbowR,77,72
handR,110,7
shoulderL,72,120
elbowL,122,102
handL,144,59
ass,55,284
legR,40,284
kneeR,36,408
feetR,14,538
legL,69,284
kneeL,69,408
feetL,58,521
eyeR,55,66
eyeL,-1,-1
earR,38,80
earL,-1,-1
footBoardR1,74,561
footBoardR2,83,556
footBoardR3,51,531
footBoardL1,34,593
footBoardL2,19,593
footBoardL3,6,543
photo number,010
 ,x,y
nose,37,82
neck,29,126
shoulderR,11,127
elbowR,47,67
handR,71,7
shoulderL,42,123
elbowL,71,87
handL,94,46
ass,32,292
legR,21,292
kneeR,18,418
feetR,9,547
legL,42,292
kneeL,42,417
feetL,39,533
eyeR,32,74
eyeL,-1,-1
earR,20,87
earL,-1,-1
footBoardR1,42,571
footBoardR2,51,567
footBoardR3,32,536
footBoardL1,18,593
footBoardL2,9,590
footBoardL3,4,550
photo number,011
 ,x,y
nose,54,83
neck,38,125
shoulderR,20,129
elbowR,68,72
