user_id,type,photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
145,shooting,1,-1,-1,100,79,125,78,94,171,-1,-1,74,90,58,202,4,238,125,287,146,282,100,422,132,537,105,291,63,433,123,560,-1,-1,-1,-1,105,12,63,7,75,590,85,593,136,573,92,540,94,540,143,549
145,shooting,2,-1,-1,103,82,124,77,61,181,21,174,83,91,55,195,4,203,129,281,146,279,103,422,133,531,112,286,71,430,125,557,-1,-1,-1,-1,112,12,73,7,83,586,93,593,138,568,99,538,102,534,145,538
145,shooting,3,-1,-1,105,86,127,72,-1,-1,-1,-1,83,90,50,192,4,162,128,292,146,286,102,426,137,536,111,297,70,436,127,561,-1,-1,-1,-1,110,14,77,7,86,589,92,593,138,571,99,542,100,539,145,547
145,shooting,4,-1,-1,105,92,126,86,74,138,33,124,85,103,46,185,4,126,126,296,141,296,102,428,137,540,111,297,72,436,126,558,-1,-1,74,7,113,29,81,18,89,582,96,593,137,562,101,538,102,538,146,547
145,shooting,5,-1,-1,108,93,128,89,81,148,-1,-1,84,104,33,164,4,89,126,300,143,297,102,437,137,534,109,301,68,437,126,559,-1,-1,76,7,117,23,81,22,87,586,96,593,137,566,100,544,101,544,146,545
145,shooting,6,-1,-1,104,83,126,71,74,88,34,34,85,90,23,133,4,36,120,299,138,292,102,432,137,540,104,301,64,432,124,557,-1,-1,-1,-1,115,15,80,7,82,589,93,593,137,566,99,540,100,540,146,552
145,shooting,7,-1,-1,102,89,124,82,75,78,36,7,81,99,14,121,4,23,122,300,143,293,104,434,138,536,102,301,60,434,126,556,-1,-1,68,10,120,25,77,21,82,590,94,593,140,563,99,540,101,540,146,540
145,shooting,8,-1,-1,103,95,125,86,-1,-1,-1,-1,81,97,4,102,7,7,119,297,140,297,102,435,136,533,98,301,58,439,125,553,-1,-1,61,23,114,34,73,24,80,587,89,593,139,564,94,542,96,537,146,544
145,shooting,9,57,42,99,104,123,102,69,77,47,6,83,116,4,102,19,14,116,306,135,304,100,438,135,537,97,312,60,445,123,556,-1,-1,59,28,110,45,72,42,80,591,91,594,135,565,96,547,96,542,146,547
145,shooting,10,-1,-1,96,109,121,99,72,79,56,19,77,114,4,95,18,6,110,301,132,299,98,431,134,537,94,303,60,447,123,556,-1,-1,60,28,110,49,71,41,74,586,85,594,136,561,95,542,95,542,146,542
145,shooting,11,-1,-1,103,104,125,101,-1,-1,-1,-1,82,109,5,83,26,6,115,298,132,296,104,430,133,530,91,299,72,441,130,555,-1,-1,54,24,117,49,75,38,77,584,89,594,144,560,94,541,99,539,145,539
145,shooting,12,-1,-1,102,106,128,104,-1,-1,-1,-1,75,115,5,81,31,6,114,295,132,291,104,427,132,526,91,300,74,432,128,551,-1,-1,59,15,115,60,74,45,75,587,89,594,140,558,95,539,98,536,145,536
145,shooting,13,-1,-1,104,126,132,124,-1,-1,-1,-1,77,128,5,88,23,6,112,302,134,300,108,428,134,531,92,304,81,439,123,557,-1,-1,69,54,120,74,77,69,79,592,91,594,136,561,92,546,95,544,145,542
145,shooting,14,-1,-1,100,134,130,127,83,87,-1,-1,73,138,5,87,7,5,114,304,134,299,116,424,133,528,93,307,83,433,118,548,-1,-1,69,69,120,89,79,79,75,595,89,595,132,559,97,540,-1,-1,145,538
