photo number,001
 ,x,y
nose,88,33
neck,89,76
shoulderR,53,79
elbowR,30,154
handR,4,206
shoulderL,122,71
elbowL,146,150
handL,130,162
ass,82,258
legR,62,257
kneeR,50,396
feetR,49,524
legL,105,261
kneeL,120,413
feetL,121,541
eyeR,80,23
eyeL,92,20
earR,66,12
earL,103,8
footBoardR1,135,592
footBoardR2,140,579
footBoardR3,114,552
footBoardL1,49,588
footBoardL2,42,579
footBoardL3,54,537
photo number,002
 ,x,y
nose,86,29
neck,89,69
shoulderR,51,73
elbowR,29,158
handR,4,214
shoulderL,125,66
elbowL,146,159
handL,125,155
ass,81,256
legR,59,254
kneeR,41,390
feetR,41,539
legL,104,259
kneeL,118,404
feetL,123,533
eyeR,81,14
eyeL,93,12
earR,64,8
earL,104,8
footBoardR1,135,588
footBoardR2,143,574
footBoardR3,113,545
footBoardL1,38,592
footBoardL2,29,588
footBoardL3,49,553
photo number,003
 ,x,y
nose,87,39
neck,89,77
shoulderR,47,79
elbowR,32,164
handR,5,215
shoulderL,126,74
elbowL,145,173
handL,117,153
ass,80,262
legR,56,258
kneeR,35,394
feetR,29,548
legL,103,268
kneeL,120,406
feetL,121,520
eyeR,79,24
eyeL,92,21
earR,63,12
earL,104,8
footBoardR1,134,574
footBoardR2,143,565
footBoardR3,112,526
footBoardL1,18,592
footBoardL2,12,588
footBoardL3,38,558
photo number,004
 ,x,y
nose,86,36
neck,87,80
shoulderR,53,80
elbowR,40,165
handR,15,226
shoulderL,127,76
elbowL,146,178
handL,109,152
ass,85,266
legR,60,258
kneeR,34,393
feetR,24,554
legL,108,268
kneeL,118,401
feetL,119,518
eyeR,79,25
eyeL,95,22
earR,65,11
earL,106,8
footBoardR1,132,574
footBoardR2,139,564
footBoardR3,114,527
footBoardL1,11,592
footBoardL2,4,586
footBoardL3,32,568
photo number,005
 ,x,y
nose,95,35
neck,96,82
shoulderR,61,82
elbowR,54,178
handR,31,223
shoulderL,133,79
elbowL,146,180
handL,107,144
ass,91,256
legR,68,256
kneeR,43,388
feetR,27,559
legL,112,261
kneeL,125,411
feetL,128,526
eyeR,86,22
eyeL,102,22
earR,74,11
earL,113,8
footBoardR1,136,579
footBoardR2,146,575
footBoardR3,123,535
footBoardL1,5,592
footBoardL2,4,579
footBoardL3,33,575
photo number,006
 ,x,y
nose,93,34
neck,100,77
shoulderR,66,80
elbowR,63,184
handR,34,230
shoulderL,129,75
elbowL,137,189
handL,100,137
ass,93,262
legR,73,256
kneeR,44,388
feetR,26,562
legL,113,267
kneeL,127,417
feetL,129,527
eyeR,88,18
eyeL,102,18
earR,75,10
earL,111,8
footBoardR1,138,577
footBoardR2,146,569
footBoardR3,122,536
footBoardL1,5,592
footBoardL2,4,577
footBoardL3,33,579
photo number,007
 ,x,y
nose,97,42
neck,100,85
shoulderR,74,93
elbowR,69,193
handR,42,233
shoulderL,131,81
elbowL,133,196
handL,98,146
ass,98,278
legR,81,271
kneeR,49,394
feetR,32,572
legL,116,286
kneeL,131,435
feetL,132,532
eyeR,90,25
eyeL,102,23
earR,81,13
earL,114,8
footBoardR1,139,575
footBoardR2,146,570
footBoardR3,125,537
footBoardL1,4,587
footBoardL2,6,577
footBoardL3,38,592
photo number,008
 ,x,y
nose,95,38
neck,103,82
shoulderR,74,94
elbowR,74,194
handR,49,222
shoulderL,129,78
elbowL,133,198
handL,98,148
ass,100,280
legR,82,271
kneeR,50,394
feetR,33,571
legL,118,286
kneeL,132,438
feetL,134,528
eyeR,88,20
eyeL,100,20
earR,80,10
earL,112,9
footBoardR1,143,568
footBoardR2,146,554
footBoardR3,128,534
footBoardL1,4,571
footBoardL2,4,568
footBoardL3,35,591
photo number,009
 ,x,y
nose,89,37
neck,98,85
shoulderR,70,90
elbowR,74,198
handR,50,213
shoulderL,122,74
elbowL,127,198
handL,92,144
ass,98,274
legR,82,272
kneeR,47,387
feetR,30,568
legL,114,279
kneeL,130,428
feetL,133,510
eyeR,82,22
eyeL,94,20
earR,74,10
earL,106,8
footBoardR1,142,554
footBoardR2,147,543
footBoardR3,128,521
footBoardL1,3,573
footBoardL2,6,563
footBoardL3,35,592
photo number,010
 ,x,y
nose,79,30
neck,88,85
shoulderR,64,88
elbowR,68,203
handR,55,206
shoulderL,117,69
elbowL,125,191
handL,88,150
ass,94,277
legR,79,267
kneeR,43,389
feetR,31,570
legL,112,284
kneeL,127,421
feetL,134,497
eyeR,73,14
eyeL,86,14
earR,64,10
earL,96,8
footBoardR1,141,537
footBoardR2,147,532
footBoardR3,128,502
footBoardL1,3,576
footBoardL2,6,571
footBoardL3,33,592
photo number,011
 ,x,y
nose,69,35
neck,81,83
shoulderR,54,90
elbowR,60,196
handR,60,239
shoulderL,108,68
elbowL,118,189
handL,83,163
ass,88,276
