photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,83,74,109,71,103,189,57,228,59,81,54,193,5,246,123,277,145,273,88,417,123,533,106,280,51,424,116,557,-1,-1,-1,-1,96,14,44,7,62,586,75,593,130,564,81,537,83,536,135,543
2,-1,-1,96,77,117,65,60,179,15,198,77,84,59,198,4,230,127,279,146,272,100,417,131,529,113,283,60,421,124,556,-1,-1,-1,-1,108,7,67,7,78,584,89,593,135,562,91,537,92,533,142,540
3,-1,-1,101,83,123,79,68,163,20,166,79,90,55,194,4,194,131,286,146,281,99,426,133,536,112,289,65,427,123,554,-1,-1,-1,-1,112,14,68,7,80,590,91,593,134,560,93,536,99,536,145,546
4,-1,-1,104,78,125,71,75,143,24,146,84,84,48,187,4,154,131,281,146,280,101,426,136,538,114,284,65,428,125,557,-1,-1,-1,-1,116,9,75,7,84,590,94,593,136,567,97,538,99,538,146,549
5,-1,-1,105,86,125,77,-1,-1,-1,-1,85,96,42,181,4,113,130,291,146,290,104,427,135,530,114,294,64,427,127,551,-1,-1,-1,-1,115,16,77,7,85,584,95,593,140,563,98,536,102,531,145,540
6,-1,-1,107,82,126,75,-1,-1,-1,-1,86,92,33,154,4,61,126,294,145,294,102,434,136,532,109,297,62,434,126,555,-1,-1,-1,-1,116,19,79,7,88,584,94,593,138,565,97,541,100,537,146,545
7,-1,-1,104,80,125,73,76,80,29,23,85,83,22,129,4,27,125,297,142,293,101,428,138,524,109,299,57,428,126,553,-1,-1,-1,-1,116,11,79,7,83,587,93,593,139,558,98,535,100,535,146,535
8,-1,-1,101,83,121,79,72,81,34,7,82,97,10,115,4,10,120,299,141,294,99,430,137,533,105,299,51,430,125,554,-1,-1,65,7,116,24,73,20,78,589,89,593,137,558,96,538,96,538,146,540
9,-1,-1,98,98,119,91,73,87,39,7,79,107,4,110,15,7,119,303,139,297,101,441,136,540,99,304,56,439,121,556,-1,-1,62,21,110,38,73,35,78,589,89,593,134,560,92,540,97,540,146,549
10,-1,-1,95,102,120,93,-1,-1,-1,-1,72,109,4,93,21,6,119,303,138,298,100,434,134,535,97,310,58,441,122,556,-1,-1,58,22,108,45,70,36,75,584,85,594,134,561,95,539,95,539,146,542
11,-1,-1,98,106,125,102,-1,-1,-1,-1,72,117,5,87,29,6,114,303,137,297,100,431,135,536,97,308,64,446,125,555,-1,-1,-1,-1,113,52,68,42,77,587,89,594,139,567,92,544,98,538,145,544
12,-1,-1,100,105,129,104,-1,-1,-1,-1,72,107,5,78,30,6,114,299,134,296,102,429,134,529,92,301,70,438,129,558,-1,-1,-1,-1,114,50,72,45,74,587,87,594,143,567,94,546,99,539,145,534
13,-1,-1,98,116,125,112,-1,-1,-1,-1,69,119,5,79,25,6,113,298,132,293,102,427,130,527,89,302,71,434,125,550,-1,-1,-1,-1,113,63,71,51,73,585,85,594,140,562,91,538,96,534,145,531
14,-1,-1,98,125,127,123,86,83,74,47,66,132,5,80,19,6,112,306,135,301,106,427,133,530,88,308,77,436,122,557,-1,-1,-1,-1,116,83,73,76,75,590,88,594,135,561,90,545,92,543,145,541
15,-1,-1,97,134,129,134,79,86,50,20,62,134,5,82,6,5,113,304,135,302,115,425,131,526,87,304,85,436,119,554,-1,-1,66,74,117,93,79,86,70,593,85,595,133,558,93,541,91,541,145,535
16,71,74,102,134,132,136,89,86,46,9,69,134,18,74,5,5,116,298,136,296,122,424,134,525,91,298,91,431,121,552,-1,-1,75,72,120,98,81,90,76,593,91,595,134,556,97,536,-1,-1,145,536
17,-1,-1,103,134,133,141,77,69,42,5,73,134,24,81,5,18,118,299,139,297,124,423,135,520,92,301,98,430,120,550,-1,-1,-1,-1,120,100,86,98,75,595,90,595,133,554,94,535,-1,-1,145,533
18,-1,-1,100,131,130,133,81,71,38,5,69,131,21,78,5,19,114,298,142,296,129,423,131,522,91,300,98,426,114,548,-1,-1,-1,-1,120,96,83,94,71,595,85,595,130,556,91,533,-1,-1,145,533
19,-1,-1,105,132,136,132,77,65,43,5,72,132,17,81,5,19,121,298,143,292,132,415,138,517,92,301,105,424,119,548,-1,-1,-1,-1,123,97,87,87,77,595,90,595,134,550,-1,-1,-1,-1,145,527
20,-1,-1,103,131,132,131,74,70,39,5,72,131,18,82,5,21,119,299,138,294,132,415,134,522,92,302,101,428,117,550,-1,-1,72,68,119,93,84,86,74,593,88,595,130,555,-1,-1,-1,-1,145,529
