user_id,type,photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
180,shooting,1,106,16,61,85,98,85,131,194,144,224,32,88,22,181,-1,-1,48,285,76,288,103,419,88,573,20,285,48,438,19,555,102,8,-1,-1,77,18,-1,-1,53,568,48,563,6,571,130,587,118,592,76,589
180,shooting,2,97,16,57,90,88,87,128,189,145,205,30,92,18,190,-1,-1,48,287,70,287,100,423,82,573,24,287,46,442,18,560,91,8,-1,-1,70,23,-1,-1,49,566,45,561,5,577,117,582,110,592,70,587
180,shooting,3,92,16,56,97,82,89,129,177,145,169,24,100,57,189,104,177,46,294,70,292,96,419,80,568,21,294,45,448,16,556,82,8,-1,-1,68,24,-1,-1,46,561,43,560,5,571,112,581,106,592,68,582
180,shooting,4,93,12,61,94,86,92,141,160,145,125,31,94,-1,-1,-1,-1,49,302,73,302,102,427,76,575,27,302,49,455,17,555,85,8,-1,-1,65,25,-1,-1,45,567,41,562,5,575,114,585,107,592,66,590
180,shooting,5,90,13,60,96,86,96,145,139,145,84,32,96,82,145,120,109,50,306,73,302,105,428,76,572,28,306,51,453,16,554,85,8,-1,-1,63,25,-1,-1,47,567,42,560,5,569,111,585,105,592,64,587
180,shooting,6,84,21,59,95,81,95,145,117,136,56,34,95,84,125,106,84,50,304,72,302,102,432,72,567,27,304,50,457,16,554,78,8,-1,-1,61,28,-1,-1,43,565,39,561,5,570,106,582,101,592,63,582
180,shooting,7,87,12,58,93,79,91,145,86,130,18,35,93,75,115,-1,-1,51,301,72,301,102,435,72,570,30,302,51,452,16,553,80,8,-1,-1,61,25,-1,-1,42,563,39,558,5,563,106,585,99,592,62,578
180,shooting,8,87,24,58,102,78,98,145,84,123,8,44,102,88,89,97,24,56,306,77,306,104,434,76,571,35,306,54,456,18,552,79,19,-1,-1,65,39,-1,-1,45,568,41,561,5,561,108,587,99,592,66,577
180,shooting,9,87,36,58,109,77,106,145,78,114,8,41,106,89,84,93,25,54,304,77,304,100,432,74,570,33,305,52,447,18,552,77,30,-1,-1,62,47,-1,-1,43,569,40,563,5,567,108,588,98,592,62,581
180,shooting,10,84,41,59,110,79,107,145,74,110,8,43,110,81,110,-1,-1,57,305,78,303,100,434,71,568,36,305,48,439,17,549,78,38,-1,-1,60,56,-1,-1,45,568,39,559,5,559,107,585,97,592,60,577
180,shooting,11,87,43,61,110,74,110,145,71,112,7,46,110,93,78,93,22,59,300,80,300,100,431,74,566,36,300,46,432,17,544,80,40,-1,-1,61,57,-1,-1,45,572,36,568,5,557,107,591,98,593,62,575
180,shooting,12,86,53,62,111,81,111,144,73,116,7,38,115,78,95,-1,-1,59,297,79,297,94,428,76,557,36,297,38,428,13,536,76,45,78,41,58,64,-1,-1,37,568,33,566,6,551,106,592,101,593,64,568
180,shooting,13,86,64,59,119,84,118,144,76,127,7,40,122,94,75,101,15,58,295,83,295,97,425,84,546,36,295,41,419,14,528,76,60,79,54,56,79,-1,-1,37,576,29,575,6,540,102,593,-1,-1,71,560
180,shooting,14,84,80,59,133,88,130,144,82,135,7,29,141,99,80,117,14,59,304,85,304,90,433,90,564,32,304,35,433,16,543,75,78,82,70,53,95,-1,-1,31,593,29,589,6,554,77,558,84,558,90,579
180,shooting,15,80,85,54,138,80,128,133,70,144,7,22,143,96,72,122,18,53,304,77,304,89,437,93,560,25,304,30,436,14,547,73,82,82,70,43,102,-1,-1,25,593,20,593,6,554,-1,-1,-1,-1,91,574
