photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,98,27,57,113,36,120,71,237,143,257,76,108,74,219,119,241,44,317,23,328,102,438,23,547,61,308,124,427,67,542,87,11,-1,-1,61,29,-1,-1,103,565,99,560,61,547,67,589,52,589,7,554
2,80,25,47,113,31,115,74,215,144,217,66,109,74,211,130,192,38,317,20,328,89,442,19,548,52,308,111,437,58,548,75,11,-1,-1,52,29,-1,-1,89,573,88,568,52,555,55,589,42,589,6,557
3,82,27,48,108,32,111,90,180,142,149,68,102,103,208,143,158,43,318,23,323,95,438,21,544,58,307,118,431,60,541,75,11,-1,-1,50,29,-1,-1,92,564,88,557,56,546,58,586,46,589,7,550
4,83,29,50,108,31,110,91,148,142,124,69,99,106,126,143,90,44,324,27,328,105,445,21,546,61,315,120,443,61,546,79,11,-1,-1,52,31,-1,-1,95,569,93,564,55,557,59,589,45,589,7,555
5,80,20,46,95,33,105,106,95,143,15,59,88,104,88,131,35,44,316,28,323,94,437,21,541,59,308,117,437,59,541,71,11,-1,-1,48,29,-1,-1,92,567,90,560,52,556,58,589,46,589,7,547
6,64,53,38,121,27,123,87,97,103,10,49,121,91,133,109,38,38,329,25,331,76,444,17,545,50,325,90,444,46,545,57,44,-1,-1,39,59,-1,-1,71,574,69,564,41,560,47,590,36,590,5,556
7,63,63,38,119,29,119,83,96,99,10,48,119,86,129,-1,-1,39,327,27,329,73,444,17,554,50,325,89,444,46,552,60,54,-1,-1,40,62,-1,-1,73,573,71,569,40,558,46,590,36,590,5,558
8,88,70,56,123,42,125,116,89,133,9,73,119,128,105,142,20,57,320,40,323,99,445,25,553,74,320,125,445,68,553,82,65,85,67,56,70,-1,-1,104,573,101,569,59,557,63,591,48,591,8,557
9,68,66,42,118,30,118,86,82,98,9,55,118,102,101,118,16,45,303,31,305,69,434,19,551,60,303,90,430,54,551,60,61,67,61,40,66,-1,-1,80,576,80,571,45,560,49,591,36,591,6,558
10,77,68,45,114,28,115,108,79,119,8,62,112,119,88,142,57,60,295,42,300,79,433,26,543,79,294,107,431,74,543,74,62,-1,-1,48,70,-1,-1,102,579,108,572,66,555,60,592,43,590,8,550
11,79,65,40,112,10,117,108,76,135,8,69,106,129,81,140,12,52,278,25,281,60,410,25,539,88,277,108,410,94,530,67,61,-1,-1,38,65,-1,-1,117,574,131,561,81,541,60,592,31,584,10,541
12,61,68,38,116,7,116,78,79,105,8,65,116,123,116,143,80,43,281,26,283,42,408,29,541,63,278,75,401,75,526,55,63,-1,-1,29,79,-1,-1,92,577,97,568,63,535,61,592,39,588,25,547
13,55,81,35,134,7,136,74,81,107,7,61,134,111,118,143,62,43,292,24,293,41,417,28,544,59,292,70,414,69,531,43,81,-1,-1,24,93,-1,-1,88,579,92,572,59,543,62,593,43,588,22,556
14,52,89,33,140,7,141,68,82,108,7,62,136,110,107,143,71,42,299,24,300,44,418,33,541,62,296,75,418,72,535,44,87,-1,-1,23,98,-1,-1,93,575,98,571,62,539,71,593,52,591,24,552
15,56,95,33,140,7,147,65,81,104,7,60,134,108,94,143,43,44,305,26,308,48,429,41,547,64,304,75,430,68,540,45,91,-1,-1,22,102,-1,-1,89,587,93,576,61,547,70,593,56,593,26,555
16,54,95,32,140,7,142,64,83,101,7,60,137,99,86,143,36,44,304,25,305,54,425,42,547,65,299,76,430,72,543,44,90,-1,-1,24,103,-1,-1,82,590,93,580,61,553,72,593,57,590,32,556
17,58,99,39,144,7,148,67,79,99,7,62,136,94,93,143,29,51,300,28,304,58,422,47,545,71,299,83,429,72,541,47,93,-1,-1,22,102,-1,-1,90,590,94,578,68,553,75,593,58,590,36,554
18,56,98,39,147,7,149,69,80,101,7,63,139,100,84,143,26,54,307,30,307,63,429,47,551,73,304,84,431,74,551,46,94,-1,-1,21,101,-1,-1,91,591,97,587,71,555,79,593,60,591,37,554
