photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,68,23,70,107,29,95,5,167,12,193,109,110,110,230,63,247,84,298,61,290,23,417,63,522,108,299,74,439,133,551,61,8,77,11,42,23,87,25,99,591,113,592,145,560,26,543,26,536,75,529
2,70,23,72,99,34,97,8,180,5,158,107,103,108,221,63,218,83,296,59,295,17,420,63,519,107,305,70,439,132,548,62,8,77,8,44,23,87,25,98,587,111,592,145,559,25,545,26,539,76,528
3,75,21,75,93,39,90,5,149,15,95,108,100,97,217,52,166,84,304,61,299,23,426,63,518,108,313,72,445,133,545,63,8,84,11,49,17,95,24,100,589,115,592,145,554,27,545,29,537,75,526
4,75,24,76,100,44,95,5,124,25,60,109,100,97,206,61,156,85,310,61,305,22,422,66,514,108,313,70,444,132,552,66,8,86,8,52,22,96,27,103,592,117,592,145,556,34,548,36,537,81,519
5,-1,-1,78,83,47,80,5,94,26,8,107,90,94,174,71,96,81,304,59,301,15,424,60,512,104,310,63,450,133,547,-1,-1,-1,-1,-1,-1,88,30,103,592,117,592,145,552,30,546,31,531,74,517
6,53,56,74,92,43,87,5,83,23,8,103,103,92,165,77,103,74,310,50,309,10,430,60,514,98,316,61,452,130,552,47,42,64,44,37,26,90,39,101,592,114,592,145,555,24,547,27,535,74,524
7,68,49,76,107,44,104,5,81,21,7,105,107,91,157,77,104,73,317,47,313,7,439,55,520,94,323,60,458,131,554,62,44,78,41,47,41,92,41,102,591,115,593,145,559,21,547,23,539,67,532
8,65,55,75,111,40,111,5,75,24,7,104,108,91,148,77,90,65,320,45,314,7,438,51,519,91,326,61,461,129,556,60,37,77,38,47,48,91,53,94,590,107,593,145,563,23,550,23,539,65,527
9,56,59,75,110,42,110,5,74,22,7,108,110,89,141,81,77,65,312,43,308,5,433,56,519,89,322,61,464,131,555,50,42,65,42,47,52,89,56,101,590,115,593,145,560,20,553,20,542,71,526
10,60,65,79,114,46,114,5,74,28,7,113,111,88,123,86,71,67,307,44,304,12,432,57,523,88,316,68,460,130,552,57,54,72,54,-1,-1,91,58,99,592,115,593,145,560,19,552,19,547,72,533
11,54,70,78,121,39,119,5,72,23,8,113,121,86,110,76,6,66,302,39,299,10,430,54,525,88,307,71,448,129,558,54,63,68,61,-1,-1,88,63,96,594,113,594,145,568,17,558,17,553,68,537
12,63,89,72,132,38,129,6,78,30,6,108,138,86,99,72,6,58,305,38,303,18,426,53,525,86,311,74,440,130,549,56,78,72,75,53,84,96,79,96,594,114,594,144,557,20,559,18,546,70,528
13,61,101,72,149,37,143,6,90,37,6,105,151,89,113,72,22,58,310,31,307,18,424,51,525,86,310,80,434,125,549,56,93,72,93,51,103,92,101,94,594,116,593,144,557,14,561,8,551,67,531
14,75,96,72,157,36,155,14,93,35,24,110,159,95,96,71,6,58,315,26,309,22,425,50,529,90,317,90,432,129,551,62,93,90,95,44,106,108,112,99,594,120,593,144,559,14,567,6,562,66,535
15,77,98,74,154,35,149,19,85,41,8,106,158,96,85,77,6,56,308,26,308,24,426,44,533,87,310,92,430,127,561,62,90,87,88,44,106,106,107,100,594,118,594,144,567,9,575,6,565,62,538
16,77,101,74,155,39,155,22,90,42,6,110,156,99,87,80,5,60,311,29,308,25,424,52,533,90,311,95,429,128,557,67,95,90,95,51,111,102,113,108,595,128,589,143,560,13,575,7,568,70,540
17,78,108,76,161,39,162,22,96,39,16,110,159,97,80,94,5,57,308,25,306,25,423,56,536,88,310,99,425,132,558,64,101,92,100,53,120,101,116,112,595,131,593,143,564,11,573,7,566,74,539
18,76,103,69,153,32,155,25,87,32,5,103,158,97,77,83,9,58,300,25,298,25,421,56,532,82,302,99,426,135,556,62,98,86,98,49,117,100,116,107,595,131,595,143,566,8,567,7,564,75,538
19,69,107,62,159,25,159,20,90,27,13,97,160,89,76,85,5,53,304,20,303,20,425,54,537,76,304,90,424,127,553,56,99,81,101,40,117,92,117,105,595,125,595,143,556,13,566,7,558,72,540
