photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
1,-1,-1,107,90,132,85,92,173,-1,-1,83,98,53,197,4,214,125,291,146,288,107,422,132,537,108,294,73,427,122,561,-1,-1,64,7,112,20,75,17,75,586,85,593,134,572,92,544,97,538,145,551
2,-1,-1,111,85,133,84,95,153,34,149,90,96,51,191,4,166,125,291,144,287,110,430,135,540,111,295,75,430,123,566,-1,-1,69,7,114,17,79,13,81,587,90,593,136,572,97,548,100,540,146,555
3,-1,-1,111,96,134,85,105,159,-1,-1,88,100,41,185,4,130,126,294,146,293,111,431,135,535,111,299,73,432,126,563,-1,-1,75,7,117,25,81,25,81,586,92,593,138,570,96,544,100,539,146,549
4,-1,-1,107,81,128,74,72,111,20,56,85,93,32,153,4,69,122,295,141,288,107,431,137,542,107,298,69,431,124,561,-1,-1,-1,-1,117,16,77,7,83,584,90,593,136,570,97,542,99,542,146,554
5,-1,-1,103,96,124,83,71,97,33,42,86,100,22,140,4,49,122,299,139,295,103,433,135,539,103,299,68,433,123,560,-1,-1,72,7,115,27,79,24,79,583,89,593,134,565,92,542,97,542,146,546
6,-1,-1,106,89,125,76,71,74,34,11,83,90,9,110,5,11,120,294,142,286,105,431,134,538,102,298,62,434,122,563,-1,-1,69,7,118,19,77,14,81,586,91,593,134,567,94,546,95,546,145,548
7,-1,-1,100,94,123,91,68,90,-1,-1,81,105,5,105,8,7,115,299,136,294,103,433,133,536,95,300,61,435,120,559,-1,-1,63,18,111,37,71,32,71,590,84,593,134,565,93,543,95,541,145,543
8,-1,-1,99,99,121,96,65,83,51,13,81,106,5,94,20,7,110,299,132,297,104,436,132,533,92,303,67,441,121,560,-1,-1,60,24,111,43,72,33,72,585,85,593,134,567,92,547,94,544,145,547
9,-1,-1,98,100,120,99,65,79,49,10,76,109,5,82,21,6,105,296,128,294,105,432,132,543,89,299,65,436,120,561,-1,-1,58,25,109,48,70,40,72,584,80,594,134,573,90,547,92,543,145,552
10,-1,-1,98,119,121,110,-1,-1,-1,-1,78,125,5,90,28,6,110,296,132,296,109,433,132,538,93,298,78,440,120,557,-1,-1,55,30,115,67,77,53,71,589,84,594,134,568,91,548,93,547,145,551
11,-1,-1,101,122,130,120,-1,-1,-1,-1,77,125,5,88,17,6,115,302,137,299,115,431,134,536,94,302,83,438,124,555,-1,-1,69,54,120,78,79,67,71,591,85,594,137,563,93,547,98,540,145,542
12,-1,-1,99,129,131,129,-1,-1,-1,-1,72,129,5,82,10,6,113,299,131,299,115,425,131,531,90,299,82,433,115,554,-1,-1,70,63,124,85,81,78,70,591,83,594,129,559,97,537,95,535,145,537
13,-1,-1,102,133,135,136,95,90,71,68,71,133,17,76,5,6,116,299,145,294,126,420,135,524,97,300,92,430,116,551,-1,-1,78,70,126,92,83,89,76,591,88,594,130,556,98,533,98,533,145,536
14,-1,-1,97,136,129,140,75,70,33,5,65,134,18,83,6,22,117,302,143,299,127,425,131,525,95,303,95,430,114,552,-1,-1,-1,-1,124,101,82,97,73,595,85,595,129,556,95,534,-1,-1,144,536
15,-1,-1,100,132,129,132,74,61,32,5,71,134,9,73,6,15,112,295,142,292,127,420,131,520,90,299,90,423,108,549,-1,-1,-1,-1,125,91,80,86,63,595,77,595,124,554,90,532,-1,-1,144,532
16,-1,-1,101,134,129,134,74,66,32,5,74,134,9,74,6,21,112,296,142,291,127,418,129,521,90,300,90,422,108,549,-1,-1,-1,-1,127,88,87,86,63,593,77,595,124,557,87,533,-1,-1,144,530
17,-1,-1,104,131,128,131,74,69,30,5,75,133,13,81,6,20,113,298,143,294,130,420,130,523,91,304,91,426,111,551,-1,-1,-1,-1,-1,-1,85,87,70,595,83,595,128,557,-1,-1,-1,-1,144,535
18,-1,-1,106,126,129,124,76,78,27,6,76,130,9,73,6,12,119,297,144,289,131,426,137,527,93,299,93,431,113,550,-1,-1,74,65,123,85,86,79,72,594,85,594,127,558,-1,-1,-1,-1,144,536
