user_id,type,photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
087,shooting,1,57,42,81,96,46,94,6,76,23,7,114,96,101,146,86,79,72,302,46,298,17,426,60,520,99,305,74,434,129,554,62,34,78,38,47,32,96,38,96,590,111,593,144,569,18,549,20,538,74,531
087,shooting,2,53,50,74,108,41,106,6,77,24,7,112,104,99,144,83,70,69,296,41,293,14,424,55,526,91,303,72,440,130,562,53,31,67,36,-1,-1,89,40,88,589,106,593,144,573,14,549,14,543,71,535
087,shooting,3,61,51,78,107,44,104,6,70,23,7,118,100,95,130,89,61,67,288,44,287,20,425,61,527,94,291,81,436,132,557,60,38,73,38,49,46,94,48,92,587,109,593,144,566,17,550,17,547,77,531
087,shooting,4,69,61,81,119,44,118,6,75,27,6,115,118,96,125,83,24,65,296,37,294,23,425,58,528,90,300,88,431,128,556,63,52,81,55,50,61,98,61,98,594,113,594,144,562,15,558,17,546,70,540
087,shooting,5,58,78,74,132,36,127,6,78,25,6,107,135,93,108,76,13,60,301,31,296,25,422,55,527,85,303,93,424,129,558,57,65,71,69,-1,-1,93,78,93,594,110,594,144,566,10,560,10,547,69,532
087,shooting,6,72,95,72,149,34,140,8,85,25,6,103,153,93,102,78,31,58,302,30,301,28,425,52,541,83,304,95,425,132,573,62,89,78,91,48,95,93,104,96,591,116,594,144,582,8,569,6,560,66,547
087,shooting,7,76,94,71,150,34,147,15,86,28,6,107,154,95,99,76,24,56,302,24,300,32,419,55,528,89,302,102,423,128,550,62,88,89,88,43,102,107,107,94,594,119,590,144,560,6,560,6,550,65,534
087,shooting,8,75,104,72,159,34,156,22,90,32,6,107,162,97,101,78,14,56,309,24,306,32,426,53,540,88,311,103,426,128,557,65,98,90,98,44,113,107,115,103,594,125,592,144,568,6,570,6,559,66,545
087,shooting,9,76,100,74,153,37,153,24,86,28,6,108,154,100,89,83,10,56,306,24,304,34,427,55,535,83,306,104,427,128,559,67,89,92,89,46,104,107,105,102,594,122,594,144,564,9,564,6,554,67,548
087,shooting,10,75,102,72,158,34,157,25,83,25,6,107,158,93,81,88,19,56,312,24,311,37,429,56,534,86,314,106,431,131,561,62,98,86,97,50,113,94,113,100,594,122,594,144,568,9,562,6,553,69,546
087,shooting,11,76,102,71,156,37,154,24,87,24,6,105,161,92,78,89,21,55,313,26,311,34,432,55,538,83,315,103,434,131,562,62,95,86,94,48,110,95,112,97,593,118,594,144,576,6,561,6,555,71,545
087,shooting,12,74,101,71,159,32,154,23,87,23,6,107,162,92,82,89,19,55,311,25,310,34,432,55,535,86,313,102,437,129,566,64,94,86,90,47,109,-1,-1,95,593,113,594,144,578,6,562,6,554,71,547
087,shooting,13,74,98,71,150,34,150,20,85,22,6,107,153,94,79,89,6,55,311,24,308,34,432,55,537,83,312,100,436,128,564,61,88,86,87,43,106,94,106,94,594,113,594,144,576,6,564,6,554,71,548
