user_id,type,photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
005,dribble,1,66,26,74,81,44,84,26,158,4,192,104,73,122,173,98,229,88,281,67,284,43,415,27,556,107,279,121,408,130,498,60,11,74,11,51,8,83,10,142,556,146,542,128,502,6,592,4,587,32,573
005,dribble,2,69,29,76,82,46,85,24,172,3,209,104,77,124,172,101,239,92,279,72,282,51,409,32,552,112,274,129,407,130,512,62,13,76,14,55,11,85,8,143,557,147,550,122,518,14,592,11,587,37,571
005,dribble,3,68,29,75,81,45,88,23,164,3,187,104,76,122,174,100,242,91,273,73,278,51,408,30,553,112,267,132,407,127,522,63,13,75,15,53,8,84,8,143,572,147,564,120,535,13,592,11,587,37,572
005,dribble,4,67,34,72,80,42,91,25,173,3,197,102,75,119,173,101,245,90,271,67,276,44,409,26,551,109,267,133,401,124,535,60,18,74,16,51,13,84,8,142,582,147,571,117,551,5,592,3,585,28,571
005,dribble,5,72,30,76,86,44,92,33,186,17,236,107,71,124,181,106,247,92,272,69,279,44,415,27,551,112,265,134,397,126,551,66,13,77,13,53,10,88,8,142,590,147,577,118,565,6,592,3,585,29,570
005,dribble,6,76,31,80,85,49,90,42,196,35,256,110,70,124,174,112,254,92,264,72,272,44,401,26,538,114,259,138,398,128,549,71,13,83,13,59,8,92,8,145,592,147,579,122,564,6,577,3,571,29,554
005,dribble,7,82,37,82,88,53,96,50,206,51,308,113,76,127,185,115,274,89,271,67,276,44,409,25,535,112,263,135,388,124,556,75,21,89,19,65,10,97,8,144,592,147,584,118,572,5,576,3,569,28,551
005,dribble,8,89,29,94,82,63,94,62,206,66,312,123,77,134,184,126,277,94,266,73,269,48,395,25,522,113,264,134,381,125,547,85,11,96,13,73,8,106,11,143,592,146,581,118,558,4,563,4,554,30,536
005,dribble,9,95,29,98,82,69,86,69,210,77,317,126,70,134,192,132,288,96,262,77,262,48,394,24,512,116,261,134,394,122,542,90,11,102,11,78,8,111,8,141,592,147,581,114,570,7,558,3,549,30,526
005,dribble,10,105,32,107,88,77,92,76,209,88,328,137,83,147,195,147,308,105,264,85,264,54,407,27,521,123,264,137,422,121,564,100,15,113,18,88,8,121,8,117,592,130,592,115,577,8,568,3,558,29,530
